Registration No,Product Name,Holder
MAL08021519AZ,Ecosolve Plus Cream,WINWA MEDICAL SDN. BHD.
MAL08021552X,Nova Children�s Fish Oil Chewable Softgel Capsule,NOVA LABORATORIES SDN. BHD.
MAL08021554AZ,Disuf Cream 2.0 % w/w,HOVID BERHAD
MAL08031387AZ,FLUCON SOLUTION FOR IV INFUSION 2MG/ML,AVERROES PHARMACEUTICALS SDN. BHD.
MAL08031391AZ,Tricoderm Ointment,WINWA MEDICAL SDN. BHD.
MAL08031399AZ,Coldmax Suspension,WINWA MEDICAL SDN. BHD.
MAL08032206X,Simcone Suspension 67mg/ml,IMEKS PHARMA SDN. BHD.
MAL08032207X,Axcel Glucosamine-500mg Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL08042250X,Appeton Essentials Msteen,KOTRA PHARMA (M) SDN. BHD.
MAL08042267XC,"Kordel""s Kid""s Vitamin C 250 mg + Bioflavonoids Chewable Tablet",NUVANTA SDN. BHD.
MAL08042366XZ,MESIN -C 200 MG / 5ML ORAL SUSPENSION,MEDISPEC (M) SDN. BHD.
MAL08042384X,Creobic Gold Cream 1% w/w,KOTRA PHARMA (M) SDN. BHD.
MAL08042445AZ,Brufen� Suspension 100mg/5ml,ABBOTT LABORATORIES (M) SDN. BHD.
MAL08042447AZ,Clamentin Injection 1.2g,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL08042468AZ,Anprodryl Syrup,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL08042477AZ,GEMITA for Injection 1G,FRESENIUS KABI MALAYSIA SDN. BHD
MAL08042478AZ,Borymycin Capsule 50mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL08042479AZ,GEMITA for Injection 200mg,FRESENIUS KABI MALAYSIA SDN. BHD
MAL08051617XZ,AXPAIN-650 CAPLET,KOTRA PHARMA (M) SDN. BHD.
MAL08051743AZ,Disuf-H cream,HOVID BERHAD
MAL08051745ACZ,Budecort 200 mcg/dose Inhaler (CFC FREE),CIPLA MALAYSIA SDN BHD
MAL08051746AZ,Ixime Suspension 100mg/5ml,BioCare Pharmaceutical (M) Sdn. Bhd.
MAL08051758AZ,Difflam Forte Anti-Inflammatory Throat Spray 0.3%w/v,iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch
MAL08051759AZ,Betasolve 0.1% Cream,WINWA MEDICAL SDN. BHD.
MAL08061562AZ,METASONE LOTION 0.1% W/V,STERILINE SDN. BHD.
MAL08061611AZ,Fusigen Ointment (Sodium Fusidate BP 2 % w/w),KOMEDIC SDN BHD
MAL08061648AZ,Pyrimine Tablet 60mg,IMEKS PHARMA SDN. BHD.
MAL08061682X,Donna Glucosamine 1500mg Sachet,Duopharma Marketing Sdn. Bhd.
MAL08061683ACZ,Multihance Injection Solution,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL08080386ACZ,BESOMID 100 MCG/ ACTUATION HFA- METERED DOSE INHALER,STERILINE SDN. BHD.
MAL08080395AZ,Covasc Tablet 10mg,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL08080406AZ,Dermazol Plus Lotion,WINWA MEDICAL SDN. BHD.
MAL08080407AZ,Winofen Suspension 2%w/v (Strawberry),WINWA MEDICAL SDN. BHD.
MAL08082429XZ,Deltacarbon Tablet 250mg,IMEKS PHARMA SDN. BHD.
MAL08082440ASZ,B. Braun 0.9% Sodium Chloride IV Infusion BP,B.BRAUN MEDICAL INDUSTRIES SDN. BHD.
MAL08082444XZ,B-cobal Film-coated tab,AV MANUFACTURING SDN.BHD
MAL08082448TC,HURIX'S GAMAT MOS- Q CREAM,JIN BIN CORPORATION SDN. BHD.
MAL08082495XZ,hovid Chewette C Vitamin C 100mg Orange Flavour Chewable Tablets,HOVID BERHAD
MAL08082701AZ,Endix Cream,PROPHARM (M) SDN. BHD.
MAL08082702AZ,Besonin Aqua Nasal Spray 100 mcg/dose,RIGEL PHARMA SDN. BHD.
MAL08091413AZ,Axcel Ecozalon Cream,KOTRA PHARMA (M) SDN. BHD.
MAL08091416AZ,BEACON-FDG MULTIDOSE INJECTION,Beacon Hospital Sdn. Bhd.
MAL08091469X,Vitasen C 100 with Royal Jelly Chewable Tablet,WINWA MEDICAL SDN. BHD.
MAL08111769AZ,Vanmycetin Eye Drops (Chloramphenicol Eye Drops 0.5% w/v),UNIMED SDN. BHD.
MAL08111773AZ,Disuf-B Cream,HOVID BERHAD
MAL08111774X,Cera-Scalp Ointment,HOE PHARMACEUTICALS SDN. BHD.
MAL08111799AZ,Cetiz syrup 0.1% w/v,AV MANUFACTURING SDN.BHD
MAL08111806A,"Lipidem 20%, Emulsion for infusion",B.BRAUN MEDICAL INDUSTRIES SDN. BHD.
MAL08111816XC,Kordel`s Glucosamine Plus Chondroitin 500/400 Capsule,CAMBERT(M) SDN. BHD.
MAL08111823X,Axpain Methyl Salicylate Cream,KOTRA PHARMA (M) SDN. BHD.
MAL08111829AZ,Sivkort Sterile Suspension for injection 40 mg,AVERROES PHARMACEUTICALS SDN. BHD.
MAL08111949XR,N/A,N/A
MAL08120838T,Spirulina Tablet (Chewable),PB NATUR SDN. BHD.
MAL08120871AZ,Axcel Clindamycin Topical Solution 1% W/V,KOTRA PHARMA (M) SDN. BHD.
MAL08120887TC,U-LINE XIAN PI LIN CREAM,SIHAT MESRA SDN. BHD.
MAL09011420AZ,Brot 850mg Tablets,KOMEDIC SDN BHD
MAL09011454AZ,GEMEBINE 1000 (Gemcitabine Powder for Solution for Infusion 1000 mg),JETPHARMA SDN. BHD.
MAL09011455AZ,Gemebine 200 (Gemcitabine Powder for Solution for Infusion 200mg),JETPHARMA SDN. BHD.
MAL09011474AZ,Liproct Suppository,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL09011476X,Appeton Essentials Glucosamine-500mg Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL09011477XZ,RinsCap CG (Chlorhexidine Gluconate 0.05% w/v Irrigation Solution),AIN MEDICARE SDN. BHD.
MAL09020969AZ,Miconazole Cream BP 2%w/w,Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd.
MAL09020977AZ,Axcel Sodium Fusidate 250 Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL09020981X,APPETON MULTIVITAMIN HI-Q TAURINE WITH DHA TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL09032007AZ,Axcel Oxymetazoline 0.05% Nasal Spray,KOTRA PHARMA (M) SDN. BHD.
MAL09032008AZ,LEVOFLOXOL (Levofloxacin 5mg/mL Intravenous Infusion),AIN MEDICARE SDN. BHD.
MAL09032026AZ,Ceflour Film Coated Tablet 250mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL09032033XC,Vecobal 500mcg Tablet,ELDON HEALTHCARE SDN. BHD.
MAL09032037XR,Panaflex Pain Relief Patch,Haleon Malaysia Sdn. Bhd.
MAL09042379AZ,"Eloxatin 5mg/ml, concentrate for solution for infusion",SANOFI-AVENTIS (MALAYSIA) SDN. BHD.
MAL09042388AZ,Edeline Injection 30 mg/ml,DUOPHARMA (M) SENDIRIAN BERHAD
MAL09042399XR,Strepsils Strawberry Sugar Free Lozenges,RB (HEALTH) MALAYSIA SDN BHD
MAL09042411AZ,Z mox Oral Suspension 250mg/5ml,UNIMED SDN. BHD.
MAL09042417AZ,Axcel Valacyclovir-500 Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL09042434AZ,RIVADEM 1.5MG CAPSULES,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL09042435AZ,RIVADEM 3MG CAPSULES,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL09051555AZ,Mupicin ointment 2%w/w,PRIME PHARMACEUTICAL SDN. BHD.
MAL09051556AZ,Anlodin Tablet 10mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL09051562AZ,Anlodin Tablet 5mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL09051572ACZ,Binozyt 200mg/5ml Powder For Oral Suspension,SANDOZ PRODUCTS MALAYSIA SDN. BHD.
MAL09051622AZ,INFUSOL K+0.15 D5 (Potassium Chloride 0.15% w/v and Dextrose 5% w/v Intravenous Infusion BP),AIN MEDICARE SDN. BHD.
MAL09051623AZ,INFUSOL K+0.15 NS (Potassium Chloride 0.15% w/v and Sodium Chloride 0.9% w/v Intravenous Infusion BP),AIN MEDICARE SDN. BHD.
MAL09061595ARZ,Sodium Chloride Kabi 0.9%w/v Solution for Infusion,FRESENIUS KABI MALAYSIA SDN. BHD
MAL09062111AZ,Bitvio Ointment 0.1%,ZULAT PHARMACY SDN. BHD.
MAL09062129AZ,Fleming Oral Suspension 457mg/5mL,HEALOL PHARMACEUTICALS SDN. BHD.
MAL09062132X,Appeton Essentials Antioxidant,KOTRA PHARMA (M) SDN. BHD.
MAL09072750AZ,QUACE ECZEMA OINTMENT,ZULAT PHARMACY SDN. BHD.
MAL09072753AZ,Kloraxin Eye Ointment 1% w/w,UNIMED SDN. BHD.
MAL09072756ASZ,B. BRAUN 0.45% SODIUM CHLORIDE & 5% GLUCOSE IV INFUSION BP,B.BRAUN MEDICAL INDUSTRIES SDN. BHD.
MAL09072774AZ,Fentanyl HEXAL MAT 25 mcg/h Transdermal Patch,IMEKS PHARMA SDN. BHD.
MAL09072775AZ,Fentanyl HEXAL MAT 50 mcg/h Transdermal Patch,IMEKS PHARMA SDN. BHD.
MAL09072796AZ,ANPRO-ZOLPIDEM TABLETS 10 MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL09080813T,Appeton Essentials Memotab,KOTRA PHARMA (M) SDN. BHD.
MAL09082013ASZ,B. Braun 5% Glucose Intravenous Infusion,B.BRAUN MEDICAL INDUSTRIES SDN. BHD.
MAL09082784X,DifflamAB Sore Throat Lozenges (Honey Lemon),iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch
MAL09082789AZ,KOACT 312.50 (Co-Amoxiclav for Oral Suspension 250-62.50mg/5ml).,UNIMED SDN. BHD.
MAL09082790AZ,KOACT 156.25 (Co-Amoxiclav for Oral Suspension 125-31.25mg/ 5ml),UNIMED SDN. BHD.
MAL09082796AZ,AZMASOL 100MCG/DOSE HFA METERED DOSE INHALER,BEXIMCO HEALTHCARE MALAYSIA SDN.BHD.
MAL09082797AZ,DECOMIT 50 MCG/DOSE HFA METERED DOSE INHALER.,BEXIMCO HEALTHCARE MALAYSIA SDN.BHD.
MAL09082800AZ,Axcel erythromycin ES-400 Suspension,KOTRA PHARMA (M) SDN. BHD.
MAL09082843T,"Linkus Lozenges, Mint flavor",Herbion Sdn. Bhd.
MAL09082844T,"Linkus Lozenges, Honey - Lemon flavor",Herbion Sdn. Bhd.
MAL09082845T,"Linkus Lozenges, Orange flavor.",Herbion Sdn. Bhd.
MAL09100008X,Terbin Cream 1%,SM PHARMACEUTICALS SDN. BHD.
MAL09100243AZ,Nimodipine HEXAL� 30 mg Film-coated Tablet,IMEKS PHARMA SDN. BHD.
MAL09100256AZ,TORLEVA 500MG TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL09100259AZ,TORLEVA 1000MG TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL09100265AZ,Garbose Tablet 50mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL09100266AZ,Garbose Tablet 100mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL09100270AZ,ADECURE SYRUP 5MG/ML,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL09100308X,OK Orang Kampung Bam Serai Plus,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
MAL09102913AZ,UFUR Capsule,PHARM-D SDN. BHD.
MAL09102914AZ,DIPVITE SKIN CREAM,ZULAT PHARMACY SDN. BHD.
MAL09102944ACRZ,Keppra Concentrate for Solution for Infusion 500 mg/5ml,GLAXOSMITHKLINE PHARMACEUTICAL SDN. BHD.
MAL09102966X,Shine Cutie Chewable Tablet,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL09102985T,Koflet Lozenges,HIMALAYA WELLNESS MALAYSIA SDN. BHD.
MAL09111737AZ,BisoHEXAL 5mg Film-coated Tablet,IMEKS PHARMA SDN. BHD.
MAL09111765XZ,Flavettes Vitamin C Blackcurrant 250mg,Duopharma Marketing Sdn. Bhd.
MAL09111813XC,Fisherman's Friend Sugar Free Mint Lozenges (New),GBA CORPORATION SDN. BHD.
MAL09111814XC,Fisherman's Friend Sugar Free Apple & Cinnamon Lozenges (New),GBA CORPORATION SDN. BHD.
MAL09111815XC,"Fisherman""s Friend Sugar Free Original Lozenges (New)",GBA CORPORATION SDN. BHD.
MAL09111817XC,Fisherman's Friend Sugar Free Lemon Lozenges (New),GBA CORPORATION SDN. BHD.
MAL09111818XC,Fisherman's Friend Sugar Free Mandarin & Ginger Lozenges (New),GBA CORPORATION SDN. BHD.
MAL09122028AZ,BisoHEXAL 2.5mg Film-coated Tablet,IMEKS PHARMA SDN. BHD.
MAL09122046AZ,Clozole Pessary 100 mg,SM PHARMACEUTICALS SDN. BHD.
MAL09122776AZ,NITROSOL SUBLINGUAL AEROSOL SPRAY 400mcg/actuation,Vitamode Sdn.bhd
MAL09122778ACZ,Hovid Ventamol CFC-Free Metered Dose Inhaler 100mcg/actuation,HOVID BERHAD
MAL09122804X,Redoxon Double Action Kids Chewable Tablet,BAYER CO. (MALAYSIA) SDN. BHD.
MAL10010011HA,Eficur 50 mg/mo ceftiofur suspension for injection for cattle and swine,Hipra Malaysia Sdn. Bhd.
MAL10012446AZ,ACLIPAK 6 MG/ ML CONCENTRATE FOR SOLUTION FOR INFUSION,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL10012447AZ,EVOFEN SUSPENSION 100MG/5ML,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL10012456XZ,APPETON ACTIV-C (STRAWBERRY),KOTRA PHARMA (M) SDN. BHD.
MAL10021801AZ,PANTOR 20MG TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL10021802AZ,PANTOR 40MG TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL10021807AZ,Zoxan Eye Drops 0.3% w/v,UNIMED SDN. BHD.
MAL10021809AZ,Flohale 125mcg Inhaler CFC Free,CIPLA MALAYSIA SDN BHD
MAL10021817XZ,Champs Vitamin C 100mg Blackcurrant Flavour Chewable Tablet,Duopharma Marketing Sdn. Bhd.
MAL10021838T,Emax Cream,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
MAL10033149AZ,Strokan FC Tablet 250mg,DUOPHARMA (M) SENDIRIAN BERHAD
MAL10033185AZ,NEBICARD 5MG TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL10033189TC,BioLina Blue Green Algae Chewable Tablet,TST (ASIA) SDN. BHD.
MAL10033194AZ,LATANDROPS 0.005%W/V EYE DROPS,MMS PHARMA (MALAYSIA) SDN. BHD.
MAL10040022HAR,Previcox 227 mg chewable tablets for dogs,Rhone Ma Malaysia Sdn Bhd
MAL10043686AZ,Ipracip 20mcg per Actuation HFA Metered Dose Inhaler,CIPLA MALAYSIA SDN BHD
MAL10043690AZ,DEPLATT TABLET USP 75MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL10043701XZ,Saferon Drops 50mg/ml,Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd.
MAL10043734XZ,Acrisept Lotion 0.2% w/v,WINWA MEDICAL SDN. BHD.
MAL10043753TC,NHF Organic Spirulina 200mg Chewable Tablet,TST (ASIA) SDN. BHD.
MAL10043754TC,NewCo Spi-GINKGO Chewable Tablet,TST (ASIA) SDN. BHD.
MAL10043755TC,CY2000 Spirulina Plus Chewable Tablet,TST (ASIA) SDN. BHD.
MAL10043761T,Nova Rosbright Chewable Tablet,NOVA LABORATORIES SDN. BHD.
MAL10053664AZ,EPIMATE 50 TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL10053665ACZ,RACSER CREAM 5%,APEX PHARMACY MARKETING SDN. BHD.
MAL10053666AZ,EPIMATE 100 TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL10053667AZ,VAXCEL LIGNOCAINE 2% INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL10053672AZ,Montexin Chewable Tablets 4mg,SUNWARD PHARMACEUTICAL SDN. BHD.
MAL10053673AZ,Montexin Chewable Tablets 5mg,SUNWARD PHARMACEUTICAL SDN. BHD.
MAL10053678X,APPETON MULTIVITAMIN LYSINE WITH PREBIOTIC TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL10053679X,Smecta Orange-Vanilla Flavour Powder for Oral Suspension 3g,ZUELLIG PHARMA SDN. BHD.
MAL10062995AZ,BITVIO CREAM 0.1%,ZULAT PHARMACY SDN. BHD.
MAL10063020AZ,B. BRAUN COMPOUND SODIUM LACTATE IV INFUSION BP (HARTMANN'S SOLUTION),B.BRAUN MEDICAL INDUSTRIES SDN. BHD.
MAL10063021XZ,Kalamine Lotion,ROYCE PHARMA MANUFACTURING SDN. BHD.
MAL10063023XZ,NW Acriflavine Lotion 0.4%,NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)
MAL10063073T,GREENLEX Organic Spirulina Chewable Tablet200mg,Zhulian Nutraceutical Sdn. Bhd.
MAL10070557AZ,Ezenide Lotion 0.05% w/w,HOE PHARMACEUTICALS SDN. BHD.
MAL10070569ACZ,Flumazenil-hameln 0.1 mg/ml Injection,IMEKS PHARMA SDN. BHD.
MAL10070578AZ,Espran 10mg Tablets,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL10070592X,Vitcofol Oral Suspension,UNIMED SDN. BHD.
MAL10070594AZ,N/A,N/A
MAL10080041AZ,GEMITA for Injection 1400 mg,FRESENIUS KABI MALAYSIA SDN. BHD
MAL10080052AZ,Melaquin Cream 4%w/w,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL10080056AZ,Trachisan Lozenges Lidocaine HCl 8 mg,DELFI MARKETING SDN.BHD.
MAL10080061ACZ,COVAPRIL TABLET 4MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL10080065AZ,ROSUCOR TABLET 20 MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL10080066AZ,ROSUCOR TABLET 10 MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL10080070XZ,DENZOL 20mg/ml Suspension,AVERROES PHARMACEUTICALS SDN. BHD.
MAL10080071XZ,Crotocort Lotion 10% w/w,SM PHARMACEUTICALS SDN. BHD.
MAL10080129TC,Icare Chewable Spirulina Tablet 250mg,Natural Summit Sdn Bhd
MAL10100018AZ,Budecort Respules 0.5mg/2ml Respirator Suspension,CIPLA MALAYSIA SDN BHD
MAL10100019AZ,Budecort Respules 1mg/2ml Respirator Suspension,CIPLA MALAYSIA SDN BHD
MAL10100031AZ,Priacin 40mg Film Coated Tablets,KOMEDIC SDN BHD
MAL10100032AZ,Priacin 20mg Film Coated Tablets,KOMEDIC SDN BHD
MAL10100038X,QV Flare Up Bath Oil,EGO PHARM MALAYSIA SDN. BHD.
MAL10100126AZ,Magrilan 20mg Capsules,KOMEDIC SDN BHD
MAL10100134AZ,XILONE Syrup 5 mg / 5 ml,Pharco Health Sdn. Bhd
MAL10100179AZ,VAXCEL PANTOPRAZOLE 40 MG INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL10100180XZ,MYCORIL SPRAY 1%,EUCOGEN SDN BHD
MAL10110001AZ,Carvedilol HEXAL� 6.25 mg Tablet,IMEKS PHARMA SDN. BHD.
MAL10110003AZ,Carvedilol HEXAL� 25 mg Tablet,IMEKS PHARMA SDN. BHD.
MAL10110022AZ,NICOL EYE DROPS 0.5%W/V,DUOPHARMA (M) SENDIRIAN BERHAD
MAL10110024AZ,BETACIN EYE/EAR DROPS,DUOPHARMA (M) SENDIRIAN BERHAD
MAL10110025AZ,NEO DECA EYE/EAR DROPS,DUOPHARMA (M) SENDIRIAN BERHAD
MAL10110027AZ,BETAGEN EYE/EAR DROPS,DUOPHARMA (M) SENDIRIAN BERHAD
MAL10120014ACRZ,EBIXA FILM-COATED TABLET 20 MG,Lundbeck Malaysia Sdn. Bhd.
MAL10120020ACZ,N/A,N/A
MAL10120020AZ,Co-Phenylcaine Forte Nasal Spray,ZIWELL MEDICAL SDN. BHD.
MAL10120023ACZ,Glyceryl Trinitrate-hameln 1mg/ml Injection,IMEKS PHARMA SDN. BHD.
MAL10120032AZ,Motigut Suspension 1mg/ml,MEDISPEC (M) SDN. BHD.
MAL10120034AZ,VOLTANOR SUSPENSION 10MG/5ML,Noripharma Sdn. Bhd.
MAL10120046X,EYE GLO PLUS EYE DROPS,DUOPHARMA (M) SENDIRIAN BERHAD
MAL10120051XZ,NW ACRIFLAVINE LOTION 0.1%,NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)
MAL10120057XCR,BLACKMORES KOALAKIDS MULTIVITAMIN + MINERAL CHEWABLE TABLETS,BLACKMORES (MALAYSIA) SDN. BHD.
MAL10120058X,ROS-C Chewable Tablet,NOVA LABORATORIES SDN. BHD.
MAL11010001AZ,Quace Eczema Cream,ZULAT PHARMACY SDN. BHD.
MAL11010021AZ,Olfovel 500mg Tablet,IMEKS PHARMA SDN. BHD.
MAL11010027AZ,ASTHATOR 4 MG CHEWABLE TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL11010028AZ,ASTHATOR 5 MG CHEWABLE TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL11010029AZ,ASTHATOR 10MG TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL11010035X,EYE GLO RELIEF EYE DROPS 0.25%w/v,DUOPHARMA (M) SENDIRIAN BERHAD
MAL11015004T,GKB Cordyceps Sinensis 344.75mg Chewable Tablet,GK BIO INTERNATIONAL SDN. BHD.
MAL11030001AZ,Asthavent CFC free Inhaler (Salbutamol Pressurised Inhalation BP 100 mcg/actuation),CIPLA MALAYSIA SDN BHD
MAL11030009AZ,Clonate Cream 0.05%w/w,MEDISPEC (M) SDN. BHD.
MAL11030012AZ,Budenase AQ Nasal Spray 64 mcg /dose,CIPLA MALAYSIA SDN BHD
MAL11030013HA,Sulfatrim 48% Oral Suspension,VISION BIOTECH SDN BHD
MAL11030096AZ,BEAGENTA EYE/EAR DROPS 0.3%W/V,DUOPHARMA (M) SENDIRIAN BERHAD
MAL11030101AZ,Zefu Powder for Oral Suspension125 mg/5 mL,UNIMED SDN. BHD.
MAL11030111X,Conart Sachet for Oral Solution,AV MANUFACTURING SDN.BHD
MAL11030135T,JingWanHong Ointment,BUMARI SDN. BHD.
MAL11040012AZ,Pentasa Sachet Prolonged Release Granules 2g,Ferring Sdn. Bhd.
MAL11040013AZ,VAXCEL OMEPRAZOLE-40MG INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL11040016AZ,Cervidil Controlled Release Vaginal Pessary 10mg,Ferring Sdn. Bhd.
MAL11040020AZ,Oxair Film Coated Tablet 10mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL11040021AZ,Oxair Chewable Tablet 4mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL11040022AZ,Oxair Chewable Tablet 5mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL11040026AZ,INJECSOL S20 SODIUM CHLORIDE 20% w/v INJECTION BP,AIN MEDICARE SDN. BHD.
MAL11050003AZ,Lignoral Oral Spray 10%W/V,Pharco Health Sdn. Bhd
MAL11055001AZ,NASONIDE Nasal Spray 55mcg/dose,HOE PHARMACEUTICALS SDN. BHD.
MAL11060001AZ,Quall Eczema Cream,ZULAT PHARMACY SDN. BHD.
MAL11060004AZ,VAXCEL ACYCLOVIR 25mg/ml IV INFUSION,KOTRA PHARMA (M) SDN. BHD.
MAL11060005AZ,VAXCEL CEFOBACTAM-1G INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL11060013AZ,Tosan Tablet 50mg,IMEKS PHARMA SDN. BHD.
MAL11060030X,ANUCARE OINTMENT,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL11060032AZ,INJECSOL K10 (POTASSIUM CHLORIDE10% w/v INJECTION BP),AIN MEDICARE SDN. BHD.
MAL11060075T,Spirulina Tropicana Plus 200mg Chewable Tablet,TST (ASIA) SDN. BHD.
MAL11065014T,Tradi Pimple Cream,IE Lab Traditional Sdn Bhd
MAL11070004AZ,Fytosid Injection (20mg/ml),FRESENIUS KABI MALAYSIA SDN. BHD
MAL11070014X,Hirudoid� Cream 0.3g/ 100g,DKSH MALAYSIA SDN. BHD.
MAL11070015AZ,Cabamine Injection 1000mcg/ml,DUOPHARMA (M) SENDIRIAN BERHAD
MAL11070020X,VITASEN� Daily Multi for Adults Chewable Tablet,WINWA MEDICAL SDN. BHD.
MAL11070051HAR,Rheumocam 1.5mg/ml oral suspension for dogs,Rhone Ma Malaysia Sdn Bhd
MAL11075003AZ,Promezine Syrup 1mg/ml.,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL11075007X,Hocodin Lozenge 250mcg,WINWA MEDICAL SDN. BHD.
MAL11080004ARZ,SmofKabiven Peripheral (Emulsion for Infusion),FRESENIUS KABI MALAYSIA SDN. BHD
MAL11080006AZ,VIZOMET OINTMENT 0.1% W/W,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL11080009X,air-X 120 Tablet,IMEKS PHARMA SDN. BHD.
MAL11085006X,Laxstoo Oral Suspension 800mg/5ml,HOE PHARMACEUTICALS SDN. BHD.
MAL11085007XZ,RinsCap CIPA ( CHLORHEXIDINE GLUCONATE 2% w/v and ISOPROPYL ALCOHOL 70% v/v ),AIN MEDICARE SDN. BHD.
MAL11085018TC,Grenhouss Spirulina & Chlorella Chewable Tablet,Nuvita Sdn. Bhd.
MAL11090002ARZ,"SmofKabiven, Emulsion for Infusion",FRESENIUS KABI MALAYSIA SDN. BHD
MAL11090008ARZ,"SmofKabiven Electrolyte Free, Emulsion for Infusion",FRESENIUS KABI MALAYSIA SDN. BHD
MAL11095001AZ,IPRANEB 500 (Ipratropium Bromide 500mcg/2mL Nebuliser Solution BP),AIN MEDICARE SDN. BHD.
MAL11095007XC,Fisherman's Friend Sugar Free Cherry Lozenges with Menthol 6.9mg,GBA CORPORATION SDN. BHD.
MAL11100013ACZ,Ventacort Nasal Spray 64 mcg/actuation,HOVID BERHAD
MAL11100016X,"Juvita Plus (Multivitamins + Roselle, Marigold and Bioflavonoids Chewable Tablet)",NOVA LABORATORIES SDN. BHD.
MAL11105001AZ,Flutinide Nasal Spray 50mcg/dose,HOE PHARMACEUTICALS SDN. BHD.
MAL11105004AZ,DEFUZIN CREAM 2% W/W,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL11105005AZ,DEFUZIN-B CREAM,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL11105038NCR,VitaHealth Kids DHA + Colostrum Chewable Softgel,VITAHEALTH BIOTECH SDN BHD
MAL11110005AZ,VAXCEL CEFEPIME 1G INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL11110007AZ,TRANEXAMIC ACID 500mg/5mL INJECTION Bioindustria L.I.M.,MMS PHARMA (MALAYSIA) SDN. BHD.
MAL11110008AZ,Tacarline Injection 1mg/ ml,DUOPHARMA (M) SENDIRIAN BERHAD
MAL11115006AZ,SOBENZ LOZENGE (ORANGE),Duopharma Marketing Sdn. Bhd.
