Drug Code,Drug Code URL,licId,Name of the drug,Name of drug (Chinese),Ingredient name/ingredient content,Gauge quantity,Single compound,Price,Effective date,Effective start date,Effective end date,Pharmacists,dosage form,Classification of medicines,Taxonomy group name,ATC code
A027936100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01027936,01027936,BENAMINE CAPSULES 50MG,〝榮民〞去敏膠囊50毫克,DIPHENHYDRAMINE HCL 50 MG,,單方,0.45,84.03.01- 迄今,84.03.01,,榮民製藥股份有限公司,膠囊劑,一般學名藥,"DIPHENHYDRAMINE , 一般錠劑膠囊劑 , 50.00 MG",R06AA02
A028029100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01028029,01028029,DIMENHYDRINATE TABLETS,〝寶齡〞治敏暈錠,DIMENHYDRINATE 50 MG,,單方,0.63,109.10.01- 迄今,109.10.01,,寶齡富錦生技股份有限公司,錠劑,一般學名藥,"DIPHENHYDRAMINE , 一般錠劑膠囊劑 , 50.00 MG",R06AA02
A028315500,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01028315,01028315,HEMOTHOL SUPPOSITORIES,痔莫痛栓劑,ETHYL AMINOBENZOATE (=BENZOCAINE) 100 MG HYDROCORTISONE ACETATE 5 MG ALLANTOIN 10 MG TOCOPHEROL ACETATE ALPHA DL- 20 MG,,複方,4.50,98.10.01- 迄今,98.10.01,,中國化學製藥股份有限公司新豐工廠,栓劑,一般學名藥,"BENZOCAINE 100MG + HYDROCORTISONE 5MG + ALLANTOIN 10MG + VITAMIN E 20MG, 栓劑",C05AA01
A028517100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01028517,01028517,PLOTON TABLETS,"""瑞士""敏樂康錠",PIPRINHYDRINATE 3 MG,,單方,0.34,111.01.01- 迄今,111.01.01,,瑞士藥廠股份有限公司,錠劑,一般學名藥,"PIPRINHYDRINATE , 一般錠劑膠囊劑 , 3.00 MG",R06AA07
A028938100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01028938,01028938,"PHENOBARBITAL TABLETS 30MG ""U.L.""","""優良""苯巴比妥錠３０毫克",PHENOBARBITAL 30 MG,,單方,0.68,103.07.01- 迄今,103.07.01,,優良化學製藥股份有限公司,錠劑,一般學名藥,"PHENOBARBITAL , 一般錠劑膠囊劑 , 30.00 MG",N03AA02
A0289381G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01028938,01028938,"PHENOBARBITAL TABLETS 30MG ""U.L.""","""優良""苯巴比妥錠３０毫克",PHENOBARBITAL 30 MG,,單方,1.50,103.02.01- 迄今,103.02.01,,優良化學製藥股份有限公司,錠劑,一般學名藥,"PHENOBARBITAL , 一般錠劑膠囊劑 , 30.00 MG",N03AA02
A029210100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01029210,01029210,"TRIDIGESTS TABLETS ""T.F.""","""大豐""助消化錠",DIASTASE BIO- 30 MG NEWLASE 10 MG LIPASE 5 MG,,複方,0.57,111.01.01- 迄今,111.01.01,,大豐製藥股份有限公司,錠劑,一般學名藥,"BIODIASTASE 30MG + LIPASE 5MG + NEWLASE 10MG, 一般錠劑膠囊劑,",A09AA02
A029881100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01029881,01029881,"PROPRANOLOL TABLETS 40MG ""YUNG SHIN""",心通錠４０公絲（普潘奈）（Ｒ）,PROPRANOLOL HCL 40 MG,,單方,0.87,103.07.01- 迄今,103.07.01,,永信藥品工業股份有限公司,錠劑,一般學名藥,"PROPRANOLOL , 一般錠劑膠囊劑 , 40.00 MG",C07AA05
A029903329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01029903,01029903,INDECIN CREAM (INDOMETHACIN),"""明德"" 恩得欣乳膏（引朵美酒辛）",INDOMETHACIN 10 MG/GM,10 GM,單方,14.90,107.05.01- 迄今,107.05.01,,明德製藥股份有限公司,乳膏劑,一般學名藥,"INDOMETHACIN , 外用軟膏劑 , 10.00 MG/GM , 10.00 GM",M02AA23
A030456100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01030456,01030456,"DIHYDROCHLOROTHIAZIDE TABLETS ""ORIENTAL""","""東洲""氫氯苯/錠",HYDROCHLOROTHIAZIDE 25 MG,,單方,0.65,103.07.01- 迄今,103.07.01,,東洲化學製藥廠股份有限公司,錠劑,一般學名藥,"HYDROCHLOROTHIAZIDE , 一般錠劑膠囊劑 , 25.00 MG",C03AA03
A030944338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01030944,01030944,SULON SOLUTION (INDOMETHACIN),舒樂藥水（??美洒辛）,INDOMETHACIN 7.5 MG/ML,20 ML,單方,49.40,104.04.01- 迄今,104.04.01,,恆信藥品有限公司,外用液劑,一般學名藥,"INDOMETHACIN , 外用液劑 , 7.50 MG/ML , 20.00 ML",M02AA23
A031110100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031110,01031110,RIKAPARIN CAPSULES 500MG (TRANEXAMIC ACID),利卡巴林膠囊５００毫克（妥內散酸）,TRANEXAMIC ACID 500 MG,,單方,3.72,108.04.01- 迄今,108.04.01,,東生華製藥股份有限公司,膠囊劑,一般學名藥,"TRANEXAMIC ACID , 一般錠劑膠囊劑 , 500.00 MG",B02AA02
A031179100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031179,01031179,"HYDROCHLOROTHIAZIDE TABLETS 25MG ""JEN SHENG""","""人生""益爾爽錠25毫克（氫氯苯?）",HYDROCHLOROTHIAZIDE 25 MG,,單方,0.65,103.07.01- 迄今,103.07.01,,人生製藥股份有限公司,錠劑,一般學名藥,"HYDROCHLOROTHIAZIDE , 一般錠劑膠囊劑 , 25.00 MG",C03AA03
A031188329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031188,01031188,VOREN EMULGEL (DICLOFENAC),非炎乳膠（待克菲那）,DICLOFENAC SODIUM (DIETHYLAMMONIUM) 10 MG/GM,10 GM,單方,14.30,109.10.01- 迄今,109.10.01,,永信藥品工業股份有限公司,乳膏劑,一般學名藥,"DICLOFENAC , 外用軟膏劑 , 10.00 MG/GM , 10.00 GM",M02AA15
A031188338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031188,01031188,VOREN EMULGEL (DICLOFENAC),非炎乳膠（待克菲那）,DICLOFENAC SODIUM (DIETHYLAMMONIUM) 10 MG/GM,20 GM,單方,21.60,113.04.01- 迄今,113.04.01,,永信藥品工業股份有限公司,乳膏劑,一般學名藥,"DICLOFENAC , 外用軟膏劑 , 10.00 MG/GM , 20.00 GM",M02AA15
A031922338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031922,01031922,"INDOCIN CREAM 10MG/GM ""S.Y.""(INDOMETHACIN)",淨炎乳膏１０公絲 公克（ 美洒辛）,INDOMETHACIN 10 MG/GM,20 GM,單方,24.30,114.04.01- 迄今,114.04.01,,壽元化學工業股份有限公司,乳膏劑,一般學名藥,"INDOMETHACIN , 外用軟膏劑 , 10.00 MG/GM , 20.00 GM",M02AA23
A031932100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031932,01031932,"Diamine Capsules 25mg ""SOURIREE""(Diphenhydramine HCl)","""盈盈""鼻炎膠囊２５毫克(鹽酸二苯安明)",DIPHENHYDRAMINE HCL 25 MG,,單方,0.39,84.03.01- 迄今,84.03.01,,盈盈生技製藥股份有限公司三峽廠,膠囊劑,一般學名藥,"DIPHENHYDRAMINE , 一般錠劑膠囊劑 , 25.00 MG",R06AA02
A032027338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032027,01032027,TORICAM GEL 5MG/G (PIROXICAM),完疲痠痛軟膏５公絲/公克（匹洛西卡）,PIROXICAM 5 MG/GM,20 GM,單方,31.70,103.07.01- 迄今,103.07.01,,五洲製藥股份有限公司,外用凝膠劑,一般學名藥,"PIROXICAM , 外用軟膏劑 , 5.00 MG/GM , 20.00 GM",M02AA07
A032175329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032175,01032175,"INDO CREAM 10MG/GM (INDOMETHACIN) ""H.S.""",痛恩乳膏10毫克/公克(??美酒辛),INDOMETHACIN 10 MG/GM,10 GM,單方,14.90,107.05.01- 迄今,107.05.01,,黃氏製藥股份有限公司,乳膏劑,一般學名藥,"INDOMETHACIN , 外用軟膏劑 , 10.00 MG/GM , 10.00 GM",M02AA23
A032175340,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032175,01032175,"INDO CREAM 10MG/GM (INDOMETHACIN) ""H.S.""",痛恩乳膏10毫克/公克(??美酒辛),INDOMETHACIN 10 MG/GM,25 GM,單方,50.00,108.04.01- 迄今,108.04.01,,黃氏製藥股份有限公司,乳膏劑,一般學名藥,"INDOMETHACIN , 外用軟膏劑 , 10.00 MG/GM , 25.00 GM",M02AA23
A032325321,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032325,01032325,"METHACIN GEL 10 MG/G ""PURZER"" (INDOMETHACIN)","""瑞安""麻腫消凝膠10毫克/公克（??美洒辛）",INDOMETHACIN 10 MG/GM,5 GM,單方,11.80,107.05.01- 迄今,107.05.01,,瑞安大藥廠股份有限公司,軟膏劑,一般學名藥,"INDOMETHACIN , 外用軟膏劑 , 10.00 MG/GM , 5.00 GM",M02AA23
A032325325,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032325,01032325,"METHACIN GEL 10 MG/G ""PURZER"" (INDOMETHACIN)","""瑞安""麻腫消凝膠10毫克/公克（??美洒辛）",INDOMETHACIN 10 MG/GM,7.5 GM,單方,14.70,107.05.01- 迄今,107.05.01,,瑞安大藥廠股份有限公司,軟膏劑,一般學名藥,"INDOMETHACIN , 外用軟膏劑 , 10.00 MG/GM , 7.50 GM",M02AA23
A032325329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032325,01032325,"METHACIN GEL 10 MG/G ""PURZER"" (INDOMETHACIN)","""瑞安""麻腫消凝膠10毫克/公克（??美洒辛）",INDOMETHACIN 10 MG/GM,10 GM,單方,14.90,107.05.01- 迄今,107.05.01,,瑞安大藥廠股份有限公司,軟膏劑,一般學名藥,"INDOMETHACIN , 外用軟膏劑 , 10.00 MG/GM , 10.00 GM",M02AA23
A032325335,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032325,01032325,"METHACIN GEL 10 MG/G ""PURZER"" (INDOMETHACIN)","""瑞安""麻腫消凝膠10毫克/公克（??美洒辛）",INDOMETHACIN 10 MG/GM,15 GM,單方,24.80,113.04.01- 迄今,113.04.01,,瑞安大藥廠股份有限公司,軟膏劑,一般學名藥,"INDOMETHACIN , 外用軟膏劑 , 10.00 MG/GM , 15.00 GM",M02AA23
A031833100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031833,01031833,"TRANXAMIDE CAPSULES ""H.S.""","""黃氏""傳明酸膠囊",TRANEXAMIC ACID 500 MG,,單方,3.72,108.04.01- 迄今,108.04.01,,黃氏製藥股份有限公司,膠囊劑,一般學名藥,"TRANEXAMIC ACID , 一般錠劑膠囊劑 , 500.00 MG",B02AA02
A032634338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032634,01032634,TONDONAC GEL 10MG/GM (DICLOFENAC SODIUM),痛就擦凝膠１０毫克/公克（待克菲那）,DICLOFENAC SODIUM 10 MG/GM,20 GM,單方,21.60,113.04.01- 迄今,113.04.01,,五洲製藥股份有限公司,外用凝膠劑,一般學名藥,"DICLOFENAC , 外用軟膏劑 , 10.00 MG/GM , 20.00 GM",M02AA15
A032761100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032761,01032761,"MINOCYCLINE CAPSULE 100MG ""PANBIOTIC""",米諾信膠囊１００公絲（鹽酸美諾四環素）,MINOCYCLINE (HCL) 100 MG,,單方,5.20,98.10.01- 迄今,98.10.01,,臺灣汎生製藥廠股份有限公司,膠囊劑,一般學名藥,"MINOCYCLINE , 一般錠劑膠囊劑 , 100.00 MG",J01AA08
A033214100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01033214,01033214,"UMINON CAPSULES 100MG (MINOCYCLINE) ""UNION""","""聯邦"" 優樂（美諾四環素）膠囊１００公絲",MINOCYCLINE (HCL) 100 MG,,單方,5.20,98.10.01- 迄今,98.10.01,,聯邦化學製藥股份有限公司,膠囊劑,一般學名藥,"MINOCYCLINE , 一般錠劑膠囊劑 , 100.00 MG",J01AA08
A033593211,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01033593,01033593,"TRANEXAMIC ACID INJECTION 50MG/ML ""T.F.""","""大豐"" 止血敏注射液５０毫克/毫升",TRANEXAMIC ACID 50 MG/ML,1.8 ML,單方,4.55,103.07.01- 迄今,103.07.01,,大豐製藥股份有限公司,注射劑,一般學名藥,"TRANEXAMIC ACID , 注射劑 , 90.00 MG",B02AA02
A033677335,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01033677,01033677,"FORMAX GEL 10MG/GM (DICLOFENAC SODIUM) ""SHITEH""",止炎痛乳膠１０公絲/公克（待克菲那）,DICLOFENAC SODIUM 10 MG/GM,15 GM,單方,14.30,109.10.01- 迄今,109.10.01,,西德有機化學藥品股份有限公司,外用凝膠劑,一般學名藥,"DICLOFENAC , 外用軟膏劑 , 10.00 MG/GM , 15.00 GM",M02AA15
A033677338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01033677,01033677,"FORMAX GEL 10MG/GM (DICLOFENAC SODIUM) ""SHITEH""",止炎痛乳膠１０公絲/公克（待克菲那）,DICLOFENAC SODIUM 10 MG/GM,20 GM,單方,21.60,113.04.01- 迄今,113.04.01,,西德有機化學藥品股份有限公司,外用凝膠劑,一般學名藥,"DICLOFENAC , 外用軟膏劑 , 10.00 MG/GM , 20.00 GM",M02AA15
A033677343,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01033677,01033677,"FORMAX GEL 10MG/GM (DICLOFENAC SODIUM) ""SHITEH""",止炎痛乳膠１０公絲/公克（待克菲那）,DICLOFENAC SODIUM 10 MG/GM,30 GM,單方,27.90,109.10.01- 迄今,109.10.01,,西德有機化學藥品股份有限公司,外用凝膠劑,一般學名藥,"DICLOFENAC , 外用軟膏劑 , 10.00 MG/GM , 30.00 GM",M02AA15
A033890100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01033890,01033890,LIGAT TABLETS 100MG (URSODEOXYCHOLIC ACID),寧佳特錠１００毫克（吾膽利喜）,URSODEOXYCHOLIC ACID 100 MG,,單方,1.72,113.04.01- 迄今,113.04.01,,東生華製藥股份有限公司,錠劑,一般學名藥,"URSODEOXYCHOLIC ACID , 一般錠劑膠囊劑 , 100.00 MG",A05AA02
A0339001G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01033900,01033900,"SINLIHAUL TABLETS 40MG (PROPRANOLOL) ""H.S.""","""華興""心律好錠40公絲（普潘奈）",PROPRANOLOL HCL 40 MG,,單方,1.50,97.02.01- 迄今,97.02.01,,華興化學製藥廠股份有限公司,錠劑,一般學名藥,"PROPRANOLOL , 一般錠劑膠囊劑 , 40.00 MG",C07AA05
A034071421,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034071,01034071,"TOBRAMYCIN OPHTHALMIC SOLUTION 3MG/ML ""WU-FU""","""五福"" 特視眼藥水（泰百黴素）３毫克/毫升",TOBRAMYCIN 3 MG/ML,5 ML,單方,31.10,113.04.01- 迄今,113.04.01,,五福化學製藥股份有限公司,點眼液劑,一般學名藥,"TOBRAMYCIN , 眼用液劑 , 3.00 MG/ML , 5.00 ML",S01AA12
A034146329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034146,01034146,"PIROXIM GEL 0.5％ ""STANDARD"" (PIROXICAM)","""生達"" 皮透迅凝膠０．５％（匹若卡）",PIROXICAM 5 MG/GM,10 GM,單方,14.90,105.04.01- 迄今,105.04.01,,生達化學製藥股份有限公司二廠,外用凝膠劑,一般學名藥,"PIROXICAM , 外用軟膏劑 , 5.00 MG/GM , 10.00 GM",M02AA07
A034159338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034159,01034159,TEIRIA GEL 50MG/GM(ETOFENAMATE),思舒酸痛凝膠５０毫克/公克（伊妥芬那邁）,ETOFENAMATE 50 MG/GM,20 GM,單方,40.20,114.04.01- 迄今,114.04.01,,五洲製藥股份有限公司,外用凝膠劑,一般學名藥,"ETOFENAMATE , 外用軟膏劑 , 50.00 MG/GM , 20.00 GM",M02AA06
A034159345,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034159,01034159,TEIRIA GEL 50MG/GM(ETOFENAMATE),思舒酸痛凝膠５０毫克/公克（伊妥芬那邁）,ETOFENAMATE 50 MG/GM,40 GM,單方,43.40,114.04.01- 迄今,114.04.01,,五洲製藥股份有限公司,外用凝膠劑,一般學名藥,"ETOFENAMATE , 外用軟膏劑 , 50.00 MG/GM , 40.00 GM",M02AA06
A034508338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034508,01034508,"CLOPAIN GEL 10MG/GM (DICLOFENAC SODIUM) ""B & F""",克痛凝膠１０毫克/公克（待克菲鈉）,DICLOFENAC SODIUM 10 MG/GM,20 GM,單方,21.50,113.04.01- 迄今,113.04.01,,寶齡富錦生技股份有限公司,外用凝膠劑,一般學名藥,"DICLOFENAC , 外用軟膏劑 , 10.00 MG/GM , 20.00 GM",M02AA15
A034573343,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034573,01034573,"SALOSON 1％ EMUGEL ""MEY SEE"" (DICLOFENAC)","""美西"" 擦勞酸１％乳膠（待克菲那）",DICLOFENAC SODIUM (DIETHYLAMMONIUM) 10 MG/GM,30 GM,單方,27.90,109.10.01- 迄今,109.10.01,,美西製藥有限公司,軟膏劑,一般學名藥,"DICLOFENAC , 外用軟膏劑 , 10.00 MG/GM , 30.00 GM",M02AA15
A034660338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034660,01034660,"SPORTON GEL 100MG/GM ""F.B""","""富邦""速消痛凝膠100毫克/公克",ETOFENAMATE 100 MG/GM,20 GM,單方,27.40,114.04.01- 迄今,114.04.01,,富邦藥品有限公司,外用凝膠劑,一般學名藥,"ETOFENAMATE , 外用軟膏劑 , 100.00 MG/GM , 20.00 GM",M02AA06
A035037329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035037,01035037,"DICLOFEN GEL 1％ (DICLOFENAC) ""H.S.""",待可芬外用凝膠１％（待克菲那）〝華興〞,DICLOFENAC SODIUM (DIETHYLAMMONIUM) 10 MG/GM,10 GM,單方,14.30,109.10.01- 迄今,109.10.01,,華興化學製藥廠股份有限公司,外用凝膠劑,一般學名藥,"DICLOFENAC , 外用軟膏劑 , 10.00 MG/GM , 10.00 GM",M02AA15
A035037335,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035037,01035037,"DICLOFEN GEL 1％ (DICLOFENAC) ""H.S.""",待可芬外用凝膠１％（待克菲那）〝華興〞,DICLOFENAC SODIUM (DIETHYLAMMONIUM) 10 MG/GM,15 GM,單方,14.30,109.10.01- 迄今,109.10.01,,華興化學製藥廠股份有限公司,外用凝膠劑,一般學名藥,"DICLOFENAC , 外用軟膏劑 , 10.00 MG/GM , 15.00 GM",M02AA15
A035037340,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035037,01035037,"DICLOFEN GEL 1％ (DICLOFENAC) ""H.S.""",待可芬外用凝膠１％（待克菲那）〝華興〞,DICLOFENAC SODIUM (DIETHYLAMMONIUM) 10 MG/GM,25 GM,單方,27.90,109.10.01- 迄今,109.10.01,,華興化學製藥廠股份有限公司,外用凝膠劑,一般學名藥,"DICLOFENAC , 外用軟膏劑 , 10.00 MG/GM , 25.00 GM",M02AA15
A035072329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035072,01035072,"INOTON GEL 1％ ""WEIDAR"" (INDOMETHACIN)","""衛達""恩莫痛凝膠1％(因多美沙信)",INDOMETHACIN 10 MG,10 GM,單方,14.90,107.05.01- 迄今,107.05.01,,衛達化學製藥股份有限公司,外用凝膠劑,一般學名藥,"INDOMETHACIN , 外用軟膏劑 , 10.00 MG/GM , 10.00 GM",M02AA23
A035211100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035211,01035211,MEBERINE F.C.TABLET 135MG (MEBEVERINE HYDROCHLORIDE),曼保寧膜衣錠１３５毫克（鹽酸美比非寧）,MEBEVERINE HCL 135 MG,,單方,1.50,112.04.01- 迄今,112.04.01,,東生華製藥股份有限公司,膜衣錠,一般學名藥,"MEBEVERINE , 一般錠劑膠囊劑 , 135.00 MG",A03AA04
A035397338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035397,01035397,"DICLOREN EMULGEL 1％ ""WEIDAR"" (DICLOFENAC SODIUM)","""衛達""來克炎乳膠１％",DICLOFENAC SODIUM (DIETHYLAMMONIUM) 10 MG/GM,20 GM,單方,21.60,113.04.01- 迄今,113.04.01,,衛達化學製藥股份有限公司,軟膏劑,一般學名藥,"DICLOFENAC , 外用軟膏劑 , 10.00 MG/GM , 20.00 GM",M02AA15
A035440329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035440,01035440,"INDOL GEL 10MG/GM ""SINPHAR""(INDOMETHACIN)","""杏輝""因多美杏凝膠１０毫克/公克（??美洒辛）",INDOMETHACIN 10 MG/GM,10 GM,單方,14.80,107.05.01- 迄今,107.05.01,,杏輝藥品工業股份有限公司,外用凝膠劑,一般學名藥,"INDOMETHACIN , 外用軟膏劑 , 10.00 MG/GM , 10.00 GM",M02AA23
A035546429,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035546,01035546,"SINDECON NASAL SPRAY 0.5MG/ML ""STANDARD"" (OXYMETAZOLINE)","""生達""醫鼻易噴鼻液０．５毫克／毫升（異每達佐林）",OXYMETAZOLINE HCL 0.5 MG/ML,10 ML,單方,49.10,111.01.01- 迄今,111.01.01,,生達化學製藥股份有限公司,鼻用噴液劑,一般學名藥,"OXYMETAZOLINE , 耳鼻用液劑 , 0.5 MG/ML , 10 ML",R01AA05
A035676338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035676,01035676,"PAINSTOP GEL 1％ ""SWISS""(DICLOFENAC)","""瑞士""痛寧凝膠１％（待克菲那）",DICLOFENAC SODIUM 10 MG/GM,20 GM,單方,21.60,113.04.01- 迄今,113.04.01,,瑞士藥廠股份有限公司,外用凝膠劑,一般學名藥,"DICLOFENAC , 外用軟膏劑 , 10.00 MG/GM , 20.00 GM",M02AA15
A035883329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035883,01035883,"HYDROCORTISONE CREAM 10MG/GM ""SINPHAR""","""杏輝""吉舒乳膏１０毫克/公克（乙酸皮質醇）",HYDROCORTISONE ACETATE 10 MG/GM,10 GM,單方,15.00,98.10.01- 迄今,98.10.01,,杏輝藥品工業股份有限公司,乳膏劑,一般學名藥,"HYDROCORTISONE ACETATE , 外用軟膏劑 , 10.00 MG/GM , 10.00 GM",D07AA02
A035966100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035966,01035966,PARKINIDYL TABLETS 5MG (TRIHEXYPHENIDYL),帕律丹錠５公絲（耑和費定）,TRIHEXYPHENIDYL HCL (=BENZHEXOL HYDROCHLORIDE) 5 MG,,單方,1.00,98.10.01- 迄今,98.10.01,,中國化學製藥股份有限公司新豐工廠,錠劑,一般學名藥,"TRIHEXYPHENIDYL , 一般錠劑膠囊劑 , 5.00 MG",N04AA01
A035967100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035967,01035967,PARKINIDYL TABLETS 2MG (TRIHEXYPHENIDYL),帕律丹錠２公絲（耑和費定）,TRIHEXYPHENIDYL HCL (=BENZHEXOL HYDROCHLORIDE) 2 MG,,單方,0.80,103.07.01- 迄今,103.07.01,,中國化學製藥股份有限公司新豐工廠,錠劑,一般學名藥,"TRIHEXYPHENIDYL , 一般錠劑膠囊劑 , 2.00 MG",N04AA01
A035969100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035969,01035969,"MINOCYCLINE HYDROCHLORIDE 100MG CAPSULE ""YY""","""應元""明樂新１００公絲膠囊（美諾四環素）",MINOCYCLINE (HCL) 100 MG,,單方,5.20,103.07.01- 迄今,103.07.01,,應元化學製藥股份有限公司,膠囊劑,一般學名藥,"MINOCYCLINE , 一般錠劑膠囊劑 , 100.00 MG",J01AA08
A036587338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036587,01036587,"VORTAGEN EMULGEL 1％ (DICLOFENAC SODIUM) ""EVEREST""","""永勝"" 莫得炎乳膠１％（特克菲鈉）",DICLOFENAC DIETHYLAMINE SALT 10 MG/GM,20 GM,單方,21.60,113.04.01- 迄今,113.04.01,,永勝藥品工業股份有限公司,乳膠劑,一般學名藥,"DICLOFENAC , 外用軟膏劑 , 10.00 MG/GM , 20.00 GM",M02AA15
A036587343,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036587,01036587,"VORTAGEN EMULGEL 1％ (DICLOFENAC SODIUM) ""EVEREST""","""永勝"" 莫得炎乳膠１％（特克菲鈉）",DICLOFENAC SODIUM 10 MG/GM,30 GM,單方,27.90,109.10.01- 迄今,109.10.01,,永勝藥品工業股份有限公司,乳膠劑,一般學名藥,"DICLOFENAC , 外用軟膏劑 , 10.00 MG/GM , 30.00 GM",M02AA15
A036587396,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036587,01036587,"VORTAGEN EMULGEL 1％ (DICLOFENAC SODIUM) ""EVEREST""","""永勝"" 莫得炎乳膠１％（特克菲鈉）",DICLOFENAC SODIUM 10 MG/GM,35 GM,單方,28.80,107.05.01- 迄今,107.05.01,,永勝藥品工業股份有限公司,乳膠劑,一般學名藥,"DICLOFENAC , 外用軟膏劑 , 10.00 MG/GM , 35.00 GM",M02AA15
A036813100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036813,01036813,"MINOLINE CAPSULES 50MG (MINOCYCLINE) ""S.T""",美樂寧膠囊５０公絲（美諾四環素）,MINOCYCLINE (HCL) 50 MG,,單方,3.43,103.07.01- 迄今,103.07.01,,信東生技股份有限公司,膠囊劑,一般學名藥,"MINOCYCLINE , 一般錠劑膠囊劑 , 50.00 MG",J01AA08
