q_letter,local_pack_code,drug_id,generic_name,brand_name_strength_dosage,mfr_code,manufacturer_name,price_type,exfactory_price_raw,amount_moh_pays_raw,exfactory_price,reimbursable_price,public_with_vat,copay,interchangeable,limited_use,therapeutic_notes_requirements,qa_notes,detail_url
a,00608882,00608882,ACETAMINOPHEN & CODEINE PHOSPHATE,Teva-Emtec-30 300mg & 30mg Tab,TEV,Teva Canada Limited,UNIT,0.1300,0.1300,0.1300,0.1300,0.1404,0.0104,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00608882
a,00621463,00621463,ACETAMINOPHEN & CODEINE PHOSPHATE,Teva-Lenoltec No.4 300mg & 60mg Tab,TEV,Teva Canada Limited,UNIT,0.1685,0.1685,0.1685,0.1685,0.1820,0.0135,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00621463
a,02163918,02163918,ACETAMINOPHEN & CODEINE PHOSPHATE,Tylenol with Codeine No. 4 (Not a Benefit) 300mg & 60mg Tab,JAN,Janssen Inc.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,YES,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02163918
a,00545015,00545015,ACETAZOLAMIDE,Acetazolamide 250mg Tab,AAP,A A Pharma Inc.,UNIT,0.1414,0.1414,0.1414,0.1414,0.1527,0.0113,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00545015
a,02238072,02238072,ACETAZOLAMIDE,Diamox (Not a Benefit) 250mg Tab,WAY,Wyeth Pharmaceuticals,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02238072
a,02554690,02554690,ACETYLSALICYLIC ACID & BUTALBITAL & CAFFEINE,Apo-Butalbital-ASA-Caffeine (Off-Formulary Interchangeable) 330mg & 50mg & 40mg Cap,APX,Apotex Inc.,UNIT,1.7939,N/A,1.7939,1.7939,1.9374,0.1435,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02554690
a,00226327,00226327,ACETYLSALICYLIC ACID & BUTALBITAL & CAFFEINE,Fiorinal (Off-Formulary Interchangeable) 330mg & 50mg & 40mg Cap,NOV,Novartis Pharma Canada Inc.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,YES,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00226327
a,00608238,00608238,ACETYLSALICYLIC ACID & BUTALBITAL & CAFFEINE,Teva-Tecnal (Off-Formulary Interchangeable) 330mg & 50mg & 40mg Cap,TEV,Teva Canada Limited,UNIT,1.6192,N/A,1.6192,1.6192,1.7487,0.1295,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00608238
a,02554623,02554623,ACETYLSALICYLIC ACID & BUTALBITAL & CAFFEINE & CODEINE PHOSPHATE,Apo-Butalbital-ASA-Caffeine-Codeine-C1/2 (Off-Formulary Interchangeable) 330mg & 50mg & 40mg & 30mg Cap,APX,Apotex Inc.,UNIT,2.1261,N/A,2.1261,2.1261,2.2962,0.1701,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02554623
a,02554615,02554615,ACETYLSALICYLIC ACID & BUTALBITAL & CAFFEINE & CODEINE PHOSPHATE,Apo-Butalbital-ASA-Caffeine-Codeine-C1/4 (Off-Formulary Interchangeable) 330mg & 50mg & 40mg & 15mg Cap,APX,Apotex Inc.,UNIT,1.7363,N/A,1.7363,1.7363,1.8752,0.1389,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02554615
a,00176206,00176206,ACETYLSALICYLIC ACID & BUTALBITAL & CAFFEINE & CODEINE PHOSPHATE,Fiorinal C1/2 (Off-Formulary Interchangeable) 330mg & 50mg & 40mg & 30mg Cap,NOV,Novartis Pharma Canada Inc.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,YES,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00176206
a,00176192,00176192,ACETYLSALICYLIC ACID & BUTALBITAL & CAFFEINE & CODEINE PHOSPHATE,Fiorinal C1/4 (Off-Formulary Interchangeable) 330mg & 50mg & 40mg & 15mg Cap,NOV,Novartis Pharma Canada Inc.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,YES,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00176192
a,00608181,00608181,ACETYLSALICYLIC ACID & BUTALBITAL & CAFFEINE & CODEINE PHOSPHATE,Teva-Tecnal C1/2 (Off-Formulary Interchangeable) 330mg & 50mg & 40mg & 30mg Cap,TEV,Teva Canada Limited,UNIT,2.1261,N/A,2.1261,2.1261,2.2962,0.1701,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00608181
a,00608203,00608203,ACETYLSALICYLIC ACID & BUTALBITAL & CAFFEINE & CODEINE PHOSPHATE,Teva-Tecnal C1/4 (Off-Formulary Interchangeable) 330mg & 50mg & 40mg & 15mg Cap,TEV,Teva Canada Limited,UNIT,1.7363,N/A,1.7363,1.7363,1.8752,0.1389,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00608203
a,02468840,02468840,ACITRETIN,Mint-Acitretin 10mg Cap,MIN,Mint Pharmaceuticals Inc.,UNIT,1.2965,1.2965,1.2965,1.2965,1.4002,0.1037,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02468840
a,02468859,02468859,ACITRETIN,Mint-Acitretin 25mg Cap,MIN,Mint Pharmaceuticals Inc.,UNIT,2.2770,2.2770,2.2770,2.2770,2.4592,0.1822,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02468859
a,02070863,02070863,ACITRETIN,Soriatane 25mg Cap,ALL,Allergan Inc.,UNIT,5.7557,2.2770,5.7557,2.2770,6.2162,3.9392,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02070863
a,02070847,02070847,ACITRETIN,Soriatane 10mg Cap,ALL,Allergan Inc.,UNIT,3.2773,1.2965,3.2773,1.2965,3.5395,2.2430,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02070847
a,02466082,02466082,ACITRETIN,Taro-Acitretin 25mg Cap,TAR,Taro Pharmaceuticals Inc.,UNIT,2.2770,2.2770,2.2770,2.2770,2.4592,0.1822,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02466082
a,02466074,02466074,ACITRETIN,Taro-Acitretin 10mg Cap,TAR,Taro Pharmaceuticals Inc.,UNIT,1.2965,1.2965,1.2965,1.2965,1.4002,0.1037,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02466074
a,02409720,02409720,ACLIDINIUM BROMIDE,Tudorza Genuair 400mcg/actuation Pd Inh-60 Dose Pk,COP,Covis Pharma GmbH,PACK,57.0467,57.0467,57.0467,57.0467,61.6104,4.5637,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02409720
a,02439530,02439530,ACLIDINIUM BROMIDE & FORMOTEROL FUMARATE DIHYDRATE,Duaklir Genuair 400mcg & 12mcg Metered Dose Pd Inh-60 Dose Pk,COP,Covis Pharma GmbH,PACK,65.1686,65.1686,65.1686,65.1686,70.3821,5.2135,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02439530
a,00886157,00886157,ACYCLOVIR,Zovirax 200mg/5mL Oral Susp,GLW,Glaxo Wellcome Inc.,UNIT,0.3142,0.3142,0.3142,0.3142,0.3393,0.0251,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00886157
a,02207648,02207648,ACYCLOVIR,Apo-Acyclovir 400mg Tab,APX,Apotex Inc.,UNIT,0.8890,0.8890,0.8890,0.8890,0.9601,0.0711,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02207648
a,02207656,02207656,ACYCLOVIR,Apo-Acyclovir 800mg Tab,APX,Apotex Inc.,UNIT,1.2673,1.2673,1.2673,1.2673,1.3687,0.1014,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02207656
a,02207621,02207621,ACYCLOVIR,Apo-Acyclovir 200mg Tab,APX,Apotex Inc.,UNIT,0.3511,0.3511,0.3511,0.3511,0.3792,0.0281,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02207621
a,02524724,02524724,ACYCLOVIR,Mint-Acyclovir 800mg Tab,MIN,Mint Pharmaceuticals Inc.,UNIT,1.2673,1.2673,1.2673,1.2673,1.3687,0.1014,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02524724
a,02524708,02524708,ACYCLOVIR,Mint-Acyclovir 200mg Tab,MIN,Mint Pharmaceuticals Inc.,UNIT,0.3511,0.3511,0.3511,0.3511,0.3792,0.0281,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02524708
a,02524716,02524716,ACYCLOVIR,Mint-Acyclovir 400mg Tab,MIN,Mint Pharmaceuticals Inc.,UNIT,0.8890,0.8890,0.8890,0.8890,0.9601,0.0711,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02524716
a,02242464,02242464,ACYCLOVIR,Mylan-Acyclovir 800mg Tab,MYL,Mylan Pharmaceuticals ULC,UNIT,1.2673,1.2673,1.2673,1.2673,1.3687,0.1014,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02242464
a,02242463,02242463,ACYCLOVIR,Mylan-Acyclovir 400mg Tab,MYL,Mylan Pharmaceuticals ULC,UNIT,0.8890,0.8890,0.8890,0.8890,0.9601,0.0711,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02242463
a,02242784,02242784,ACYCLOVIR,Mylan-Acyclovir 200mg Tab,MYL,Mylan Pharmaceuticals ULC,UNIT,0.3511,0.3511,0.3511,0.3511,0.3792,0.0281,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02242784
a,02285959,02285959,ACYCLOVIR,Teva-Acyclovir 200mg Tab,TEV,Teva Canada Limited,UNIT,0.3511,0.3511,0.3511,0.3511,0.3792,0.0281,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02285959
a,02285967,02285967,ACYCLOVIR,Teva-Acyclovir 400mg Tab,TEV,Teva Canada Limited,UNIT,0.8890,0.8890,0.8890,0.8890,0.9601,0.0711,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02285967
a,02285975,02285975,ACYCLOVIR,Teva-Acyclovir 800mg Tab,TEV,Teva Canada Limited,UNIT,1.2673,1.2673,1.2673,1.2673,1.3687,0.1014,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02285975
a,01911627,01911627,ACYCLOVIR,Zovirax (Not a Benefit) 400mg Tab,GSK,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=01911627
a,01911635,01911635,ACYCLOVIR,Zovirax 800mg Tab,GSK,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",UNIT,5.0692,1.2673,5.0692,1.2673,5.4747,4.2074,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=01911635
a,00634506,00634506,ACYCLOVIR,Zovirax (Not a Benefit) 200mg Tab,GSK,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00634506
a,02477130,02477130,ACYCLOVIR,Apo-Acyclovir Ointment (Off-Formulary Interchangeable) 5% Top Oint,APX,Apotex Inc.,UNIT,12.3114,N/A,12.3114,12.3114,13.2963,0.9849,YES,NO,NO,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02477130
a,02522306,02522306,ACYCLOVIR,Taro-Acyclovir (Off-Formulary Interchangeable) 5% Top Oint,TAR,Taro Pharmaceuticals Inc.,UNIT,12.3114,N/A,12.3114,12.3114,13.2963,0.9849,YES,NO,NO,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02522306
a,00569771,00569771,ACYCLOVIR,Zovirax (Off-Formulary Interchangeable) 5% Top Oint,VAL,Valeant Canada Ltd.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00569771
a,02542315,02542315,ADALIMUMAB,Hyrimoz 20mg/0.2mL Inj Sol-0.2mL Pref Syr (Preservative-Free),SDZ,Sandoz Canada Inc.,UNIT,235.6350,235.6350,235.6350,235.6350,254.4858,18.8508,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02542315
a,02533480,02533480,ADALIMUMAB,Hadlima PushTouch 40mg/0.4mL Inj Sol-0.4mL Autoinj (Preservative-Free),SAM,Samsung Bioepis Co. Ltd,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02533480
a,02523779,02523779,ADALIMUMAB,Yuflyma 40mg/0.4mL Inj Sol-0.4mL Pref Autoinj Pen (Preservative-Free),CEH,Celltrion Healthcare Co. Ltd.,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02523779
a,02523957,02523957,ADALIMUMAB,Simlandi 40mg/0.4mL Inj Sol-0.4mL Pref Autoinj Syr (Preservative-Free),JPC,Jamp Pharma Corporation,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02523957
a,02542331,02542331,ADALIMUMAB,Hyrimoz 40mg/0.4mL Inj Sol-0.4mL Pref Pen (Preservative-Free),SDZ,Sandoz Canada Inc.,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02542331
a,02511061,02511061,ADALIMUMAB,Abrilada 20mg/0.4mL Inj Sol-0.4mL Pref Syr (Preservative-Free),PFI,Pfizer Canada Inc.,UNIT,235.6300,235.6300,235.6300,235.6300,254.4804,18.8504,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02511061
a,02459310,02459310,ADALIMUMAB,Amgevita 20mg/0.4mL Inj Sol-0.4mL Pref Syr (Preservative-Free),AMG,Amgen Canada Inc.,UNIT,235.6400,235.6400,235.6400,235.6400,254.4912,18.8512,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02459310
a,02533472,02533472,ADALIMUMAB,Hadlima 40mg/0.4mL Inj Sol-0.4mL Pref Syr (Preservative-Free),SAM,Samsung Bioepis Co. Ltd,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02533472
a,02502380,02502380,ADALIMUMAB,Hulio 20mg/0.4mL Inj Sol-0.4mL Pref Syr (Preservative-Free),BGP,BGP Pharma ULC,UNIT,235.6350,235.6350,235.6350,235.6350,254.4858,18.8508,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02502380
a,02505258,02505258,ADALIMUMAB,Hyrimoz 20mg/0.4mL Inj Sol-0.4mL Pref Syr (Preservative-Free),SDZ,Sandoz Canada Inc.,UNIT,235.6350,235.6350,235.6350,235.6350,254.4858,18.8508,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02505258
a,02542323,02542323,ADALIMUMAB,Hyrimoz 40mg/0.4mL Inj Sol-0.4mL Pref Syr (Preservative-Free),SDZ,Sandoz Canada Inc.,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02542323
a,02523949,02523949,ADALIMUMAB,Simlandi 40mg/0.4mL Inj Sol-0.4mL Pref Syr (Preservative-Free),JPC,Jamp Pharma Corporation,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02523949
a,02523760,02523760,ADALIMUMAB,Yuflyma 40mg/0.4mL Inj Sol-0.4mL Pref Syr (Preservative-Free),CEH,Celltrion Healthcare Co. Ltd.,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02523760
a,02459302,02459302,ADALIMUMAB,Amgevita 40mg/0.8mL Inj Sol-0.8mL Pref Autoinj (Preservative-Free),AMG,Amgen Canada Inc.,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02459302
a,02473100,02473100,ADALIMUMAB,Hadlima PushTouch 40mg/0.8mL Inj Sol-0.8mL Pref Autoinj (Preservative-Free),SAM,Samsung Bioepis Co. Ltd,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02473100
a,02492156,02492156,ADALIMUMAB,Hyrimoz 40mg/0.8mL Inj Sol-0.8mL Pref Autoinj (Preservative-Free),SDZ,Sandoz Canada Inc.,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02492156
a,02511045,02511045,ADALIMUMAB,Abrilada 40mg/0.8mL Inj Sol-0.8mL Pref Pen (Preservative-Free),PFI,Pfizer Canada Inc.,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02511045
a,02502402,02502402,ADALIMUMAB,Hulio 40mg/0.8mL Inj Sol-0.8mL Pref Pen (Preservative-Free),BGP,BGP Pharma ULC,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02502402
a,02542366,02542366,ADALIMUMAB,Hyrimoz 80mg/0.8mL Inj Sol-0.8mL Pref Pen (Preservative-Free),SDZ,Sandoz Canada Inc.,UNIT,942.5400,942.5400,942.5400,942.5400,1017.9432,75.4032,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02542366
a,02502674,02502674,ADALIMUMAB,Idacio 40mg/0.8mL Inj Sol-0.8mL Pref Pen (Preservative-Free),FKC,Fresenius Kabi Canada Ltd.,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02502674
a,02535084,02535084,ADALIMUMAB,Yuflyma 80mg/0.8mL Inj Sol-0.8mL Pref Pen (Preservative-Free),CEH,Celltrion Healthcare Co. Ltd.,UNIT,942.5400,942.5400,942.5400,942.5400,1017.9432,75.4032,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02535084
a,02511053,02511053,ADALIMUMAB,Abrilada 40mg/0.8mL Inj Sol-0.8mL Pref Syr (Preservative-Free),PFI,Pfizer Canada Inc.,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02511053
a,02459299,02459299,ADALIMUMAB,Amgevita 40mg/0.8mL Inj Sol-0.8mL Pref Syr (Preservative-Free),AMG,Amgen Canada Inc.,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02459299
a,02473097,02473097,ADALIMUMAB,Hadlima 40mg/0.8mL Inj Sol-0.8mL Pref Syr (Preservative-Free),SAM,Samsung Bioepis Co. Ltd,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02473097
a,02502399,02502399,ADALIMUMAB,Hulio 40mg/0.8mL Inj Sol-0.8mL Pref Syr (Preservative-Free),BGP,BGP Pharma ULC,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02502399
a,02492164,02492164,ADALIMUMAB,Hyrimoz 40mg/0.8mL Inj Sol-0.8mL Pref Syr (Preservative-Free),SDZ,Sandoz Canada Inc.,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02492164
a,02542358,02542358,ADALIMUMAB,Hyrimoz 80mg/0.8mL Inj Sol-0.8mL Pref Syr (Preservative-Free),SDZ,Sandoz Canada Inc.,UNIT,942.5400,942.5400,942.5400,942.5400,1017.9432,75.4032,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02542358
a,02502682,02502682,ADALIMUMAB,Idacio 40mg/0.8mL Inj Sol-0.8mL Pref Syr (Preservative-Free),FKC,Fresenius Kabi Canada Ltd.,UNIT,471.2700,471.2700,471.2700,471.2700,508.9716,37.7016,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02502682
a,02523965,02523965,ADALIMUMAB,Simlandi 80mg/0.8mL Inj Sol-0.8mL Pref Syr (Preservative-Free),JPC,Jamp Pharma Corporation,UNIT,942.5400,942.5400,942.5400,942.5400,1017.9432,75.4032,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02523965
a,02535076,02535076,ADALIMUMAB,Yuflyma 80mg/0.8mL Inj Sol-0.8mL Pref Syr (Preservative-Free),CEH,Celltrion Healthcare Co. Ltd.,UNIT,942.5400,942.5400,942.5400,942.5400,1017.9432,75.4032,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02535076
a,02489007,02489007,ADAPALENE & BENZOYL PEROXIDE,Sandoz Adapalene/ Benzoyl Peroxide (Off-Formulary Interchangeable) 0.1%w/w & 2.5%w/w Top Gel,SDZ,Sandoz Canada Inc.,UNIT,1.2718,N/A,1.2718,1.2718,1.3735,0.1017,YES,NO,NO,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02489007
a,02517205,02517205,ADAPALENE & BENZOYL PEROXIDE,Sandoz Adapalene/Benzoyl Peroxide (Off-Formulary Interchangeable) 0.3% w/w & 2.5% w/w Top Gel,SDZ,Sandoz Canada Inc.,UNIT,2.1576,N/A,2.1576,2.1576,2.3302,0.1726,YES,NO,NO,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02517205
a,02365871,02365871,ADAPALENE & BENZOYL PEROXIDE,TactuPump (Off-Formulary Interchangeable) 0.1%w/w & 2.5%w/w Top Gel,GAC,Galderma Canada Inc,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02365871
a,02446235,02446235,ADAPALENE & BENZOYL PEROXIDE,TactuPump Forte (Off-Formulary Interchangeable) 0.3% w/w & 2.5% w/w Top Gel,GAC,Galderma Canada Inc,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02446235
a,02456923,02456923,ADAPALENE & BENZOYL PEROXIDE,Taro-Adapalene/Benzoyl Peroxide (Off-Formulary Interchangeable) 0.1%w/w & 2.5%w/w Top Gel,TAR,Taro Pharmaceuticals Inc.,UNIT,1.2719,N/A,1.2719,1.2719,1.3737,0.1018,YES,NO,NO,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02456923
a,02505053,02505053,ADAPALENE & BENZOYL PEROXIDE,Taro-Adapalene/Benzoyl Peroxide Forte (Off-Formulary Interchangeable) 0.3% w/w & 2.5% w/w Top Gel,TAR,Taro Pharmaceuticals Inc.,UNIT,2.1577,N/A,2.1577,2.1577,2.3303,0.1726,YES,NO,NO,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02505053
a,02420333,02420333,ADEFOVIR DIPIVOXIL,AA-Adefovir (Off-Formulary Interchangeable) 10mg Tab,AAP,A A Pharma Inc.,UNIT,20.9130,N/A,20.9130,20.9130,22.5860,1.6730,YES,NO,NO,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02420333
a,02247823,02247823,ADEFOVIR DIPIVOXIL,Hepsera (Off-Formulary Interchangeable) 10mg Tab,GIL,"Gilead Sciences Canada, Inc.",UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02247823
a,02415682,02415682,AFATINIB,Giotrif (Off-Formulary Interchangeable) 40mg Tab,BOE,Boehringer-Ingelheim (Canada) Ltd./Ltee,UNIT,77.4784,38.7392,77.4784,38.7392,83.6767,44.9375,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02415682
a,02415674,02415674,AFATINIB,Giotrif (Off-Formulary Interchangeable) 30mg Tab,BOE,Boehringer-Ingelheim (Canada) Ltd./Ltee,UNIT,77.4784,38.7392,77.4784,38.7392,83.6767,44.9375,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02415674
a,02415666,02415666,AFATINIB,Giotrif (Off-Formulary Interchangeable) 20mg Tab,BOE,Boehringer-Ingelheim (Canada) Ltd./Ltee,UNIT,77.4784,38.7392,77.4784,38.7392,83.6767,44.9375,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02415666
