IDLicitacion,NombreLicitacion,Tipo,Estado,FechaPublicacion,Descripcion,Moneda,TipoPresupuesto,TipoMonto,MontoLicitacion,Organismo
1895-6-LE25,Compra Material Granular Canto Rodado Tamaño Máximo 2 ½ para Terraplen Caminos Comuna Ancud Solicitud 09,LE,Adjudicada a uno o varios proveedores,22/05/2025 09:42:49,Realizar Terraplen a caminos de la Comuna de Ancud e instalación de Alcantarillas.,CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
673663-1-LE25,Ampliación de Sistema de Teleprotección Segunda Etapa,LE,Adjudicada a uno o varios proveedores,28/04/2025 10:43:00,"La presente contratación consiste en el Servicio de “INSTALACIÓN Y CONFIGURACIÓN DE CÁMARAS DE TELEVIGILANCIA EN 6 PUNTOS DENTRO DEL RADIO URBANO DE LA COMUNA DE ANDACOLLO”, con el fin de mejorar la cobertura de cámaras de televigilancia en la comuna.",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE ANDACOLLO
1650-22-LE25,Radiografías de Tórax más Informe año 2025 HSJ,LE,Adjudicada a uno o varios proveedores,09/06/2025 15:50:53,"Compra de servicio de 200 Radiografías de Tórax Adultos y niños mas Informes, según PRAPS Imágenes Diagnósticas 2025",CLP,PUBLICADO,DISPONIBLE,3.279.455,Hospital Santa Juana
4549-10-LE25,MOBILIARIO CRA COLEGIO VALLE DE NARAU - LEY SEP,LE,Adjudicada a uno o varios proveedores,24/06/2025 21:47:33,MOBILIARIO CRA COLEGIO VALLE DE NARAU - LEY SEP DECRETO ALCALDICIO 4453 DEL 18 DE JUNIO DE 2025,CLP,PUBLICADO,ESTIMADO,14.000.000,I MUNICIPALIDAD DE QUINTERO
4589-20-LE25,ADQUISICION DEPOSITO DE COMBUSTIBLE DE 500 Y 1.000 LTS PARA ILUSTRE MUNICIPALIDAD DE TORRES DEL PAINE,LE,Adjudicada a uno o varios proveedores,12/06/2025 15:31:36,"Las presentes Bases Administrativas tienen por objeto reglamentar el llamado a licitación Pública “ADQUISICION DEPOSITO DE COMBUSTIBLE DE 500 Y 1.000 LTS PARA ILUSTRE MUNICIPALIDAD DE TORRES DEL PAINE”, SE ADJUNTAN BAG Y EETT.",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,ILUSTRE MUNICIPALIDAD DE TORRES DEL PAIN
1094-10-O124,Conservación PPH Monte Patria  ,O1,Adjudicada a uno o varios proveedores,11/07/2024 13:28:05,"EL PROYECTO CONSISTE EN LA CONSTRUCCIÓN DE PPH DE ASFALTO CON UN ESPESOR DE 10 CM, COLOCACIÓN DE BASE GRANULAR DE 25 CM DE ESPESOR, LO QUE CONFORMA UN PUNTO DE POSADA DE 28 X 28 METROS CON UN SECTOR DE SEGURIDAD Y ZONA DE SEGURIDAD, AMBAS DEMARCADAS SEGÚN LA NORMATIVA OACI",CLP,NO PUBLICADO,NO ES POSIBLE DE ESTIMAR,No público,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
1180730-4-LE25,EQUIPOS OTORRINO RONDAS MÉDICAS,LE,Adjudicada a uno o varios proveedores,30/05/2025 11:07:00,"Proyecto: 40058090-0 “ADQUISICIÓN EQUIPOS PARA OPERATIVOS DE SALUD Y RONDAS MÉDICAS RED ASISTENCIAL MAGALLANES”. Lugar de entrega Bienes: Lautaro Navarro 829, Punta Arenas Fecha Máxima de entrega: 15 de octubre de 2025 ",CLP,PUBLICADO,DISPONIBLE,48.700.334,SERVICIO DE SALUD MAGALLANES
4404-36-LE25,Licitación publica Adquisición de textos complementarios para escuelas de comuna de San Clemente sc 585,LE,Adjudicada a uno o varios proveedores,30/05/2025 09:18:00,Licitación publica Adquisición de textos complementarios para escuelas de comuna de San Clemente s/c 585,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE SAN CLEMENTE
5067-93-L125,Adquisición de suministros químicos - Sol. 83560 y 83561 CC 115,L1,Adjudicada a uno o varios proveedores,10/06/2025 15:29:47,"Carrera de Química y Licenciatura en Química requieren de suministros químicos para la ejecución del proyecto “Actualización del material experimental para el aprendizaje en el curso de química orgánica: diseño e implementación de guía de laboratorio que promueva un enfoque sustentable, moderno y acorde a las temáticas actuales”.",CLP,PUBLICADO,DISPONIBLE,1.588.166,UNIVERSIDAD DE SANTIAGO DE CHILE
1112555-2-LE25,ADQUISICIÓN DE MEDICAMENTOS PARA LA RED DE ATENCIÓN PRIMARIA DEL SERVICIO DE SALUD ACONCAGUA - DAP - Readjudicada en Id 1112555-2-R125,LE,Adjudicada a uno o varios proveedores,06/06/2025 14:23:04,"1.	El Servicio de Salud Aconcagua requiere la adquisición para dar cumplimiento a los tratamientos de salud de la red de Atención Primaria del Valle de Aconcagua.   2.	La Solicitud de Compra N°17, Oficina de Partes N°210 (Interno N°256), presentada por el Referente Técnico Dirección Atención Primaria, fue debidamente aprobada y autorizada por la Jefa Dirección Atención Primaria, la Subdirectora (S) de Gestión Asistencial,  el Subdirector de Recursos Físicos y Financieros y el Jefe del Departamento de Finanzas, quienes respaldan la adquisición de los medicamentos para la RED DAP.  3.	Que, en cumplimiento de la normativa vigente en compras públicas, se revisó el Catálogo Electrónico de Convenio Marco y se constató que los producto(s) y/o servicio(s)  requeridos no se encuentran disponibles en dicho catálogo.  4.	Que, según lo establecido en el reglamento, los organismos de la administración del Estado deberán adjudicar los contratos celebrados para la adquisición de producto(s) o contratación de servicio(s)  mediante licitación pública, cuando no sea procedente el mecanismo de Convenio Marco, o bien, de forma excepcional, mediante licitación privada, trato directo u otro procedimiento especial de contratación    5.	Que, en cumplimiento a lo dispuesto la ley N°19.886  y su reglamento aprobado por Decreto 661 del 2024 del Ministerio de Hacienda,se confeccionan las Bases que se aprueban en este acto, que observan los principios de libre concurrencia de los oferentes al llamado administrativo y de igualdad que rigen los procedimientos concursales, y cumplen con los requerimientos técnicos y jurídicos para verificar la realización de la presente licitación pública.  6.	Que, conforme a la naturaleza y monto de la contratación, esta licitación se encuentra exenta del trámite de toma de razón, de acuerdo con lo establecido en la resolución N°36 de 2024, ambas de la Contraloría General de la República    7.	Que,en consecuencia ,y concurriendo los fundamentos requeridos por normativa legal y reglamentaria vigente  ",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,SERVICIO DE SALUD ACONCAGUA
937232-24-LE25,SUMINISTRO DE INSUMOS RESPIRATORIOS POR 24 MESES,LE,Adjudicada a uno o varios proveedores,06/03/2025 15:15:46,Objetivo EL CRS Hospital Provincia Cordillera requiere abastecer de forma oportuna a las distintas unidades.  Esta adquisición presenta los siguientes objetivos:  ●	Contar con productos indicados para procedimientos de los módulos de atención de pacientes ambulatorios. ●	Asegurar la entrega oportuna de insumos para las diversas unidades desde bodega central para las diferentes Unidades del CRS Hospital Provincia Cordillera.,CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,CENTRO DE REFERENCIA DE SALUD HOSPITAL PROVINCIA CORDILLERA
2297-5-LE25,ADQUISICION DE MOBILIARIO Y EQUIPAMIENTO DE CAMAS PARA 6° COMPAÑIA DE BOMBEROS.,LE,Adjudicada a uno o varios proveedores,04/06/2025 17:52:32,ADQUISICION DE MOBILIARIO Y EQUIPAMIENTO DE CAMAS PARA 6° COMPAÑIA DE BOMBEROS.,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE OSORNO
5349-35-L125,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO ECOGRAFOS,L1,Adjudicada a uno o varios proveedores,06/05/2025 17:10:00,"SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO ECOGRAFOS, SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS",CLP,PUBLICADO,DISPONIBLE,3.573.209,HOSPITAL PROVINCIAL   DEL HUASCO MSR FERNANDO ARIZTIA RUIZ
3962-21-L125,CONTRATACIÓN SERVICIO DE INSTALACIÓN ELÉCTRICA Y OTROS PARA VIVIENDAS PROGRAMA HABITABILIDAD,L1,Adjudicada a uno o varios proveedores,18/06/2025 15:54:53,"Se requiere contratar servicio de instalación eléctrica para viviendas familias del sector rural y urbano de la comuna de Santa Bárbara pertenecientes al Programa de Habitabilidad, convenio 2024-2025.-",CLP,PUBLICADO,ESTIMADO,4.385.500,I MUNICIPALIDAD DE SANTA BARBARA
2765-36-L125,INSUMOS COMPUTACIONALES PARA OLN,L1,Adjudicada a uno o varios proveedores,12/06/2025 13:58:52,Las presentes bases tienen por objeto la adquisición de implementos  Computacionales para el funcionamiento de la Oficina local de la niñez OLN La Cisterna.  La contratación se efectuará mediante Licitación Pública L1 y se regirá por lo dispuesto en las presentes bases.,CLP,NO PUBLICADO,DISPONIBLE,Menor a 100 UTM,I MUNICIPALIDAD DE LA CISTERNA
2111-194-LE25,OBRAS DE MEJORAMIENTO FILTRACIONES DE AGUA,LE,Adjudicada a uno o varios proveedores,12/06/2025 18:00:00,SE REQUIERE LA CONTRATACION DE OBRAS DE MEJORAMIENTO EN ZONAS Y RECINTOS CON FILTRACIONES POR AGUAS LLUVIAS.,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,HOSPITAL DE URGENCIA ASISTENCIA PUBLICA DR ALEJANDRO DEL RIO
621-399-LQ25,VENDA GASA ELASTICADA 12 CM X 4 A 4.5M 1000021043,LQ,Adjudicada a uno o varios proveedores,17/04/2025 11:00:42,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD",CLP,PUBLICADO,ESTIMADO,335.807.014,CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD
545774-29-B225,SUMINISTRO EN ARRIENDO Y MANTENCIÓN DE MOTOCICLETAS PARA EL PROGRAMA DE SEGURIDAD PÚBLICA,B2,Adjudicada a uno o varios proveedores,03/06/2025 18:11:59,"La Municipalidad de San Miguel, a través de la Dirección de Inspección y Prevención Comunal, requiere contar con el servicio de arriendo de 8 motocicletas por un período de ejecución de 24 meses, para apoyar las labores del programa de Seguridad Pública de la Municipalidad de San Miguel, en la forma y condiciones establecidas en Bases Administrativas y Técnicas.",CLP,NO PUBLICADO,DISPONIBLE,Igual o superior a 1000 UTM e inferior a 2000 UTM,I MUNICIPALIDAD DE SAN MIGUEL
1725-119-LE25,Producción e Impresión de fotografías,LE,Adjudicada a uno o varios proveedores,05/06/2025 17:56:59,"SERVICIO DE PRODUCCIÓN E IMPRESIÓN DE FOTOGRAFÍAS PARA EXPOSICIÓN DE PAZ ERRÁZURIZ, PREMIO NACIONAL DE ARTES PLÁSTICAS 2017, EN EL CENTRO CULTURAL MATTA DE BUENOS AIRES, ARGENTINA.",CLP,PUBLICADO,DISPONIBLE,6.500.000,SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES
1069417-207-R125,COMPRA DE FÁRMACOS PARA LOS CESFAMS DISAMU CHILLAN,LR,Adjudicada a uno o varios proveedores,17/12/2024 17:16:18,La necesidad de adquirir fármacos para CESFAM dependientes de la Dirección de Salud Municipal de Chillán.,CLP,NO PUBLICADO,DISPONIBLE,Igual o superior a 5.000 UTM,I MUNICIPALIDAD DE CHILLAN
548874-60-LE25,CAMBIO DE TECHUMBRE Y REPARACIONES VARIAS EN CAPRI,LE,Adjudicada a uno o varios proveedores,02/06/2025 16:46:28,"E102RT9-CAMBIO DE TECHUMBRE Y REPARACIONES VARIAS EN CAPRI BUIN, UBICADA EN CONDELL N° 495, COMUNA DE BUIN",CLP,PUBLICADO,ESTIMADO,50.000.000,INSTITUTO DE PREVISION SOCIAL
3409-8-LE25,SERVICIO DE MANTENIMIENTO SANITARIO,LE,Adjudicada a uno o varios proveedores,06/06/2025 10:34:27,"servicio de Mantenimiento Cámaras, Alcantarillas y Fosas. del Destacamento Motorizado N.°11 “Caupolicán” y el cuartel N.2 las mercedes.",CLP,PUBLICADO,DISPONIBLE,16.500.000,COMANDO DE APOYO A LA FUERZA
4462-22-L125,Ecotomografía Abdominal en APS 2025,L1,Adjudicada a uno o varios proveedores,29/05/2025 16:33:59,"La presente licitación tiene por objeto la contratación del servicio de realización de ecotomografías abdominales como parte del Programa de Imágenes Diagnósticas en Atención Primaria de Salud APS, componente Ecotomografía Abdominal, correspondiente al año 2025.  El objetivo principal es fortalecer la capacidad diagnóstica oportuna en los establecimientos de salud primaria, a través de la provisión de exámenes ecográficos abdominales, realizados por profesionales competentes y con equipos que cumplan los estándares técnicos exigidos.",CLP,PUBLICADO,DISPONIBLE,5.300.000,I MUNICIPALIDAD DE ARAUCO
4114-25-LE25,CONSERVACIÓN GIMNASIO ESCUELA LUIZ CRUZ MARTINEZ,LE,Adjudicada a uno o varios proveedores,03/06/2025 17:33:29,"OBRA CONSERVACIÓN GIMNASIO DE ESCUELA ESCUELA LUIZ CRUZ MARTINEZ, DE LA COMUNA DE CURACAUTÍN, SEGÚN BASES ADMINISTRATIVAS Y TÉCNICAS ADJUNTAS A LA PRESENTE LICITACIÓN. LAS OFERTAS DEBEN REALIZARSE EN LO QUE ALLÍ SE INDICA.",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE CURACAUTIN
3968-49-L125,Instrumentos y Accesorios Taller Teatro - 2894,L1,Adjudicada a uno o varios proveedores,10/06/2025 12:37:34,La Necesidad de ADQUISICIÓN DE INDUMENTARIA Y ACCESORIOS TALLER DE TEATRO PARA ALUMNOS DE LA ESCUELA AMELIA VIAL DE CONCHA.,CLP,NO PUBLICADO,DISPONIBLE,Menor a 100 UTM,I MUNICIPALIDAD DE HUALANE
2133-65-LP25,PPTA 140-25 “COMPRA DE SERVICIOS DE TRANSPORTE DE MUESTRAS SCREENING E INFORME DE RESULTADO DE TAMIZAJE EXÁMENES PAPANICOLAOU”,LP,Adjudicada a uno o varios proveedores,09/06/2025 16:56:24,"El objetivo principal de esta propuesta es la compra de servicios de transporte de muestras, screening e informe de resultados de tamizaje de exámenes PAPANICOLAOU, enfocados en la detección temprana del cáncer cervical y otras afecciones relacionadas con el cuello uterino. En este sentido, la falta de estos servicios o el incumplimiento de los plazos establecidos podría resultar en una detección tardía del cáncer cervical, lo cual afectaría la oportunidad del tratamiento y aumentaría los riesgos asociados, así como la carga para el sistema de salud. Actualmente, el servicio de Anatomía Patológica debe procesar aproximadamente 5.000 exámenes PAP mensuales, de los cuales solo el 40% puede ser informado por personal institucional. Además, se estima que este año la brecha de exámenes aumentará en 1.000 determinaciones mensuales, dado que el Hospital Dr. Hernán Henríquez es el único de la red asistencial Araucanía Sur que realiza esta prestación. No obstante, el hospital no cuenta con personal suficiente de Tecnólogos Médicos y Médicos Especialistas para cubrir la brecha de los exámenes solicitados. Por lo tanto, sin estos servicios, no sería posible dar respuesta a la demanda de aproximadamente 36.000 PAP anuales. En consecuencia, este convenio permitirá suplir la demanda de informes para estos exámenes y, a su vez, garantizar el cumplimiento de los plazos establecidos para aquellos pacientes derivados por sospecha, confirmación o seguimiento de patologías GES. En vista de lo anterior, y dado que el hospital no cuenta con este tipo de prestaciones, es necesario contratar estos servicios bajo las mejores condiciones posibles, en la ciudad de Temuco y en las dependencias del prestador, según se detalla en las bases administrativas y técnicas, y en el Anexo N°1.",CLP,PUBLICADO,ESTIMADO,219.240.000,HOSPITAL DOCTOR HERNAN HENRIQUEZ ARAVENA
407-51-LE25,SERVICIO DE REPARACIÓN DE CHILLER DEL EDIFICIO CAA,LE,Adjudicada a uno o varios proveedores,22/04/2025 09:49:00,"El HGGB requiere del servicio de  SERVICIO DE REPARACIÓN DE CHILLER DEL EDIFICIO CAA”. Solicitud de Compra realizada por Depto. Desarrollo Industrial, en requerimiento S-COM-15512 de fecha 06/03/2025.",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,HOSPITAL GUILLERMO GRANT BENAVENTE DE CO
1513-3-LR25,25AGUA POTABLE SEM 2- 2025 PROVINCIA CAUQUENES,LR,Adjudicada a uno o varios proveedores,28/05/2025 12:44:42,"LLAMADO A LICITACION PÚBLICA, BASES ADMINISTRATIVAS ESPECIALES PARA SERVICIO DE ENTREGA DE AGUA POTABLE PARA CONSUMO HUMANO EN LA PROVINCIA DE CAUQUENES SEGUNDO SEMESTRE 2025.",CLP,NO PUBLICADO,ESTIMADO,Igual o superior a 5.000 UTM,DELEGACIÓN PRESIDENCIAL PROVINCIAL DE CAUQUENES
2741-48-LP25,ADQUISICION NUEVAS CAMARAS TELEVIGILANCIA,LP,Adjudicada a uno o varios proveedores,28/04/2025 12:41:06,ADQUISICION NUEVAS CAMARAS TELEVIGILANCIA DE LA ILUSTRE MUNICIPALIDAD DE SAN FELIPE,CLP,PUBLICADO,DISPONIBLE,86.700.000,I MUNICIPALIDAD DE SAN FELIPE
2483-107-LE25,“SUMINISTRO ADQUISICIÓN DE CALZADO PARA FUNCIONARIOS Y FUNCIONARIAS OPERATIVOS DE LA DSPC,LE,Adjudicada a uno o varios proveedores,25/04/2025 12:48:29,“SUMINISTRO ADQUISICIÓN DE CALZADO PARA FUNCIONARIOS Y FUNCIONARIAS OPERATIVOS DE LA DSPC,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE QUILICURA
2409-79-L125,ADQUISICION DE NOTEBOOKS PARA ALUMNOS ESCUELA F-947 RINCONADA DEL SALTO.,L1,Adjudicada a uno o varios proveedores,03/06/2025 13:36:54,"SE REQUIERE ADQUIRIR NOTEBOOKS PARA ALUMNOS ESCUELA F-947 RINCONADA DEL SALTO, DE ACUERDO A CARACTERÍSTICAS Y CANTIDADES SEÑALADAS EN LAS ESPECIFICACIONES TÉCNICAS ANEXAS.",CLP,PUBLICADO,DISPONIBLE,3.000.000,I MUNICIPALIDAD DE LOS ANGELES
621-280-LR25,CITARABINA FAM 1 G SOL. INYECTABLE 1000020992,LR,Adjudicada a uno o varios proveedores,25/03/2025 15:52:46,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD",CLP,PUBLICADO,ESTIMADO,506.546.799,CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD
2387-53-LE25,“Adquisición de contenedores diferentes direcciones municipales comuna de Pucón”,LE,Adjudicada a uno o varios proveedores,05/06/2025 14:07:25,"“Adquisición de contenedores diferentes direcciones municipales, comuna de Pucón”",CLP,PUBLICADO,DISPONIBLE,23.000.000,I MUNICIPALIDAD DE PUCON
731754-1-LE25,Servicio Taxi para Juzgado Garantía de Melipilla,LE,Adjudicada a uno o varios proveedores,19/05/2025 16:27:50,SERVICIO DE TRANSPORTE DE FUNCIONARIO NOTIFICADOR Y OTROS PARA EL JUZGADO DE GARANTÍA DE MELIPILLA,CLF,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL
1979-113-LP25,122.25 “SERVICIO DE MANTENCION PREVENTIVA Y CORRECTIVA PARA EQUIPOS DE TRATAMIENTO DE IMAGENES PARA NODO COSTERO: HOSPITAL DE NUEVA IMPERIAL.”,LP,Adjudicada a uno o varios proveedores,27/05/2025 19:50:48,"Se requiere licitar en el marco del mantenimiento de los equipos clínicos del Hospital de Nueva Imperial, la realización de la Mantención Preventiva y Correctiva al equipamiento descrito en las presentes bases  donde la mantención preventiva deberá tener una frecuencia cuatrimestral (3 veces al año) y la mantención correctiva se deberá realizar toda vez que el equipo quede fuera de servicio, sin poder prestar la utilidad para lo cual fue adquirido  situación que el mandante informará de inmediato al adjudicatario, mediante una llamada telefónica y a través de un e-mail  a este tipo de comunicaciones se le denominarán llamados de emergencia.",CLP,NO PUBLICADO,ESTIMADO,Igual o superior a 1.000 UTM e inferior a 2.000 UTM,SERVICIO DE SALUD ARAUCANIA SUR HOSPITAL DE NUEVA IMPERIAL
1859-7-L125,"ADQUISICIÓN DE PLANTAS NATIVAS, PROGRAMA DE ARBORIZACIÓN -  PROYECTOS DE ARBORIZACIÓN COMUNITARIOS - CONAF OSORNO, REGION DE LOS LAGOS",L1,Adjudicada a uno o varios proveedores,18/06/2025 12:45:26,"Se requieren 628 plantas nativas en speedling y bolsa para el cumplimiento de objetivos del Programa de Arborización -  Conaf Osorno, Región De Los Lagos.",CLP,PUBLICADO,DISPONIBLE,3.280.000,CORP NACIONAL FORESTAL
2744-13-L125,INSUMOS MEDICOS SAR ALEMANIA,L1,Adjudicada a uno o varios proveedores,05/05/2025 13:03:17,SE SOLICITA LA ADQUISICON DE INSUMOS MEDICOS PARA ABASTECIMIENTO DE SAR ALEMANIA.,CLP,PUBLICADO,ESTIMADO,3.678.646,I MUNICIPALIDAD DE ANGOL
1057489-158-LQ25,Servicio de Mantención Preventiva y Correctiva para Reefer y equipos compactos de Anatomía Patológica Laboratorio de Microbiología y Servicio de Dermatología del Hospital del Salvador,LQ,Adjudicada a uno o varios proveedores,21/04/2025 17:48:14,"Que, el Hospital del Salvador necesita contar con el “Servicio de Mantención Preventiva y Correctiva para Reefer y equipos compactos de Anatomía Patológica, Laboratorio de Microbiología y Servicio de Dermatología del Hospital del Salvador”, con la finalidad de satisfacer de manera adecuada y eficiente la labor asistencial   Que, por la cuantía determinada, la presente licitación se ubica en el tramo para contrataciones de aquellas iguales o superiores a 1.000 UTM e inferiores a 5.000 UTM, en conformidad al Artículo 36º del Reglamento de la Ley Nº19.886   Que, hechas las consultas respectivas, el “Servicio de Mantención Preventiva y Correctiva para Reefer y equipos compactos de Anatomía Patológica, Laboratorio de Microbiología y Servicio de Dermatología del Hospital del Salvador”, no se encuentra disponible en el catálogo de bienes y servicios ofrecidos en el Sistema de Información de la Dirección de Compras www.chilecompra.cl  ",CLP,PUBLICADO,ESTIMADO,99.000.000,SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR
