PCID,Country,Company,Local Product Name,Generic Name,Effective Start Date,Public With VAT Price,Reimbursement Category,Reimbursement Amount,Co-Pay Amount,Local Pack Description
OOS,ARGENTINA,Ariston,EPITELIOL C,vit.c+citroflavonoid+assoc.,,,,,,comp.x 40
OOS,ARGENTINA,Ariston,IURONICODERM,hyaluronic acid,,,,,,cr.x 30 g
OOS,ARGENTINA,Ariston,IURONICODERM,hyaluronic acid,,,,,,cr.x 90 g
OOS,ARGENTINA,Ariston,NATURA LAGRIMAS,hydroxypropylmethylcellulose,,,,,,gts.oft.x 15 ml
OOS,ARGENTINA,Ariston,OSTATAC DUO,"chondroitin,sulfate+glucosamine",,,,,,over x 30
OOS,ARGENTINA,Ariston,OSTATAC,glucosamine,,,,,,1500 mg sachet x 20
OOS,ARGENTINA,Ariston,STEROGYL 1000,vit.d3,,,,,,oral sol x 4 ml
OOS,ARGENTINA,Ariston,STEROGYL 400,vit.d3,,,,,,oral sol x 10 ml
OOS,ARGENTINA,Ariston,STEROGYL,vit.d3,,,,,,f.a.beb.x 2 ml
OOS,ARGENTINA,Ariston,TENVIC,"iron+vit.b12+folic,ac.",,,,,,comp.rec.x 20
OOS,ARGENTINA,Ariston,TENVIC,"iron+vit.b12+folic,ac.",,,,,,comp.rec.x 30
OOS,ARGENTINA,Ariston,TOTALFER,iron + vitamins,,,,,,caps.x 30 (VL)
OOS,ARGENTINA,Austral,TIAMINA 300,vit.b1,,,,,,300 mg tablets x 30
OOS,ARGENTINA,B. Braun,AGUA DESTILADA INYECTABLE SIST.CERRADO EP,soluc.parent/fisiol/glucos/others,,,,,,package x 500 ml
OOS,ARGENTINA,B. Braun,AGUA INYECTABLE BP,soluc.parent/fisiol/glucos/others,,,,,,a.plast.x 10 ml
OOS,ARGENTINA,B. Braun,AGUA INYECTABLE BP,soluc.parent/fisiol/glucos/others,,,,,,a.plast.x 5 ml
OOS,ARGENTINA,B. Braun,ASKINA BARRIER FILM,medical product,,,,,,env.x 28 ml (VL)
OOS,ARGENTINA,B. Braun,ENBRACE D,proteins+fats+carbohydrates+assoc.,,,,,,neutral env.x 500 ml (VL)
OOS,ARGENTINA,B. Braun,ENBRACE DRINK 2.0 KCAL FIBRE,proteins+fats+carbohydrates+assoc.,,,,,,choc.praline env.x 200ml (VL)
OOS,ARGENTINA,B. Braun,ENBRACE DRINK D,proteins+fats+carbohydrates+assoc.,,,,,,vanilla env.x 200 ml (VL)
OOS,ARGENTINA,B. Braun,ENBRACE DRINK PLUS,proteins+fats+carbohydrates+assoc.,,,,,,strawberry env.x 200 ml (VL)
OOS,ARGENTINA,B. Braun,ENBRACE DRINK PLUS,proteins+fats+carbohydrates+assoc.,,,,,,vanilla env.x 200 ml (VL)
OOS,ARGENTINA,B. Braun,ENBRACE DRINK RENAL,proteins+fats+carbohydrates+assoc.,,,,,,vanilla env.x 200 ml (VL)
OOS,ARGENTINA,B. Braun,ENBRACE DRINK SOUP,proteins+fats+carbohydrates+assoc.,,,,,,chicken curry x 200 ml (VL)
OOS,ARGENTINA,B. Braun,ENBRACE DRINK SOUP,proteins+fats+carbohydrates+assoc.,,,,,,vegetables env.x 200 ml (VL)
OOS,ARGENTINA,B. Braun,ENBRACE ENERGY HP FIBRE,proteins+fats+carbohydrates+assoc.,,,,,,neutral env.x 500 ml (VL)
OOS,ARGENTINA,B. Braun,ENBRACE ENERGY HP,proteins+fats+carbohydrates+assoc.,,,,,,neutral env.x 500 ml (VL)
OOS,ARGENTINA,B. Braun,ENBRACE GLUTAMINE PLUS,proteins+fats+carbohydrates+assoc.,,,,,,neutral env.x 500 ml (VL)
OOS,ARGENTINA,B. Braun,ENBRACE STANDAR FIBRE,proteins+fats+carbohydrates+assoc.,,,,,,neutral env.x 500 ml (VL)
OOS,ARGENTINA,B. Braun,ENBRACE STANDAR,proteins+fats+carbohydrates+assoc.,,,,,,neutral env.x 500 ml (VL)
OOS,ARGENTINA,B. Braun,LINOVERA,Cosmetic Product,,,,,,env.x 30 ml (VL)
OOS,ARGENTINA,B. Braun,PRONTOSAN HIDROGEL,medical product,,,,,,env.x 30 ml (VL)
OOS,ARGENTINA,Bacon,VIEWGAM,"dimeglumine, gadopentetate",,,,,,f.a.x 15 ml
OOS,ARGENTINA,Bago-Arcor,SIMPLE DEFENSAS,vitamins + minerals,,,,,,gumdrops x 60 (VL)
OOS,ARGENTINA,Bago-Arcor,SIMPLE DEFENSAS,vitamins + minerals,,,,,,I give you a pack of 28 rubber pastries (VL)
OOS,ARGENTINA,Bago-Arcor,SIMPLE DIETA CONTROL,garcinia cambogia+l-carnitine+asoc.,,,,,,chewing gum pot x 96 units (VL)
OOS,ARGENTINA,Bago-Arcor,SIMPLE FIBRA,soluble corn fiber,,,,,,gumdrops x 60 (VL)
OOS,ARGENTINA,Bago-Arcor,SIMPLE FIBRA,soluble corn fiber,,,,,,I give you a pack of 28 rubber pastes (VL)
OOS,ARGENTINA,Bago-Arcor,SIMPLE PROTEINA COOK CREAM,proteins,,,,,,bar x 1 (VL)
OOS,ARGENTINA,Bago-Arcor,SIMPLE PROTEINA COOK CREAM,proteins,,,,,,bars x 16 (VL)
OOS,ARGENTINA,Bago-Arcor,SIMPLE SACIETY,fibers+proteins+assoc.,,,,,,chocolate bar x 1 (VL)
OOS,ARGENTINA,Bago-Arcor,SIMPLE SACIETY,fibers+proteins+assoc.,,,,,,chocolate bar x 16 (VL)
OOS,ARGENTINA,Bago-Arcor,SIMPLE SACIETY,fibers+proteins+assoc.,,,,,,chocolate shake over x 7 (VL)
OOS,ARGENTINA,Bago-Arcor,SIMPLE SACIETY,fibers+proteins+assoc.,,,,,,chocolate shake x 1 (VL)
OOS,ARGENTINA,Bago-Arcor,SIMPLE SACIETY,fibers+proteins+assoc.,,,,,,lemon bar x 1 (VL)
OOS,ARGENTINA,Bago-Arcor,SIMPLE SACIETY,fibers+proteins+assoc.,,,,,,lemon bar x 16 (VL)
OOS,ARGENTINA,Bago-Arcor,SIMPLE SACIETY,fibers+proteins+assoc.,,,,,,vanilla shake sachet x 1 (VL)
OOS,ARGENTINA,Bago-Arcor,SIMPLE SACIETY,fibers+proteins+assoc.,,,,,,vanilla shake sachet x 7 (VL)
OOS,ARGENTINA,Bago-Arcor,SIMPLE VITALIDAD,vitamins + minerals,,,,,,gumdrops x 60 (VL)
OOS,ARGENTINA,Bago-Arcor,SIMPLE VITALIDAD,vitamins + minerals,,,,,,I give you a pack of 28 rubber pastes (VL)
OOS,ARGENTINA,Bago,ARTINOVO,collagen+turmeric+vit.d3,,,,,,comp.rec.x 30 (VL)
OOS,ARGENTINA,Bago,BAGOHEPAT RAPIDA ACCION,cynara scolymus+asoc.,,,,,,caps.bl.x 20 (VL)
OOS,ARGENTINA,Bago,BAGOHEPAT,cynara scolymus+asoc.,,,,,,sun. drops x 45 ml (VL)
OOS,ARGENTINA,Bago,BAGOVIT AE,vit.a+allantoin+assoc.,,,,,,cr.x 200 g (VL)
OOS,ARGENTINA,Bago,BAGOVIT AE,vit.a+allantoin+assoc.,,,,,,emuls.x 200 ml (VL)
OOS,ARGENTINA,Bago,BAGOVIT AE,vit.a+allantoin+assoc.,,,,,,emuls.x 400 ml (VL)
OOS,ARGENTINA,Bago,CHIA PLUS BAGO,chia oil+assoc.,,,,,,caps.bl.x 30 (VL)
OOS,ARGENTINA,Bago,DIOXAFLEX PARCHES,diclofenac sodium,,,,,,patches x 5
OOS,ARGENTINA,Bago,LONGEVITAL,prasterone+procaine+assoc.,,,,,,5000 mcg tablets x 30
OOS,ARGENTINA,Bago,SIMPLE SACIETY PLUS BAT VAINX,proteins+assoc.,,,,,,pvo. x 448 g (VL)
OOS,ARGENTINA,Baliarda,HEMOVIT,"iron+vit.b12+folic,ac.",,,,,,comp.rec.x 30
OOS,ARGENTINA,Baliarda,HEMOVIT,"iron+vit.b12+folic,ac.",,,,,,comp.rec.x 60
OOS,ARGENTINA,Baliarda,PANTUS 40,pantoprazole,,,,,,40 mg sachet x 30
OOS,ARGENTINA,Baliarda,PANTUS IV,pantoprazole,,,,,,40 mg IV f.a.liof.x 1
OOS,ARGENTINA,Baliarda,XEDENOL B12,diclofenac+vit.b12+betamethasone,,,,,,inj.a.x 3
OOS,ARGENTINA,Bausch & Lomb Arg.,ARTELAC COMPLETE MULTIDOSIS,sodium hyaluronate,,,,,,eye drops x 10 ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,ARTELAC REBALANCE,sodium hyaluronate,,,,,,eye drops x 10 ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,BIOTRUE,polyaminopropylbiguanide+assoc.,,,,,,fco. dropper x 10 ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,BIOTRUE,polyaminopropylbiguanide+assoc.,,,,,,multipurpose sol.x120ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,BIOTRUE,polyaminopropylbiguanide+assoc.,,,,,,multipurpose sol.x300ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,BIOTRUE,polyaminopropylbiguanide+assoc.,,,,,,sol.multipurpose x60ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,BOSTON ADVANCE CLEANER,surfactants+assoc.,,,,,,p/gas lenses perm.x 30ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,BOSTON ADVANCE CONDITIONER,polyaminopropylbiguanide+assoc.,,,,,,p/gas lenses perm.x120ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,BOSTON SIMPLUS MULTI ACCION,polyaminopropylbiguanide+assoc.,,,,,,p/gas lenses perm.x120ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,NATURA EXPRESS,polyaminopropylbiguanide+assoc.,,,,,,env.x 120 ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,NATURA EXPRESS,polyaminopropylbiguanide+assoc.,,,,,,env.x 355 ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,NATURA EXPRESS,polyaminopropylbiguanide+assoc.,,,,,,env.x 500 ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,NATURA PLUS,polyaminopropylbiguanide+assoc.,,,,,,env.x 120 ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,NATURA PLUS,polyaminopropylbiguanide+assoc.,,,,,,env.x 355 ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,OCUVITE ADULT 50+,omega 3+lutein+vitamin+minerals,,,,,,soft capsules x 50 (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,OCUVITE AREDS 2,vitamins + minerals,,,,,,caps. x 120
OOS,ARGENTINA,Bausch & Lomb Arg.,OCUVITE DM,vitamins + minerals,,,,,,comp.rec.x 60
OOS,ARGENTINA,Bausch & Lomb Arg.,OCUVITE OMEGA 3,omega 3+lutein+vitamin+minerals,,,,,,soft capsules x 50 (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,RENU ADVANCED,polyaminopropylbiguanide+assoc.,,,,,,multipurpose sol.x120ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,RENU ADVANCED,polyaminopropylbiguanide+assoc.,,,,,,multipurpose sol.x355ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,RENU FRESH,polyaminopropylbiguanide+assoc.,,,,,,multipurpose sol.x120ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,RENU FRESH,polyaminopropylbiguanide+assoc.,,,,,,multipurpose sol.x355ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,RENU FRESH,polyaminopropylbiguanide+assoc.,,,,,,multipurpose sol.x500ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,RENU FRESH,polyaminopropylbiguanide+assoc.,,,,,,sol.multipurpose x60ml (VL)
OOS,ARGENTINA,Bausch & Lomb Arg.,RENU PLUS GOTAS,povidone+assoc.,,,,,,fco.dropper x 8 ml (VL)
OOS,ARGENTINA,Baxter Argentina,COSEAL,synthetic hydrogel,,,,,,env.x 2 ml
OOS,ARGENTINA,Baxter Argentina,COSEAL,synthetic hydrogel,,,,,,env.x 4 ml
OOS,ARGENTINA,Baxter Argentina,COSEAL,synthetic hydrogel,,,,,,env.x 8 ml
OOS,ARGENTINA,Bayer Consumer,BEROCCA PERFORMANCE,vitamins + minerals,,,,,,comp.eferv.x 10 (VL)
OOS,ARGENTINA,Bayer Consumer,BEROCCA PERFORMANCE,vitamins + minerals,,,,,,comp.efferv.x 30 (VL)
OOS,ARGENTINA,Bayer Consumer,BEROCCA PERFORMANCE,vitamins + minerals,,,,,,comp.laq.x 30 (VL)
OOS,ARGENTINA,Bayer Consumer,CAL C VITA,vitamins + minerals,,,,,,comp.efferv.x 30
OOS,ARGENTINA,Bayer Consumer,REDOXITOS FRUTILLA MASTICABLES,vit.c,,,,,,sachets x 25 gummies (VL)
OOS,ARGENTINA,Bayer Consumer,REDOXITOS NARANJA MASTICABLES,vit.c,,,,,,sachets x 25 gummies (VL)
OOS,ARGENTINA,Bayer Consumer,REDOXITOS PLUS,vit.c,,,,,,sachets x 25 gummies (VL)
OOS,ARGENTINA,Bayer Consumer,REDOXON TRIPLE ACCION,vit.c+vit.d+zinc,,,,,,efferv.1g 3 tub.x10 comp. (VL)
OOS,ARGENTINA,Bayer Consumer,SUPRADYN EFERVESCENTE,vitamins + minerals,,,,,,eferv.comp.x 10 (VL)
OOS,ARGENTINA,Bayer Consumer,SUPRADYN EFERVESCENTE,vitamins + minerals,,,,,,TAEF TUR 3x10 (VL)
OOS,ARGENTINA,Bayer Consumer,SUPRADYN FORTE,vitamins + minerals,,,,,,grag.x 60
OOS,ARGENTINA,Bayer Consumer,SUPRADYN FORTE,vitamins + minerals,,,,,,TAEF TUR 3 x 10 promo
OOS,ARGENTINA,Bayer Consumer,SUPRADYN GUMMIES,vitamins + minerals,,,,,,gummies x 25 (VL)
OOS,ARGENTINA,Bayer Consumer,SUPRADYN KIDS,vitamins + minerals,,,,,,sachet comp.mast. x 25 (VL)
OOS,ARGENTINA,Bayer Consumer,SUPRADYN KIDS,vitamins + minerals,,,,,,sachet x 6 (VL)
OOS,ARGENTINA,Bayer Consumer,SUPRADYN PERFORMANCE,vitamins + minerals,,,,,,comp. rec.x 30 (VL)
OOS,ARGENTINA,Bayer Consumer,SUPRADYN PERFORMANCE,vitamins + minerals,,,,,,eferv.comp.x 10 (VL)
OOS,ARGENTINA,Bayer Consumer,SUPRADYN PERFORMANCE,vitamins + minerals,,,,,,eferv.comp.x 30 (VL)
OOS,ARGENTINA,Bayer Consumer,SUPRADYN,vitamins + minerals,,,,,,lacquered comp. x 60 (VL)
OOS,ARGENTINA,Beta,CIPROVIT MAGNESICO,cyproheptadine+vit.+assoc.,,,,,,gran.sob.x 20
OOS,ARGENTINA,Beta,MECANYL COMPLEX,diacerein+sulf.glucosamine pot.,,,,,,caps.x 60
OOS,ARGENTINA,Beta,MECANYL DUO,"chondroitin,sulfate+glucosamine",,,,,,caps.x 30
OOS,ARGENTINA,Beta,MECANYL DUO,"chondroitin,sulfate+glucosamine",,,,,,caps.x 60
OOS,ARGENTINA,Beta,MEDILAXAN,psyllium+assoc.,,,,,,comp.rec.x 30
OOS,ARGENTINA,Beta,MEDILAXAN,psyllium+assoc.,,,,,,gran.fco.x 200 g
OOS,ARGENTINA,Beta,TAXUS 400,"calcium, carbonate+vit.d3",,,,,,400 mg comp.mast.x 30
OOS,ARGENTINA,Betterlife S.R.L.,ON CALL PLUS,glucose meter,,,,,,reac. strips x 50 (1b.x50)
OOS,ARGENTINA,Biferdil,BIFERDIL BIO COLOR EXPRESS 10 MINUTOS,Cosmetic Product,,,,,,kit vs. tones x 60 g
OOS,ARGENTINA,Biferdil,BIFERDIL CREMAS PARA PEINAR,Cosmetic Product,,,,,,cr.x 155 ml curlers
OOS,ARGENTINA,Biferdil,BIFERDIL CREMAS PARA PEINAR,Cosmetic Product,,,,,,cr.x 270 g curlers
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA 100% VEGANO,Cosmetic Product,,,,,,bals.x 200 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA 100% VEGANO,Cosmetic Product,,,,,,cr. bath x 125 g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA 100% VEGANO,Cosmetic Product,,,,,,keratin mask x 150ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA 100% VEGANO,Cosmetic Product,,,,,,shampoo x 200 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA 1007 P/FRAGILES,Cosmetic Product,,,,,,a.x 12 x 10 ml each
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA 1007 P/FRAGILES,Cosmetic Product,,,,,,shampoo 1007 x 800 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA 1007 P/FRAGILES,Cosmetic Product,,,,,,shampoo x 200 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA 1007 P/FRAGILES,Cosmetic Product,,,,,,shampoo x 400 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ADITIVOS PARA LA COLORACION,Cosmetic Product,,,,,,Bri.+Mas ad.p/col.a.x2ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ADITIVOS PARA LA COLORACION,Cosmetic Product,,,,,,Dye+More adit.p/col.amp.
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ADITIVOS PARA LA COLORACION,Cosmetic Product,,,,,,pic-out ad.p/col.a.x3ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALGAS,Cosmetic Product,,,,,,bals.x 200 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALGAS,Cosmetic Product,,,,,,bals.x 400 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALGAS,Cosmetic Product,,,,,,neutral shampoo x 200 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALGAS,Cosmetic Product,,,,,,neutral shampoo x 400 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALGAS,Cosmetic Product,,,,,,seaweed balsam x 790 g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALGAS,Cosmetic Product,,,,,,seaweed shampoo x 800 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALISADOS,Cosmetic Product,,,,,,cr.peinar straightening x 155g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALISADOS,Cosmetic Product,,,,,,cr.trat.cab/alisadox125g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALISADOS,Cosmetic Product,,,,,,mask pot x 150 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALISADOS,Cosmetic Product,,,,,,sh.trat.alisado x 295 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALISADOS,Cosmetic Product,,,,,,sh.trat.alisado x 400 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALISADOS,Cosmetic Product,,,,,,smoothing treatment balm x 290g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALISADOS,Cosmetic Product,,,,,,smoothing treatment balm x400ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALOE VERA,Cosmetic Product,,,,,,bals.x 200 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALOE VERA,Cosmetic Product,,,,,,bals.x 400 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALOE VERA,Cosmetic Product,,,,,,shampoo x 200 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALOE VERA,Cosmetic Product,,,,,,shampoo x 400 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALTA PUREZA,Cosmetic Product,,,,,,dermoprotect.bals.x255ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ALTA PUREZA,Cosmetic Product,,,,,,free sulf.shamp.x 255ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA AMPOLLAS CAPILARES,Cosmetic Product,,,,,,011 rosehip x 20ml (VL)
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA AMPOLLAS CAPILARES,Cosmetic Product,,,,,,022 p/chemical treatment. x 20 ml (VL)
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA AMPOLLAS CAPILARES,Cosmetic Product,,,,,,055 p/brittle x 20ml (VL)
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA AMPOLLAS CAPILARES,Cosmetic Product,,,,,,1007 p/light fall x 20ml (VL)
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA AMPOLLAS CAPILARES,Cosmetic Product,,,,,,1007 potenc.p/dropx20ml (VL)
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA AMPOLLAS CAPILARES,Cosmetic Product,,,,,,1044 p/fat x 20 ml (VL)
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA AMPOLLAS CAPILARES,Cosmetic Product,,,,,,bioxidil x 10 ml (VL)
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA AMPOLLAS CAPILARES,Cosmetic Product,,,,,,P+T for local drop x20ml (VL)
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA AMPOLLAS CAPILARES,Cosmetic Product,,,,,,sh.kerat.oro cav. x 20ml (VL)
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ANTI AMARILLO,Cosmetic Product,,,,,,ch.sachet x 20 g each (VL)
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ANTI AMARILLO,Cosmetic Product,,,,,,mask pot x 150 g (VL)
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ANTI AMARILLO,Cosmetic Product,,,,,,shampoo x 295 ml (VL)
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ANTIOXIDANTE,Cosmetic Product,,,,,,shampoo x 250 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ANTIOXIDANTE,Cosmetic Product,,,,,,shampoo x 400 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ANTI-QUIEBRE,Cosmetic Product,,,,,,cr.anti-break bath.x115g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ANTI-QUIEBRE,Cosmetic Product,,,,,,shampoo x 250 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ARGAN,Cosmetic Product,,,,,,acon. bif. s/enj. x150ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ARGAN,Cosmetic Product,,,,,,Argan oil balm x 200ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ARGAN,Cosmetic Product,,,,,,argan oil mask x150ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ARGAN,Cosmetic Product,,,,,,argan oil x 30 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ARGAN,Cosmetic Product,,,,,,argan oil x 58 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ARGAN,Cosmetic Product,,,,,,Argan oil x12 x10ml each
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ARGAN,Cosmetic Product,,,,,,"Bio Express Shampoo, 250ml"
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ARGAN,Cosmetic Product,,,,,,bls.bio express x 250ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ARGAN,Cosmetic Product,,,,,,cr.bio express bath x115g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ARGAN,Cosmetic Product,,,,,,hairstick x 12 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ARGAN,Cosmetic Product,,,,,,shampoo argan oil x200ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA BIFERMIX,Cosmetic Product,,,,,,bals.x 200 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA BIFERMIX,Cosmetic Product,,,,,,bals.x 400 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA BIFERMIX,Cosmetic Product,,,,,,shampoo x 200 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA BIFERMIX,Cosmetic Product,,,,,,shampoo x 400 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA BIO COLOR 0% AMONIACO,Cosmetic Product,,,,,,0% ammonia vs. tones x50g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA BIO COLOR 0% AMONIACO,Cosmetic Product,,,,,,acid mask pot x 150 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA BIO COLOR 0% AMONIACO,Cosmetic Product,,,,,,bals.sell.0% ammon.x400ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA BIO COLOR 0% AMONIACO,Cosmetic Product,,,,,,shampoo.sell.0%amon.x400ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA BIO COLOR,Cosmetic Product,,,,,,kit vs. tones x 47 g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA BIO-ACTIVADORA C/KARITE,Cosmetic Product,,,,,,bio-activated masc.x 100 g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA BIODEGRADABLE SIST.BRAILLE,Cosmetic Product,,,,,,extra virgin olive oil conditioner x 300ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA BIODEGRADABLE SIST.BRAILLE,Cosmetic Product,,,,,,extra virgin olive oil shampoo x 300ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA C/BAMBU SIST.BRAILLE,Cosmetic Product,,,,,,balm with bamboo extract x400ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA C/BAMBU SIST.BRAILLE,Cosmetic Product,,,,,,"shampoo with bamboo extract, 400ml"
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA CABELLO GRASO SEBORREICO,Cosmetic Product,,,,,,1044 amps x 12 x 10ml each
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA CABELLO GRASO SEBORREICO,Cosmetic Product,,,,,,1044 kerat.shamp.x 200ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA CABELLO GRASO SEBORREICO,Cosmetic Product,,,,,,1044 kerat.shamp.x 400ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA CABELLO SECO Y CASTIGADO,Cosmetic Product,,,,,,1019 amps x 12 x 10ml each
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA CABELLO SECO Y CASTIGADO,Cosmetic Product,,,,,,collagen 1019 shampoo x 200ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA CABELLO SECO Y CASTIGADO,Cosmetic Product,,,,,,collagen 1019 shampoo x 400ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA CAFEINA,Cosmetic Product,,,,,,balm x 295 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA CAFEINA,Cosmetic Product,,,,,,cr. bath x 125 g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA CAFEINA,Cosmetic Product,,,,,,shampoo x 295 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA CAIDA Y CASPA OCTOPIROX,Cosmetic Product,,,,,,sh.+accond.P+T x 200 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA CAIDA Y CASPA OCTOPIROX,Cosmetic Product,,,,,,shampoo P+T x 300 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA CAIDA Y CASPA,Cosmetic Product,,,,,,anti-dandruff shampoo x 295ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA CELULAS MADRES,Cosmetic Product,,,,,,200ml cell renewal balm
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA CELULAS MADRES,Cosmetic Product,,,,,,masc. x 150ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA CELULAS MADRES,Cosmetic Product,,,,,,sh.renov.celular x 200ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA CERAMIDAS,Cosmetic Product,,,,,,bals.x 250 ml
