Company,Local Product Name,Generic Name,Local Pack Description,PCID
SEQIRUS,"INFLUENZA, INACTIVATED, SPLIT VIRUS OR SURFACE ANTIGEN",AGRIPPAL S1,AGRIPPAL S1 JGA.PRELL.X 10,2062948
BIOFACTOR,COAGULATION FACTOR IX,AIMAFIX,AIMAFIX POLVO LIOFILIZADO PARA INYECTABLE 1 FRASCO AMPOLLA por 1000 UI +1 AMPOLLA por 10 ML DE SOLVENTE + SET PARA RECONSTITUIR Y ADMINISTRACI√ìN. 1000 IU,1725177
NOVARTIS,ERENUMAB,AIMOVIG,AIMOVIG IJLSG FPEN 70MG,1108112
NOVARTIS,ERENUMAB,AIMOVIG,AIMOVIG 140 MG AUTOINY. X 1,2141610
BIOFACTOR,BUDESONIDE,AIRBUDE ADULT,AIRBUDE ADULTOS HFA AER.X 10 ML/200 DOSIS,1948086
BIOFACTOR,BUDESONIDE,AIRBUDE INFANT,AIRBUDE INFANTIL HFA AER.X 10 ML/200 DOSIS,1948088
BIOFACTOR,BUDESONIDE & PIRBUTEROL,AIRBUDE INFANTIL HFA & MAXAIR PED,AIRBUDE INFANTIL HFA + MAXAIR PED200 DOSIS+AEROC. PED.,2159728
ATLAS,SALBUTAMOL,AIRCOSALM HFA,"PRESSURISED INHALATION 100 MICROGRAMS (AS SULFATE) PER DOSE, 200 DOSES (CFC-FREE FORMULATION)",1793
ATLAS,SALBUTAMOL,AIRCOSALM HFA,"PRESSURISED INHALATION 100 MICROGRAMS (AS SULFATE) PER DOSE, 250 DOSES (CFC-FREE FORMULATION)",1794
SIEGFRIED,LEVOCETIRIZINE & MONTELUKAST,AIREAL PLUS,AIREAL PLUS 10/5 MG COMP.REC. X 30,1547014
TEVA,FREMANEZUMAB,AJOVY,225 MG JGA.PRELL. X 1,1443105
BAGO,BIPERIDEN,AKINETON,COMP.X 20,199159
BAGO,BIPERIDEN,AKINETON,COMP.X 60,199164
KILAB,IPRATROPIUM BROMIDE,AKITROPIO,AKITROPIO SOLUCION PARA NEBULIZACION 1 ENVASE por 20 ML,1586669
LABORATORIO LKM,NETUPITANT & PALONOSETRON,AKYNZEO,C¡PS. X 1,1427242
MEGA LABS,DULOXETINE,ALACIR,30 MG COMP.REC.X 10,1502379
MEGA LABS,DULOXETINE,ALACIR,60 MG COMP.REC.X 30,1556442
CASASCO,CLINDAMYCIN & KETOCONAZOLE,ALAGIN DUO,OVULOS X 7. 100MG/400MG,1900770
TUTEUR,ZOLEDRONIC ACID,ALAMUR,4MG / 5ML FCO.AX 1,531405
EVEREX PHARMA,PROCARBAZINE,ALAPIDIUM,ALAPIDIUM CAPSULA DURA BLISTER POR 100 UNIDADES 50 MG,1596605
EVEREX PHARMA,PROCARBAZINE,ALAPIDIUM,BLISTER 50 UNITS 50 MG,630242
MICROSULES,LANSOPRAZOLE,ALAXE,ALAXE CAPSULA CON MICROGRANULOS BLISTER por 30 UNIDADES,1554593
CASASCO,LEVOCARNITINE,ALBICAR,5 AMPOLLA for 5 ML.L-CARNITINE 1 G.INJECTABLE SOLUTION,771861
CASASCO,LEVOCARNITINE,ALBICAR,ORAL SOLUTION.30 BOTTLE FOR 10 ML.L-CARNITINE 1 G,771862
INFINITY PHARMA,ALBUMIN,ALBUNORM,ALBUNORM 20 % SOLUCION PARA INFUSION 1 FRASCO AMPOLLA por 50 ML 20PERCENT,1553721
CSL BEHRING,ALBUMIN,ALBUREX,"ENV. SUN. X 50ML FOR PERFUSION,20G/L",362138
ELEA,CARFILZOMIB,ALCAF,60 MG FCOAPVOLIOFX 1,1202784
ALCON,TROPICAMIDE,ALCON LAGRIMAS II,ALCON LAGRIMAS II FCO.X 15 ML†(VL),1953498
ALCON,TROPICAMIDE,ALCON MYDRIL,ALCON MYDRIL 1% OPHTHALMIC SOLUTION 1 DROPER BOTTLE per 5 ML,1902270
PFIZER,SPIRONOLACTONE,ALDACTONE A,25 MG COMP.X 20,295386
PFIZER,SPIRONOLACTONE,ALDACTONE A,100 MG COMP.X 30,295387
PFIZER,SPIRONOLACTONE,ALDACTONE A,25 MG COMP.X 30,295388
PFIZER,SPIRONOLACTONE,ALDACTONE A,50 MG COMP.X 30,295389
PFIZER,SPIRONOLACTONE,ALDACTONE A,100 MG COMP.X 60,295390
PFIZER,SPIRONOLACTONE,ALDACTONE A,25 MG COMP.X 60,295391
PFIZER,FUROSEMIDE & SPIRONOLACTONE,ALDACTONE D,COMP.X 30,643598
PFIZER,FUROSEMIDE & SPIRONOLACTONE,ALDACTONE D,COMP.X 30,643600
PFIZER,FUROSEMIDE & SPIRONOLACTONE,ALDACTONE D,COMP.X 60,643599
PFIZER,FUROSEMIDE & SPIRONOLACTONE,ALDACTONE D,COMP.X 60,643601
ASPEN,EPLERENONE,ALDACTONE EP,25 MG 30 TABS,417901
ASPEN,EPLERENONE,ALDACTONE EP,50 MG 30 TABS,417902
ASPEN,METHYLDOPA (LEVOROTATORY),ALDOMET,250 MG 30 TABS,377025
ASPEN,METHYLDOPA (LEVOROTATORY),ALDOMET,500 MG COMP.REC.X 30,553917
SANOFI,LARONIDASE,ALDURAZYME,VIAL 1 FOR INJECTION SOLUBLE,379
ROCHE,ALECTINIB,ALECENSA,150 MG CAPS X 224,434865
BERNABO LABORATORIOS,ETHINYLESTRADIOL & GESTODENE,ALELI,COMP. REC. X 28,554399
SIEGFRIED,ALENDRONIC ACID,ALENATO,70 MG COMP.*4,553976
SIEGFRIED,ALENDRONIC ACID,ALENATO,ALENATO 70 MG TABLET CONTAINER OF 8 UNITS,553977
SOUBEIRAN CHOBET,FLUOXETINE,ALENTAL,20MG COMP. X 20,193680
SOUBEIRAN CHOBET,FLUOXETINE,ALENTAL,20MG COMP. X 4,193681
SOUBEIRAN CHOBET,FLUOXETINE,ALENTAL,20MG COMP. X 40,199167
GLAXOSMITHKLINE,FLUTICASONE FUROATE,ALENYS,120 DOSES 27.5 MCG,382077
ARISTON,PHENOBARBITAL,ALEPSAL,BLISTER POR 20 UNIDADES FENOBARBITAL 100 MG,1895235
ARISTON,PHENOBARBITAL,ALEPSAL,BLISTER POR 60 UNIDADES FENOBARBITAL 100 MG,1895236
CASASCO,FEXOFENADINE,ALERCAS,SUSP. ORAL X 150 ML. 30MG/5ML,1900776
CASASCO,FEXOFENADINE,ALERCAS,30 MG / 5 ML SUSP.X 90 ML,792784
CASASCO,FEXOFENADINE,ALERCAS,120 MG COMP.X 10,630006
CASASCO,FEXOFENADINE,ALERCAS,180 MG COMP.X 10,630008
CASASCO,FEXOFENADINE,ALERCAS,60 MG COMP.X 10,630009
CASASCO,FEXOFENADINE,ALERCAS,120 MG COMP.X 30,630007
CASASCO,FEXOFENADINE,ALERCAS,ALERCAS 180 MG COMP.X 30,2053049
CASASCO,BETAMETHASONE & FEXOFENADINE,ALERCAS CORT,ALERCAS CORT COMPRIMIDO RECUBIERTO BLISTER por 10 UNIDADES de FEXOFENADINA CLORHIDRATO + 10 UNIDADES de BETAMETASONA. 120.6 MG,1675873
CASASCO,FEXOFENADINE & PSEUDOEPHEDRINE,ALERCAS D,ALERCAS D COMPRIMIDO RECUBIERTO BLISTER por 10 UNIDADES 180 MG,1675874
DR LAZAR Y CIA SA,FEXOFENADINE,ALERFEDINE,ALERFEDINE SUSPENSION ORAL 1 FRASCO por 100 ML,1566951
LAZAR,FEXOFENADINE,ALERFEDINE,120 MG COMP.X 10,630013
LAZAR,FEXOFENADINE,ALERFEDINE,180 MG COMP.X 10,630015
LAZAR,FEXOFENADINE,ALERFEDINE,180 MG COMP.X 20,630016
LAZAR,FEXOFENADINE,ALERFEDINE,120 MG COMP.X 30,630014
MICROSULES,LORATADINE,ALERGIANO,ALERGIANO COMPRIMIDO RECUBIERTO BLISTER por 10 UNIDADES 10 MG,1675371
SIEGFRIED,LEVOCETIRIZINE,ALERGICAL,ORAL SOL 5 MG 20 ML,1229508
SIEGFRIED,LEVOCETIRIZINE,ALERGICAL,5 MG 10 TABS,1229498
SIEGFRIED,LEVOCETIRIZINE,ALERGICAL,5 MG 30 TABS,1229499
FECOFAR,LORATADINE,ALERGITRAT L,10 MG COMP.X 10,630164
FECOFAR,LORATADINE,ALERGITRAT L,10 MG COMP.X 30,630165
FECOFAR,CETIRIZINE,ALERGITRAT C,ALERGITRAT C 10 MG C¡PS.BL.X 10,1835848
GENOMMA LAB,CETIRIZINE,ALERMINA,ALERMINA CAPSULES 10 MG C¡PS.X 10,1934958
ELEA,CETIRIZINE,ALERNIX,10 MG CAPSULES*10,630225
ELEA,CETIRIZINE,ALERNIX,10 MG CAPSULES*20,630226
ELEA,XYLOMETAZOLINE,ALERNIX,ALERNIX SPRAY SPRAY INTRANASAL SOLUCION 1 FRASCO por 10 ML CON V√ÅLVULA SPRAY + 1 ADAPTADOR NASAL,1561403
ELEA,FLUTICASONE,ALERNIX,ALERNIX SPRAY ADVANCE SPRAY X 120 DS.,2069605
ELEA,FLUTICASONE,ALERNIX CORT,ALERNIX CORT SPRAY INTRANASAL 1 FRASCO por 120 DOSIS 50 MCG,1675887
ELEA,FLUTICASONE,ALERNIX CORT,ALERNIX CORT SPRAY INTRANASAL 1 FRASCO por 60 DOSIS 50 MCG,1675886
BALIARDA,FEXOFENADINE,ALERTIAL,ALERTIAL 120 MG COMP.REC.X 10,630010
BALIARDA,FEXOFENADINE,ALERTIAL,180 MG COMP.REC.X 10,630012
BALIARDA,FEXOFENADINE,ALERTIAL,120 MG COMP.REC.X 30,630011
CASSARA,HYDROCORTISONE,ALFACORT,CR.X 30 G,377027
CASSARA,HYDROCORTISONE,ALFACORT,TUBA. 1 PO 5 G (0.35%),285841
CASSARA,HYDROCORTISONE,ALFACORT,1% EMULS.X 100 ML,605724
CASSARA,HYDROCORTISONE,ALFACORT,1% EMULS.X 15 ML,605725
LAZAR,ALLOPURINOL,ALFADIMAN,ALFADIMAN TABLETS 300 MG COMP.X 30,1934959
BAGO,DESVENLAFAXINE,ALFAXIN,100MG LP COMP. REC. X 30,193750
BAGO,DESVENLAFAXINE,ALFAXIN,50 MG 30 TABS,285384
SIEGFRIED,COLISTIN,ALFICETIN,1 BOTTLE AMPOLLA FOR 100 MG + 1 AMPOLLA FOR 2 ML OF SOLVENT.,553965
CASASCO,DEXKETOPROFEN,ALGICUR,"GEL X 50 G, 18.45MG /G",1900775
CASASCO,DEXKETOPROFEN,ALGICUR,25 mg comp.rec.x 20,630082
CASASCO,DEXKETOPROFEN,ALGICUR,25 mg comp.rec.x 40,630083
RIVERO,ALANYL GLUTAMINE,ALGLUTAMIN,FAX 1 X 50 ML,585235
BERNABO LABORATORIOS,NAPROXEN,ALIDASE,250 MG 10 TABS,395840
BERNABO LABORATORIOS,NAPROXEN,ALIDASE,500 MG 10 TABS,395841
BERNABO LABORATORIOS,NAPROXEN,ALIDASE,500 MG 40 TABS,395842
LAZAR,EZETIMIBE,ALIN,10 MG COMP * 30,251568
BERNABO LABORATORIOS,EZETIMIBE,ALIPAS,10 MG COMP * 30,1189538
BERNABO LABORATORIOS,EZETIMIBE & SIMVASTATIN,ALIPAS DUO,10/10 MG COMP.X 30,553932
BERNABO LABORATORIOS,EZETIMIBE & SIMVASTATIN,ALIPAS DUO,20/10 MG COMP.X 30,553933
BERNABO LABORATORIOS,EZETIMIBE & SIMVASTATIN,ALIPAS DUO,10/40 MG COMP.X 30,553934
DENVER,DIOSMIN & HESPERIDIN,ALIVIAFLEB,TABLETS 30; 500 MG,605732
DENVER,DIOSMIN & HESPERIDIN,ALIVIAFLEB,TABLETS 60; 500 MG,605733
DENVER,CARBOMER,ALIVIALUX,ALIVIALUX GEL OFTALMICO 1 FRASCO por 10 G,1566793
DENVER,CARBOXYMETHYL CELLULOSE,ALIVIAMAX,ALIVIAMAX SOLUCION OFTALMICA ESTERIL 1 FRASCO POR 10 ML,1566875
DENVER,CARBOXYMETHYL CELLULOSE,ALIVIAMAX,ALIVIAMAX SOLUCION OFTALMICA ESTERIL 1 FRASCO POR 10 ML,1566876
DENVER,DORZOLAMIDE & TIMOLOL,ALIVIAPRES,5 ML EYE DROPS. SOLUTION 20 MG/ML + 5 MG/ML,232915
POEN,EPINASTINE,ALKET,SOL.OFT.X 5 ML,329479
OPELLA HEALTHCARE,FEXOFENADINE,ALLEGRA,SUSP.X 150 ML,630005
OPELLA HEALTHCARE,FEXOFENADINE,ALLEGRA,120 MG COMP.X 10,684745
OPELLA HEALTHCARE,FEXOFENADINE,ALLEGRA,180 MG COMP.X 10,630003
OPELLA HEALTHCARE,FEXOFENADINE,ALLEGRA,60 MG COMP.X 20,630004
OPELLA HEALTHCARE,FEXOFENADINE,ALLEGRA,120 MG COMP.X 30,630002
OPELLA HEALTHCARE,TRIAMCINOLONE,ALLENASAL,ALLENASAL SPRAY NASAL X 120 DS.,1835850
MERLINO,OXYMETAZOLINE,ALLERHIT,NASAL SPRAY X 10ML,1649618
CRAVERI,ALLOPURINOL,ALLOPURINOL,300 MG COMP.X 20,1202826
FABRA,ALLOPURINOL,ALLOPURINOL,"TABLET 300 MG UNCOATED, 20 TABLETS",1230
GADOR,ALLOPURINOL,ALLOPURINOL,100 MG 30 TABS,1716
CRAVERI,ALLOPURINOL,ALLOPURINOL,100 MG COMP.X 30,1202824
GADOR,ALLOPURINOL,ALLOPURINOL,300 MG 30 TABS,1713
CRAVERI,ALLOPURINOL,ALLOPURINOL,300 MG COMP.X 30,1202827
INVESTI,ALLOPURINOL,ALLOPURINOL,300 MG 30 TABS,1812
FABRA,ALLOPURINOL,ALLOPURINOL,"TABLET 300 MG UNCOATED, 30 TABLETS",1231
CRAVERI,ALLOPURINOL,ALLOPURINOL,300 MG COMP.X 40,1202828
GADOR,ALLOPURINOL,ALLOPURINOL,100 MG 60 TABS,1718
CRAVERI,ALLOPURINOL,ALLOPURINOL,100 MG COMP.X 60,1202825
GADOR,ALLOPURINOL,ALLOPURINOL,300 MG 60 TABS,1714
CRAVERI,ALLOPURINOL,ALLOPURINOL,300 MG COMP.X 60,1202829
CRAVERI,ALLOPURINOL,ALLOPURINOL RETARD,300 MG COMP.LIB.PROL.X20,1202830
CRAVERI,ALLOPURINOL,ALLOPURINOL RETARD,300 MG COMP.LIB.PROL.X50,1202831
SAVANT,SILDENAFIL,ALMAXIMO,100 MG COMP.MAST.X 20,1593294
SAVANT,SILDENAFIL,ALMAXIMO,ALMAXIMO COMPRIMIDO RECUBIERTO BLISTER por 2 UNIDADES 100 MG,1914534
SAVANT,SILDENAFIL,ALMAXIMO,ALMAXIMO COMPRIMIDO RECUBIERTO BLISTER por 2 UNIDADES 25 MG,1914535
SAVANT,SILDENAFIL,ALMAXIMO,ALMAXIMO COMPRIMIDO RECUBIERTO BLISTER POR 2 UNIDADES,1675403
SAVANT,TADALAFIL,ALMAXIMO 36,5 MG COMP.REC.X 30,1593292
MAX VISION,OXYMETAZOLINE,ALOSOL,ALOSOL SOLUCION OFTALMICA 1 FRASCO POR 10 ML 0.025%,1556504
ADIUM PHARMA,VALSARTAN,ALPERTAN,160MG COMP.REC. X 14,175541
ADIUM PHARMA,VALSARTAN,ALPERTAN,80MG COMP.REC. X 14,175545
ADIUM PHARMA,VALSARTAN,ALPERTAN,160MG COMP.REC. X 28,175542
ADIUM PHARMA,VALSARTAN,ALPERTAN,320MG COMP.X 28,175544
ADIUM PHARMA,VALSARTAN,ALPERTAN,80MG COMP.REC. X 28,175546
ADIUM,HYDROCHLOROTHIAZIDE & VALSARTAN,ALPERTAN D,160MG /12.5MG COMP. REC. X 28,313805
ADIUM,HYDROCHLOROTHIAZIDE & VALSARTAN,ALPERTAN D,320/12.5 MG COMP.REC.X28,553732
ADIUM,HYDROCHLOROTHIAZIDE & VALSARTAN,ALPERTAN D,320/25 MG COMP.REC.X28,553733
ADIUM,HYDROCHLOROTHIAZIDE & VALSARTAN,ALPERTAN D,80MG /12.5MG COMP. REC. X 28,175636
ABBVIE,BRIMONIDINE,ALPHAGAN,SOL.OFT.X 5 ML,232918
ABBVIE,BRIMONIDINE,ALPHAGAN P,ALPHAGAN P OPHTHALMIC SOLUTION 1 DROPER BOTTLE per 5 ML,232923
GADOR,ALPRAZOLAM,ALPLAX,0.25 MG COMP.X 30,337230
GADOR,ALPRAZOLAM,ALPLAX,0.50 MG COMP.X 30,337231
GADOR,ALPRAZOLAM,ALPLAX,1 MG COMP.X 30,337232
GADOR,ALPRAZOLAM,ALPLAX,2 MG COMP.X 30,454509
GADOR,ALPRAZOLAM,ALPLAX,0.25 MG COMP.X 60,337233
GADOR,ALPRAZOLAM,ALPLAX,0.50 MG COMP.X 60,337234
GADOR,ALPRAZOLAM,ALPLAX,1 MG COMP.X 60,454510
GADOR,ALPRAZOLAM,ALPLAX,2 MG COMP.X 60,454511
GADOR,ALPRAZOLAM,ALPLAX XR,0.5MG COMP.LIB.PROL.X 20,454506
GADOR,ALPRAZOLAM,ALPLAX XR,1MG COMP.LIB.PROL.X 20,454507
GADOR,ALPRAZOLAM,ALPLAX XR,2MG COMP.LIB.PROL.X 20,454508
CASASCO,ALPRAZOLAM,ALPRAZOL,0.5 MG COMP.X 60,454517
CASASCO,ALPRAZOLAM,ALPRAZOL,1 MG COMP.X 60,454518
CASASCO,ALPRAZOLAM,ALPRAZOL,2 MG COMP.X 60,454519
MICROSULES,ALPRAZOLAM,ALPRAZOLAM MICROSULES,0.50 MG COMP.X 30,454520
LABSA LAB,ALPRAZOLAM,ALPRAZOLAM,0.5MG COMP. X 30,454532
DENVER,ALPRAZOLAM,ALPRAZOLAM,0.5 MG COMP.X 30,454531
LABSA LAB,ALPRAZOLAM,ALPRAZOLAM,1MG COMP. X 30,454534
MICROSULES,ALPRAZOLAM,ALPRAZOLAM MICROSULES,1 MG COMP.X 30,454521
KLONAL,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM KLONAL COMPRIMIDO BLISTER POR 30 UNIDADES,1908775
DENVER,ALPRAZOLAM,ALPRAZOLAM,1 MG COMP.X 30,454533
PRETORIA LABORATORY,ALPRAZOLAM,ALPRAZOLAM LEPRET,"ALPRAZOLAM LEPRET COMPRIMIDO BLISTER POR 30 UNIDADES, 1 MG",1676393
LABSA LAB,ALPRAZOLAM,ALPRAZOLAM,2MG COMP. X 30,454536
MICROSULES,ALPRAZOLAM,ALPRAZOLAM MICROSULES,2 MG COMP.X 30,454522
DENVER,ALPRAZOLAM,ALPRAZOLAM,2 MG COMP.X 30,454535
MICROSULES,ALPRAZOLAM,ALPRAZOLAM MICROSULES,0.50 MG COMP.X 60,454523
DENVER,ALPRAZOLAM,ALPRAZOLAM,0.5 MG COMP.X 60,454539
MICROSULES,ALPRAZOLAM,ALPRAZOLAM MICROSULES,1 MG COMP.X 60,454524
DENVER,ALPRAZOLAM,ALPRAZOLAM,1 MG COMP.X 60,454541
DENVER,ALPRAZOLAM,ALPRAZOLAM,2 MG COMP.X 60,454543
RICHET,ALPROSTADIL,ALPROSTADIL,0.5 MG INFUSION,182852
DR. GRAY SACI,ALPROSTADIL,ALPROSTADIL GRAY,ALPROSTADIL GRAY INYECTABLE 1 AMPOLLA POR 1 ML,1566854
BAUSCH & LOMB,LOTEPREDNOL,ALREX,0.2% SUSP.OFT.X 5 ML,405608
VSA ALTA COMPLEJIDAD,SODIUM HYALURONATE,ALSAVIN ONE,ALSAVIN ONE JGA.PRELL.X48 MGX2.4MLX1,1957483
FORTBENTON,HYDROCORTISONE & NEOMYCIN,ALTUS,ALTUS SOLUCION 1 FRASCO POR 50 ML SOLUCION 0.85 PERCENT,1675548
OMICRON PHARMA,ALUMINIUM HYDROXIDE & MAGNESIUM TRISILICATE & SIMETHICONE,ALUDROX,ALUDROX II COMPRIMIDO MASTICABLE BLISTER por 18 UNIDADES,1554522
OMICRON PHARMA,ALUMINIUM HYDROXIDE & MAGNESIUM TRISILICATE & SIMETHICONE,ALUDROX,ALUDROX II COMPRIMIDO MASTICABLE BLISTER por 6 UNIDADES,1554521
OMICRON PHARMA,ALUMINIUM & MAGNESIUM & SIMETICONE,ALUDROX II,ALUDROX II ORAL SUSPENSION 1 BOTTLE per 150 ML,1914576
FABRA,ALUMINUM HYDROXIDE,ALUGEL,ALUGEL SUSPENSION ORAL ENVASE por 175 ML / U 6.4 PERCENT,1725156
TAKEDA,BRIGATINIB,ALUNBRIG,180 MG COMP.REC.X 28,1399823
TAKEDA,BRIGATINIB,ALUNBRIG,30 MG COMP.REC.X 28,1399824
TAKEDA,BRIGATINIB,ALUNBRIG,90 MG COMP.REC.X 28,1399825
ECZANE,AXITINIB,ALUXANTIB,BLISTER POR 56 UNIDADES AXITINIB 1 MG,1895268
FINADIET SACIFI,TOBRAMYCIN,ALVEOTEROL,300MG / 5ML AMP.P / NEB.X 28,531400
FINADIET SACIFI,TOBRAMYCIN,ALVEOTEROL,300MG / 5ML AMP.P / NEB.X 56,531401
FINADIET SACIFI,COLISTIMETHATE,ALVEOXINA 2M,ALVEOXINA 2M POLVO LIOFILIZADO PARA SOLUCI√ìN PARA INHALAR 30 FRASCO AMPOLLA POR 2 MILL. UI + 30 AMPOLLA POR 2 ML DE DISOLVENTE.,1874915
CRAVERI,ALVERINE,ALVERIN,360 MG 20 CAPS,382074
CRAVERI,ALVERINE,ALVERIN,360 MG 30 CAPS,382075
CRAVERI,ALVERINE,ALVERIN,360 MG 60 CAPS,382076
ELEA,FLUTICASONE FUROATE & VILANTEROL,ALVETIDE,ALVETIDE 92/22 MCG X 30 DOSIS,1895117
ELEA,FLUTICASONE FUROATE & VILANTEROL,ALVETIDE,ALVETIDE 184/22 MCG X 30 DOSIS,1895118
LAZAR,ESOMEPRAZOLE,ALZEPRAL,ALZEPRAL20 MG CAPS.X 14,2112837
LAZAR,ESOMEPRAZOLE,ALZEPRAL,20 MG 28 CAPS,395865
LAZAR,ESOMEPRAZOLE,ALZEPRAL,40 MG 28 CAPS,395866
BERNABO LABORATORIOS,ESTRADIOL & NOMEGESTROL,AMAPOLI,COMP.REC.X 28,250615
SANOFI,GLIMEPIRIDE,AMARYL,"2 MG TABLET: UNCOATED, 30 TABLETS",676
SANOFI,GLIMEPIRIDE,AMARYL,"4 MG TABLET: UNCOATED, 30 TABLETS",677
CELNOVA,FULVESTRANT,AMBIFUL,AMBIFUL 250 MG JGA.X 5 ML X 2,1974928
GADOR,AMPHOTERICIN B,AMBISOME,50 MG F.A.X 1 +FILTRO,1467986
ELEA,AMBROXOL,AMBRIL,AMBROXOL CHLORHYDRATE 15 MG / 5 ML,684905
FINADIET SACIFI,OSELTAMIVIR,AMBRISENEX,10 MG COMP.REC. X 30,1512337
FINADIET SACIFI,OSELTAMIVIR,AMBRISENEX,5 MG COMP.REC. X 30,1512338
AMENITE,PYRITHIONE ZINC,AMENITE CAP,SHAMP.X 100 G,1317806
AMGEN,ADALIMUMAB,AMGEVITA,40MG/0.8ML AUTOINY.X 2,1427252
VEINFAR,AMIKACIN,AMIKACIN,AMIKACINA LARJAN INYECTABLE PARA PERFUSION 100 AMPOLLA POR 2 ML 500 MG,1608704
RICHET,AMIKACIN,AMICACINA,50 MG 1 VIAL,304974
KLONAL,AMIKACIN,AMIKACIN,"AMIKACINA KLONAL SOLUCION INYECTABLE FRASCO AMPOLLA POR 100 UNIDADES, 500 MG INJ.X 2 ML .X 100",1554388
BIOSIDUS,AZACITIDINE,AMILIX,100 MG INY.LIOF.F.A.X 1,1389340
CASASCO,CINACALCET,AMINET,30 mg comp.rec.x 30,1512464
CASASCO,CINACALCET,AMINET,60 mg comp.rec.x 30,1512465
GADOR,PAMIDRONIC ACID,AMINOMUX,30 MG INY.LIOF.F.A.X 1,531301
GADOR,PAMIDRONIC ACID,AMINOMUX,90 MG INY.LIOF.F.A.X 1,531302
FRESENIUS,AMINO ACIDS,AMINOVEN 10 %,AMINOVEN 10 % SOLUCION INYECTABLE 1 FRASCO por 500 ML,1554639
KLONAL,AMIODARONE,AMIOCAR,AMIOCAR COMPRIMIDO ENVASE POR 20 UNIDADES 200 MG,1608706
NORTHIA,AMIODARONE,AMIODARONA,150 MG A.X 25 X 3 ML,1467987
ROSPAW,AMITRIPTYLINE,AMIPTRIL,25MG COMP. X 30,193930
ROSPAW,AMITRIPTYLINE,AMIPTRIL,75MG COMP. X 30,193821
BAGO,RILUZOLE,AMITAX,50 MG COMP.X 60,337793
VANNIER LAB,LEVONORGESTREL,AMITIE 1.5 mg comp.x 1,AMITIE 1.5 MG COMP.X 1,1874863
QUIMICA,AMITRIPTYLINE,AMITRIPTILIN,BLISTER POR 30 UNIDADES AMITRIPTILINA CLORHIDRATO 75 MG,1895234
FRASCA LAB,AMITRIPTYLINE,AMITRIPTYLINE,AMITRIPTYLINE CEVALLOS 25 MG TABLETS X 30,1996987
FRASCA LAB,AMITRIPTYLINE,AMITRIPTYLINE,AMITRIPTYLINE CEVALLOS 75 MG TABLETS X 30,1996989
FRASCA LAB,AMITRIPTYLINE,AMITRIPTYLINE,AMITRIPTYLINE CEVALLOS 25 MG TABLETS X 50,1996988
QUIMICA,AMITRIPTYLINE,AMITRIPTILINA LUAR,AMITRIPTILINA LUAR COMPRIMIDO RECUBIERTO BLISTER por 500 UNIDADES,1566786
BERNABO LABORATORIOS,AMOXICILLIN,AMIXEN,AMIXEN 1 G COMP.REC.X 16,2045757
BERNABO LABORATORIOS,AMOXICILLIN & CLAVULANIC ACID,AMIXEN CLAVULANICO,"AMIXEN CLAVULANICO COMPRIMIDO RECUBIERTO BLISTER POR 8 UNIDADES, AMOXICILINA TRIHIDRATO 500 MG + ACIDO CLAVULANICO (COMO CLAVULANATO DE POTASIO) 125 MG",1676408
ASPEN,AMLODIPINE,AMLOC,10 MG 20 TABS,176094
ASPEN,AMLODIPINE,AMLOC,5 MG 20 TABS,176097
ASPEN,AMLODIPINE,AMLOC,10 MG 30 TABS,176095
ASPEN,AMLODIPINE,AMLOC,5 MG 30 TABS,176098
ASPEN,AMLODIPINE,AMLOC,10 MG 60 TABS,176096
ASPEN,AMLODIPINE,AMLOC,5 MG 60 TABS,176099
ASPEN,AMLODIPINE,AMLOC ODT,10 MG 30 TABS,553978
ASPEN,AMLODIPINE,AMLOC ODT,5 MG 30 TABS,553979
GEMINIS FARMAC,AMLODIPINE,AMLODICORD,10 MG 30 TABS,176102
GEMINIS FARMAC,AMLODIPINE,AMLODICORD,5 MG 30 TABS,176104
GEMINIS FARMAC,AMLODIPINE,AMLODICORD,10 MG 60 TABS,176103
GEMINIS FARMAC,AMLODIPINE,AMLODICORD,5 MG 60 TABS,176105
RICHET,AMLODIPINE,AMLODIPINA RICHET,AMLODIPINA RICHET COMPRIMIDO BLISTER POR 30 UNIDADES,1874999
RICHET,AMLODIPINE,AMLODIPINE,AMLODIPINE RICHET 10 MG COMP.REC.X 60,1996991
RICHET,AMLODIPINE,AMLODIPINE,AMLODIPINE RICHET 5 MG COMP.REC.X 60,1996990
ROSPAW,AMLODIPINE,AMLOPAW,AMLOPAW COMPRIMIDO BLISTER POR 10 UNIDADES. 5 MG,1676400
ROSPAW,AMLODIPINE,AMLOPAW,AMLOPAW 10 MG COMP.X 60,1957464
OMICRON PHARMA,DIPHENHYDRAMINE,AMODORMIN,JBE.X 120 ML,870169
OMICRON PHARMA,DIPHENHYDRAMINE,AMODORMIN,COMP.X 10 50 MG,870167
OMICRON PHARMA,DIPHENHYDRAMINE,AMODORMIN,COMP.X 30 50 MG,870168
OMICRON PHARMA,DIPHENHYDRAMINE,AMODORMIN VL,COMP.X 15,1467988
MAR,AMOXICILLIN,AMOXI,500 MG SUSP.EXT.X 105 ML,295426
MAR,AMOXICILLIN,AMOXI,250 MG SUSP.EXT.X 105 ML,295427
MAR,AMOXICILLIN,AMOXI,500 MG SUSP.EXT.X 150 ML,295428
MAR,AMOXICILLIN,AMOXI,500 MG COMP.X 21,295429
