value,count,example_columns
"лиофилизат для приготовления суспензии для приема внутрь и местного применения, , 5 доз - флаконы (10) - пачки картонные",14,Local Pack Description
Метотрексат-Эбеве,14,Product Group
Микразим,14,Product Group
Морфин,14,"Generic Name,Product Group"
Налоксон,14,"Generic Name,Product Group"
Наропин,14,Product Group
Нейпилепт,14,Product Group
Нейпоген,14,Product Group
Нитразепам,14,"Generic Name,Product Group"
Пегасис,14,Product Group
Пипекурония бромид,14,Generic Name
Платифиллина гидротартрат,14,Product Group
"порошок для приготовления раствора для внутримышечного введения, 1 г, - флаконы (50) - коробки картонные (для стационаров)",14,Local Pack Description
Прамипексол,14,Generic Name
Презиста,14,Product Group
Проскар,14,Product Group
"раствор для инфузий, 200 мл - бутылки (28) - ящики картонные (для стационаров)",14,Local Pack Description
Реаферон-ЕС-Липинт,14,Product Group
Синдроксоцин,14,Product Group
"таблетки 5 мг, 10 шт. - упаковки ячейковые контурные (5) - пачки картонные",14,Local Pack Description
"таблетки 5 мг, 14 шт. - упаковки ячейковые контурные (2) - пачки картонные",14,Local Pack Description
"таблетки покрытые кишечнорастворимой оболочкой 25 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные",14,Local Pack Description
"таблетки покрытые пленочной оболочкой 20 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные",14,Local Pack Description
"таблетки, 0.5 г, 10 шт. - упаковки ячейковые контурные (2) - пачки картонные",14,Local Pack Description
"таблетки, 20 мг, 10 шт. - упаковки ячейковые контурные (2) - пачки картонные",14,Local Pack Description
"таблетки, 250 мг, 10 шт. - упаковки ячейковые контурные (1) - пачки картонные",14,Local Pack Description
Тиопентал натрий,14,Product Group
Цетиризин-OBL,14,Product Group
ЦИКЛОФЕРОН,14,Product Group
Циклофосфан,14,Product Group
Цитофлавин,14,Product Group
Эднит,14,Product Group
Этравирин,14,Generic Name
Адваграф,13,Product Group
Ангиокардил,13,Product Group
Апремиласт,13,Generic Name
Ацекардол,13,Product Group
Ацикловир-АКОС,13,Product Group
Бензатина бензилпенициллин,13,Generic Name
Будесонид+ Формотерол,13,Generic Name
Верошпилактон,13,Product Group
Винпоцетин-АКОС,13,Product Group
Гемофил М,13,Product Group
Диклофенак ретард Оболенское,13,Product Group
Имипенем+Циластатин,13,"Generic Name,Product Group"
Инфликсимаб,13,Generic Name
Кальциумфолинат-Эбеве,13,Product Group
Кленил,13,Product Group
Кофеин,13,Generic Name
Кофеин-бензоат натрия,13,Product Group
Месна,13,Generic Name
Милдовел,13,Product Group
Нимодипин,13,Generic Name
Нимотоп,13,Product Group
НовоСэвен,13,Product Group
ОТЕСЛА,13,Product Group
Панзинорм форте 20 000,13,Product Group
Пентацин,13,Product Group
"порошок для приготовления раствора для внутривенного и внутримышечного введения, 1 г, - флакон (1) - коробка картонная (для стационаров)",13,Local Pack Description
Програф,13,Product Group
Протиокомб,13,Product Group
Пэгинтерферон альфа-2a,13,Generic Name
"раствор для инфузий, 400 мл - бутылки (15) - ящики картонные (для стационаров)",13,Local Pack Description
Ремикейд,13,Product Group
Риностоп,13,Product Group
Рисполепт,13,Product Group
Сарилумаб,13,Generic Name
Селлсепт,13,Product Group
Сеннозиды А и В,13,Generic Name
"сироп, 667 мг/мл, 200 мл - флакон (1) / в комплекте с мерным стаканчиком / -",13,Local Pack Description
Сультасин,13,Product Group
"таблетки 150 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные",13,Local Pack Description
"таблетки 500 мг, 10 шт. - упаковки ячейковые контурные (2) - пачки картонные",13,Local Pack Description
"таблетки покрытые оболочкой 200 мг, 10 шт. - упаковки ячейковые контурные (6) - пачки картонные",13,Local Pack Description
"таблетки покрытые пленочной оболочкой 100 мг, 10 шт. - упаковки ячейковые контурные (6) - пачки картонные",13,Local Pack Description
"таблетки, 150 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные",13,Local Pack Description
"таблетки, 5 мг, 10 шт. - упаковки ячейковые контурные (5) - пачки картонные",13,Local Pack Description
"таблетки, 500 мг, 10 шт. - упаковки ячейковые контурные (4) - пачки картонные",13,Local Pack Description
"таблетки, 500 мг, 10 шт. - упаковки ячейковые контурные (5) - пачки картонные",13,Local Pack Description
Телектол,13,Product Group
Тестостерон,13,Generic Name
Топамакс,13,Product Group
Торин,13,Product Group
Ультрикс Вакцина гриппозная инактивированная расщепленная,13,Product Group
Цефоперазон+[Сульбактам],13,Generic Name
Эфавиренз,13,"Generic Name,Product Group"
Альфакальцидол,12,Generic Name
Анатоксин дифтерийно-столбнячный,12,Generic Name
Антитоксин ботулинический типа В,12,Generic Name
Антитоксин ботулинический типа Е,12,Generic Name
АСК-кардио,12,Product Group
