pcid,Company,Local Product Name,Generic Name,Local Pack Description
1027,Aspen,IMATIB,imatinib,400 mg comp.rec.x 30
1028,Aspen,KEBIRTECAN,Irinotecan,100 mg inj.f.a.x 1
1029,Aspen,LEDAMIN,lenalidomide,10 mg caps.x 21
1030,Aspen,LEDAMIN,lenalidomide,15 mg caps.x 21
1031,Aspen,LEDAMIN,lenalidomide,25 mg caps.x 21
1032,Aspen,LEDAMIN,lenalidomide,5 mg caps.x 21
1033,Aspen,KEBIRZOL,letrozole,2.5 mg comp.rec.x 30
1034,Aspen,MITOKEBIR,mitomycin,20 mg f.a.x 1
1036,Aspen,KEBIR,oxaliplatin,50 mg f.a.liof.p/perf.x1
1037,Aspen,KEBIR,oxaliplatin,100mg f.a.liof.p/perf.x1
1038,Aspen,PACLIKEBIR,paclitaxel,100 mg inj.f.a.x 1
1039,Aspen,PACLIKEBIR,paclitaxel,150 mg inj.f.a.x 1
1040,Aspen,PACLIKEBIR,paclitaxel,30 mg inj.f.a.x 1
1041,Aspen,PACLIKEBIR,paclitaxel,300 mg inj.f.a.x 1
1042,Aspen,PRAXED,pemetrexed,500 mg f.a.x 1
1043,Aspen,PRAXED,pemetrexed,100 mg f.a.x 1
1044,Aspen Pharma,PURINETHOL,mercaptopurine,50 mg tablets x 25
1045,Aspen,TEBIRAN,abiraterone acetate,250 mg tablets x 120
1046,Aspen,ZOLOM,temozolomide,100 mg caps.x 5
1047,Aspen,ZOLOM,temozolomide,20 mg caps.x 5
1048,Aspen,ZOLOM,temozolomide,250 mg caps.x 5
1049,Aspen,TOPOKEBIR,topotecan,4 mg inj.f.a.liof.x 1
1050,Aspen,TOPOKEBIR,topotecan,4 mg inj.f.a.liof.x 5
1051,Aspen,VINKEBIR,vinorelbine,50 mg inj.f.a.x 1
1052,Teva Argentina,DISTALENE,anastrozole,1 mg comp.x 28
1053,Teva Argentina,BILECO,bleomycin,inj.a.x 1
1057,Elea,TRASTOCIR,cilostazol,100 mg tablets x 30
1058,Elea,TRASTOCIR,cilostazol,50 mg tablets x 30
1059,Elea,TRASTOCIR,cilostazol,100 mg tablets x 60
1060,Elea,TRASTOCIR,cilostazol,50 mg tablets x 60
1064,Teva Argentina,DICLADOX,doxorubicin,50 mg f.a.x 1
1075,Teva Argentina,PSICONOR,citalopram,20 mg tablets x 30
1077,Teva Argentina,NOXETOL,exemestane,25 mg comp.rec.x 30
1087,Teva Argentina,VALPEX,donepezil,10 mg comp.rec.x 30
1088,Teva Argentina,VALPEX,donepezil,5 mg comp.rec.x 30
1089,Teva Argentina,VALPEX,donepezil,10 mg comp.rec.x 60
1090,Teva Argentina,VALPEX,donepezil,5 mg comp.rec.x 60
1097,Beta,CERELUC MET,metformin+pioglitazone,15/500 mg tablets x 30
1098,Beta,CERELUC MET,metformin+pioglitazone,15/850 mg tablets x 30
1100,Beta,CERELUC,pioglitazone,15 mg tablets x 30
1101,Beta,CERELUC,pioglitazone,30 mg tablets x 30
1102,Beta,CERELUC,pioglitazone,45 mg tablets x 30
1105,Beta,AXIOMAT,escitalopram,10 mg comp.rec.x 30
1106,Beta,AXIOMAT,escitalopram,20 mg comp.rec.x 30
1112,Beta,GLIMIDE,rosiglitazone,4 mg comp.rec.x 30
1113,Beta,GLIMIDE,rosiglitazone,8 mg comp.rec.x 30
1122,Beta,SESTRINE,repaglinide,0.5 mg tablets x 30
1123,Beta,SESTRINE,repaglinide,1 mg comp.x 30
1124,Beta,SESTRINE,repaglinide,2 mg tablets x 30
1125,Beta,SESTRINE,repaglinide,1 mg comp.x 90
1126,Beta,SESTRINE,repaglinide,2 mg comp.x 90
1128,Glenmark,ANASTROZOL GLENMARK,anastrozole,1 mg comp.rec.x 30
1130,Glenmark,CAPECITABINA GLENMARK,capecitabine,500 mg comp.rec.x 120
1131,Glenmark,CARBOPLATINO GLENMARK,carboplatin,150 mg liof.f.a.x 1
1132,Glenmark,CARBOPLATINO GLENMARK,carboplatin,450 mg liof.f.a.x 1
1133,Glenmark,CISPLATINO GLENMARK,cisplatin,50 mg inj.liof.f.a.x 1
1135,Glenmark,DOCETAXEL GLENMARK,docetaxel,80 mg f.a.x 1+solv.
1139,Glenmark,GEMCITABINA GLENMARK,gemcitabine,1000 mg liof.inj.f.a.x 1
1141,Glenmark,IRINOTECAN GLENMARK,Irinotecan,100 mg inj.f.a.x 1 x 5ml
1142,Glenmark,LETROZOL GLENMARK,letrozole,2.5 mg tablets x 30
1145,Glenmark,OXALIPLATINO GLENMARK,oxaliplatin,50 mg liof.f.a.x 1
1146,Glenmark,OXALIPLATINO GLENMARK,oxaliplatin,100 mg liof.f.a.x 1
1147,Glenmark,PACLITAXEL GLENMARK,paclitaxel,100 mg f.a.sol.x 1
1148,Glenmark,PACLITAXEL GLENMARK,paclitaxel,150 mg f.a.sol.x 1x 25ml
1149,Glenmark,PACLITAXEL GLENMARK,paclitaxel,30 mg f.a.x 1 x 5 ml
1150,Glenmark,PACLITAXEL GLENMARK,paclitaxel,300 mg f.a.sol.x1 x 50ml
1151,Glenmark,PEMETREXED GLENMARK,pemetrexed,500 mg f.a.x 1
1156,Roemmers,PLENAIR,montelukast,4 mg comp.mast.x 30
1157,Roemmers,PLENAIR,montelukast,5 mg comp.mast.x 30
1158,Roemmers,PLENAIR,montelukast,10 mg comp.rec.x 30
1163,Vent 3,ASPIRINA 100 VENT-3,acetylsalicylic acid,100mg blister pack x10 x10 tablets (VL)
175855,Temis-Lostalo,LIPTUIN,micronized fenofibrate,200 mg caps. x 30
1165,Vent 3,ASPIRINA CARDIO VENT-3,acetylsalicylic acid,100 mg tablets x 30
176137,Casasco,SOLIFEN,solifenacin,10 mg comp.rec.x 30
1167,Pharmatrix,ACLER,fluorouracil,cr.x 20 g
1168,Casasco,ACLUSIN,cilostazol,100 mg tablets x 30
1171,Casasco,LIRPAN,donepezil,10 mg tablets x 30
1172,Casasco,LIRPAN,donepezil,5 mg tablets x 30
1173,Lazar,ADIUVAN,glimepiride,2 mg tablets x 30
1174,Lazar,ADIUVAN,glimepiride,4 mg comp.x 30
1175,Lazar,DELORAT,desloratadine,5mg/10ml jbe.x 50 ml
1176,Lazar,DELORAT,desloratadine,5 mg comp.rec.x 14
1179,Lazar,GLUKENIL,repaglinide,0.5 mg tablets x 30
1181,Lazar,GLUKENIL,repaglinide,2 mg tablets x 30
1187,Lazar,HIGLUCEM,pioglitazone,15 mg tablets x 28
1188,Lazar,HIGLUCEM,pioglitazone,30 mg tablets x 28
1189,Lazar,HIGLUCEM,pioglitazone,45 mg tablets x 30
1192,Eurofarma,AFIANCEN,leflunomide,20 mg comp.rec.x 30
1205,Techsphere,ANASTROZOL TECHSPERE,anastrozole,1 mg comp.rec.x 28
203118,Megalabs Argentina,PAMOXET,paroxetine,20 mg tablets x 30
1207,Techsphere,CAPECITABINA TECHSPHERE,capecitabine,500 mg tablets x 120
205115,Beta,PSICOASTEN,paroxetine,20 mg comp.rec.x 30
1221,Techsphere,PACLITAXEL TECHSPHERE,paclitaxel,100 mg inj.f.a.x 1
1222,Techsphere,PACLITAXEL TECHSPHERE,paclitaxel,150 mg inj.f.a.x 1
1223,Techsphere,PACLITAXEL TECHSPHERE,paclitaxel,30 mg inj.f.a.x 1
1224,Techsphere,PACLITAXEL TECHSPHERE,paclitaxel,300 mg inj.f.a.x 1
1230,Fabra,ALLOPURINOL FABRA 300,allopurinol,comp.x 20
1231,Fabra,ALLOPURINOL FABRA 300,allopurinol,comp.x 30
1234,Fabra,MEROPENEM FABRA,meropenem,500 mg f.a.x 1
1235,Fabra,MEROPENEM FABRA,meropenem,1000 mg f.a.x 1
1241,Adium,GARDOTON,glibenclamide,comp.x 30
1242,Adium,GARDOTON,glibenclamide,comp.x 60
1250,Adium,VORIFAS,pazopanib,200 mg comp.rec.x 30
1251,Adium,VORIFAS,pazopanib,400 mg comp.rec.x 30
1257,Ariston,EX3,escitalopram,10 mg tablets x 15
1259,Ariston,EX3,escitalopram,10 mg tablets x 30
1260,Ariston,EX3,escitalopram,20 mg tablets x 30
1262,Bioprofarma Bago,BENZIMIR,"bendamustine,chlorh.",25 mg f.a.x 1
1264,Bioprofarma Bago,BENZIMIR,"bendamustine,chlorh.",100 mg f.a.x 1
1265,Bioprofarma Bago,BIDROSTAT,bicalutamide,50 mg tablets x 28
1266,Bioprofarma Bago,CARBOXTIE,carboplatin,150 mg inj.f.a.x 1
1267,Bioprofarma Bago,DAPIBUS,dasatinib,100 mg comp.rec.x 30
1269,Bioprofarma Bago,DAPIBUS,dasatinib,50 mg comp.rec.x 60
211914,Teva Argentina,TAXAGON AD,trazodone,100 mg tablets x 20
1274,Bioprofarma Bago,DOXTIE,doxorubicin,50 mg inj.f.a.x 1
1279,Bioprofarma Bago,FILGEN,filgrastim,300 mcg jga.prell.x 1
1283,Bioprofarma Bago,FILGEN,filgrastim,300 mcg jga.prell.x 5
1286,Bioprofarma Bago,GEMBIO,gemcitabine,1 g f.a.iny.liof.x 1
1287,Bioprofarma Bago,GEMBIO,gemcitabine,200 mg f.a.inj.liof.x 1
1292,Bioprofarma Bago,CLINID,imatinib,400 mg comp.rec.x 30
1297,Bioprofarma Bago,IRINOGEN,Irinotecan,100 mg inj.f.a.x 1
1298,Bioprofarma Bago,IDELARA,letrozole,2.5 mg comp.rec.x 30
1300,Bioprofarma Bago,MITOTIE,mitomycin,20 mg f.a.x 1
1301,Bioprofarma Bago,MITOXGEN,mitoxantrone,20 mg inj.f.a.x 10 ml
269746,Richet,LEVOFLOXACINA RICHET,levofloxacin,25 mg/ml f.a.x 1 x 20 ml
296179,Denver Farma,ESPIRONOLACTONA DENVER FARMA,spironolactone,25 mg tablets x 30
1310,Bioprofarma Bago,TAMOXIS,tamoxifen,20 mg tablets x 30
1314,Bioprofarma Bago,XITABIN,capecitabine,500 mg tablets x 120
1315,Tuteur,BITERA,abiraterone acetate,250 mg tablets x 120
1317,Tuteur,GONDONAR,anastrozole,1 mg comp.rec.x 30
1318,Tuteur,ANTORIL,gemcitabine,200 mg f.a.x 1
1319,Tuteur,ANTORIL,gemcitabine,1 g f.a.x 1
1320,Adium,AZATIOPRINA RAFFO,azathioprine,50 mg comp.x 100
1321,Tuteur,ESEVARIL,"bendamustine,chlorh.",25 mg f.a.x 1
1322,Tuteur,ESEVARIL,"bendamustine,chlorh.",100 mg f.a.x 1
1327,Tuteur,CARBOPLATINO TUTEUR,carboplatin,150 mg inj.liof.f.a.x 1
1328,Tuteur,CARBOPLATINO TUTEUR,carboplatin,450 mg inj.liof.f.a.x 1
1329,Tuteur,CARBOPLATINO TUTEUR,carboplatin,50 mg inj.liof.f.a.x 1
1330,Tuteur,CISPLATINO TUTEUR,cisplatin,50 mg/100 ml f.a.x 1
1331,Tuteur,CISPLATINO TUTEUR,cisplatin,10 mg/20 ml f.a.x 1
1334,Tuteur,COLHIDROL,doxorubicin,50 mg pvo.liof.a.x 1
1341,Tuteur,DEREBEL,capecitabine,500 mg tablets x 120
1342,Tuteur,DOCETAXEL TUTEUR,docetaxel,20 mg f.a.+solv.x 1
1343,Tuteur,DOCETAXEL TUTEUR,docetaxel,80 mg f.a.+solv.x 1
1344,Tuteur,CRISABON,epirubicin,50 mg f.a.x 1
1347,Tuteur,ERLOTER,erlotinib,100 mg tablets x 30
1348,Tuteur,ERLOTER,erlotinib,150 mg tablets x 30
1349,Tuteur,EUVAXON,etoposide,100 mg/5 ml inj.f.a.x 1
1353,Tuteur,FLUOROURACILO TUTEUR,fluorouracil,500 mg/10 ml a.x 5
1357,Tuteur,AGACEL,imatinib,100 mg comp.rec.x 180
1358,Tuteur,AGACEL,imatinib,400 mg comp.rec.x 30
1359,Tuteur,SIBUDAN,Irinotecan,100 mg inj.f.a.x 1
1360,Tuteur,ITERBIL,azacitidine,100 mg f.a.x 1
1361,Tuteur,CENDALON,letrozole,2.5 mg comp.rec.x 30
1362,Tuteur,LUNADIN,lenalidomide,10 mg caps.x 21
1363,Tuteur,LUNADIN,lenalidomide,15 mg caps.x 21
1364,Tuteur,LUNADIN,lenalidomide,25 mg caps.x 21
1365,Tuteur,LUNADIN,lenalidomide,5 mg caps.x 21
1367,Tuteur,METOTREXATE TEVA,methotrexate,500 mg/20 ml f.a.x 1
1368,Tuteur,CRISOFIMINA,mitomycin,20 mg f.a.x 1
1373,Tuteur,METAPLATIN,oxaliplatin,50 mg f.a.x 1
1374,Tuteur,METAPLATIN,oxaliplatin,100 mg f.a.x 1
1375,Tuteur,PACLITAXEL TUTEUR,paclitaxel,100 mg/17 ml f.a.x 1
1376,Tuteur,PACLITAXEL TUTEUR,paclitaxel,150 mg/25 ml f.a.x 1
1377,Tuteur,PACLITAXEL TUTEUR,paclitaxel,30 mg/5 ml f.a.x 1
1378,Tuteur,PACLITAXEL TUTEUR,paclitaxel,300 mg/50 ml f.a.x 1
1379,Tuteur,PAZOPATER,pazopanib,200 mg comp.rec.x 30
1380,Tuteur,PAZOPATER,pazopanib,400 mg comp.rec.x 30
1386,Tuteur,RUMALAR,temozolomide,100 mg caps.x 5
1387,Tuteur,RUMALAR,temozolomide,20 mg caps.x 5
1388,Tuteur,RUMALAR,temozolomide,250 mg caps.x 5
1390,Tuteur,TIOSALIS,ondansetron,8 mg f.a.x 1
1407,Gobbi,OXINOVAG,oxycodone,20 mg comp.lib.prol.x 30
1409,Gobbi,CLITAXEL,paclitaxel,150 mg a.x 1
1410,Gobbi,CLITAXEL,paclitaxel,30 mg f.a.x 1
1412,Microsules Arg.,ANASTROZOL MICROSULES,anastrozole,1 mg comp.rec.x 28
1413,Microsules Arg.,ARQUIMES,azacitidine,100 mg inj.liof.f.a.x 1
1414,Microsules Arg.,MEXED,"bendamustine,chlorh.",25 mg f.a.liof.x 1
1415,Microsules Arg.,MEXED,"bendamustine,chlorh.",100 mg f.a.liof.x 1
1416,Microsules Arg.,CAPECTAN,capecitabine,500 mg comp.rec.x 120
1417,Microsules Arg.,CARBOPLATINO MICROSULES,carboplatin,150 mg inj.f.a.x 1
1418,Microsules Arg.,CARBOPLATINO MICROSULES,carboplatin,450 mg inj.f.a.x 1
1419,Microsules Arg.,CISPLATINO MICROSULES,cisplatin,50 mg f.a.x 1
1420,Microsules Arg.,CICLOFOSFAMIDA MICROSULES,cyclophosphamide,1000 mg f.a.x 1
1421,Microsules Arg.,CICLOFOSFAMIDA MICROSULES,cyclophosphamide,200 mg f.a.liof.x 6
305222,Lepetit,RITMONIL 200,amiodarone,200 mg tablets x 50
2241547,Aspen Pharma,NEURONTIN,gabapentin,600 mg comp.rec.x 30
1427,Microsules Arg.,DOCETAXEL MICROSULES,docetaxel,20 mg f.a.x 1 x 0.5 ml
1428,Microsules Arg.,DOCETAXEL MICROSULES,docetaxel,80 mg f.a.x 1 x 2 ml
1429,Microsules Arg.,ETOPOSIDO MICROSULES,etoposide,100 mg inj.a.x 1 x 5 ml
1430,Microsules Arg.,FINABAND,bicalutamide,50 mg tablets x 30
1431,Microsules Arg.,FLUDARABINA MICROSULES,fludarabine,50 mg inj.f.a.x 1
1432,Microsules Arg.,FLUDARABINA MICROSULES,fludarabine,50 mg inj.f.a.x 5
1433,Microsules Arg.,FLUDARABINA MICROSULES,fludarabine,10 mg comp.rec.x 15
1434,Microsules Arg.,TRIOSULES,fluorouracil,500 mg inj.a.x 5 x 10 ml
1435,Microsules Arg.,FLUTAMIDA MICROSULES,flutamide,250 mg comp.rec.x 60
1436,Microsules Arg.,NABIGEM,gemcitabine,1000 mg f.a.inj.liof.x 1
1437,Microsules Arg.,NABIGEM,gemcitabine,200 mg f.a.inj.liof.x 1
1438,Microsules Arg.,IFOSFAMIDA MICROSULES,ifosfamide,1 g inj.f.a.x 1
1439,Microsules Arg.,TAGONIB,imatinib,100 mg comp.x 180
1440,Microsules Arg.,TAGONIB,imatinib,400 mg tablets x 30
1441,Microsules Arg.,SATIGENE,Irinotecan,inj.f.a.x 1
1442,Microsules Arg.,LETROZOL MICROSULES,letrozole,2.5 mg comp.rec.x 30
1443,Microsules Arg.,REDUGLUC,metformin,500 mg tablets x 100
1445,Microsules Arg.,REDUGLUC,metformin,500 mg tablets x 30
1447,Microsules Arg.,REDUGLUC,metformin,500 mg tablets x 60
1449,Microsules Arg.,METOTREXATO MICROSULES,methotrexate,50 mg inj.f.a.x 1
1450,Microsules Arg.,METOTREXATO MICROSULES,methotrexate,500 mg inj.f.a.x 1
1451,Microsules Arg.,METOTREXATO MICROSULES,methotrexate,1000 mg inj.f.a.x 1
1452,Microsules Arg.,MICRO-CAPE,clopidogrel,75 mg comp.rec.x 30
1453,Microsules Arg.,MITOMICINA MICROSULES,mitomycin,20 mg inj.liof.f.a.x 1
1454,Microsules Arg.,ONKOSTATIL,doxorubicin,50 mg f.a.x 1
1455,Microsules Arg.,ONKOSTATIL,doxorubicin,10 mg f.a.x 1
1456,Microsules Arg.,MITOG,oxaliplatin,50 mg f.a.x 1
1457,Microsules Arg.,MITOG,oxaliplatin,100 mg f.a.x 1
1458,Microsules Arg.,PACLITAXEL MICROSULES,paclitaxel,100 mg inj.f.a.x 1 x17ml
1459,Microsules Arg.,PACLITAXEL MICROSULES,paclitaxel,150 mg inj.f.a.x 1 x25ml
1460,Microsules Arg.,PACLITAXEL MICROSULES,paclitaxel,30 mg inj.f.a.x 1 x 5 ml
1461,Microsules Arg.,PACLITAXEL MICROSULES,paclitaxel,300 mg inj.f.a.x 1 x50ml
1462,Microsules Arg.,VENUSTED,pemetrexed,500 mg inj.liof.x 1
1464,Microsules Arg.,TEZULINA,temozolomide,100 mg caps.x 5
1465,Microsules Arg.,TEZULINA,temozolomide,20 mg caps.x 5
1466,Microsules Arg.,TEZULINA,temozolomide,250 mg caps.x 5
1467,Microsules Arg.,TOPOTECAN MICROSULES,topotecan,4 mg f.a.x 1
1468,Microsules Arg.,TOPOTECAN MICROSULES,topotecan,4 mg f.a.x 5
1469,Microsules Arg.,ZULETEL,efavirenz,600 mg tablets x 30
1470,Denver Farma,ASMABRON,fluticasone+salmeterol,125/25 c/cont. dose x120
1471,Denver Farma,ASMABRON,fluticasone+salmeterol,250/25 each 120-dose container
1478,Baliarda,BALIGLUC AP 500,metformin,500 mg comp.rec.AP x 30
1479,Baliarda,BALIGLUC AP 850,metformin,850 mg comp.rec.AP x 30
1480,Baliarda,BALIGLUC AP 1000,metformin,1000 mg comp.rec.AP x 60
1481,Baliarda,BALIGLUC 500,metformin,500 mg comp.rec.ran.x 60
1482,Baliarda,BALIGLUC AP 850,metformin,comp.rec.lib.prol.x 60
1498,LKM,DETAVI,decitabine,50 mg inj.liof.f.a.x 1
1499,LKM,PLUSTAXANO ANHIDRO 20,docetaxel,20 mg f.a.x 1+dissolv.x 1
1500,LKM,PLUSTAXANO ANHIDRO 80,docetaxel,80 mg f.a.x 1+dissolv.x 1
1502,LKM,FIBRIDONER,pirfenidone,200 mg tablets x 200
1503,LKM,FIBRIDONER,pirfenidone,200 mg tablets x 360
1510,LKM,LENOMEL 10,lenalidomide,10 mg caps.x 21
1511,LKM,LENOMEL 15,lenalidomide,15 mg caps.x 21
1512,LKM,LENOMEL 25,lenalidomide,25 mg caps.x 21
1520,LKM,METOTREXATO MARTIAN,methotrexate,50 mg f.a.x 1
1521,LKM,METOTREXATO MARTIAN,methotrexate,500 mg f.a.x 1
1541,Craveri,CRAVENORM,repaglinide,1 mg comp.x 30
1550,Craveri,TRADON MR,gliclazide,30mg comp.lib.modif.x 30
1551,Craveri,TRADON 60 MR,gliclazide,60mg comp.lib.modif.x 30
1552,Craveri,TRADON MR,gliclazide,30mg comp.lib.modif.x 60
1553,Craveri,TRADON 60 MR,gliclazide,60mg comp.lib.modif.x 60
1555,LKM,ZYVALIX,abiraterone acetate,250 mg tablets x 120
1557,LKM,BENDAM,"bendamustine,chlorh.",25 mg f.a.x 1
1558,LKM,BENDAM,"bendamustine,chlorh.",100 mg f.a.x 1
1559,LKM,BLEOCRIS,bleomycin,15 mg inj.liof.f.a.x 1
1560,LKM,BOZOB,bortezomib,3.5 mg f.a.x 1
1561,LKM,CAPEBINA,capecitabine,500 mg tablets x 120
1562,LKM,CARBOPLATINO MARTIAN,carboplatin,150 mg inj.liof.f.a.x 1
1563,LKM,CARBOPLATINO MARTIAN,carboplatin,450 mg inj.liof.f.a.x 1
1565,LKM,CISPLATINO LKM,cisplatin,50 mg f.a.x 1
1567,LKM,CICLOFOSFAMIDA LKM 1000 MG,cyclophosphamide,1000 mg inj.f.a.x 1
1568,LKM,CITARABINA LKM 100,cytarabine,iny.liof.f.a.x 1
1571,LKM,ONCOCARBIL 200,dacarbazine,200 mg inj.liof.f.a.x 1
1572,LKM,REMBRE,dasatinib,100 mg tab. rec.x 30
1574,LKM,REMBRE,dasatinib,50 mg comp. rec.x 60
1575,LKM,REMBRE,dasatinib,70 mg comp. rec.x 60
1578,LKM,DOLECTRAN NF,docetaxel,80 mg f.a.x 1+dissolv.
1579,LKM,DOXOCRIS,doxorubicin,50 mg f.a.x 1
1586,LKM,FLUOROURACILO LKM 500,fluorouracil,500 mg inj.a.x 4
1588,LKM,GESTREDOS,gemcitabine,1000 mg a.x 1
1589,LKM,GESTREDOS,gemcitabine,200 mg a.x 1
1590,LKM,IFOCRIS,ifosfamide,1 g f.a.x 1
1591,LKM,TIMAB 100,imatinib,100 mg comp.rec.x 180
1592,LKM,TIMAB 400,imatinib,400 mg comp.rec.x 30
1593,LKM,ITOXARIL 100,Irinotecan,100 mg f.a.x 1
1594,LKM,LADEVINA,lenalidomide,10 mg caps.x 21
1595,LKM,LADEVINA,lenalidomide,15 mg caps.x 21
1596,LKM,LADEVINA,lenalidomide,25 mg caps.x 21
1597,LKM,LADEVINA,lenalidomide,5 mg caps.x 21
1600,LKM,MITOMICINA LKM 20,mitomycin,20 mg inj.f.a.x 1
1602,LKM,OLVESTRAN,fulvestrant,250 mg/5 ml jga.prell.x2
1603,LKM,CRISAPLA,oxaliplatin,50 mg f.a.x 1
1604,LKM,CRISAPLA,oxaliplatin,100 mg f.a.x 1
1605,LKM,TAXOCRIS,paclitaxel,100 mg a.x 1
1606,LKM,TAXOCRIS,paclitaxel,30 mg a.x 1
1607,LKM,TAXOCRIS,paclitaxel,300 mg f.a.x 1
1608,LKM,TAXOCRIS,paclitaxel,30 mg a.x 5
1609,LKM,ENZASTAR,pemetrexed,500 mg liof.f.a.x 1
1610,LKM,SULFINAV,efavirenz,600 mg tablets x 30
1611,LKM,TOCITRAP,temozolomide,100 mg caps.x 21
1613,LKM,TOCITRAP,temozolomide,20 mg caps.x 21
1614,LKM,TOCITRAP,temozolomide,100 mg caps.x 5
1615,LKM,TOCITRAP,temozolomide,140 mg caps.x 5
1617,LKM,TOCITRAP,temozolomide,20 mg caps.x 5
1619,LKM,VINCRISTINA LKM 1,vincristine,1 mg inj.a.x 1
1627,Medipharma,GLENTOR,glibenclamide,5 mg tablets x 30
1628,Medipharma,GLENTOR,glibenclamide,5 mg comp.x 60
1634,Francelab,DIABE PASS 5,glibenclamide,5 mg tablets x 30
1635,Francelab,DIABE PASS 5,glibenclamide,5 mg comp.x 60
1640,Francelab,PIOTAMAX 30,pioglitazone,30 mg tablets x 30
1641,Francelab,PIOTAMAX 45,pioglitazone,45 mg comp.birran.x 30
1642,Lafedar,DIABEMIN,glibenclamide,5 mg comp.x 60
1643,Lafedar,IPATROP,ipratropium bromide,sun.p/nebulize x 20 ml
1644,Lafedar,IPATROP,ipratropium bromide,sun.p/nebulize x 40 ml
1645,Lafedar,LENDRONAL,alendronate,comp.x 4
1646,Lafedar,RIVASMINA,rivastigmine,1.5 mg caps.x 14
1647,Lafedar,RIVASMINA,rivastigmine,3 mg caps.x 14
1648,Lafedar,RIVASMINA,rivastigmine,4.5 mg caps.x 14
1649,Lafedar,RIVASMINA,rivastigmine,6 mg caps.x 14
1650,Lafedar,RIVASMINA,rivastigmine,1.5 mg caps.x 28
1651,Lafedar,RIVASMINA,rivastigmine,3 mg caps.x 28
1652,Lafedar,RIVASMINA,rivastigmine,4.5 mg caps.x 28
1653,Lafedar,RIVASMINA,rivastigmine,6 mg caps.x 28
1654,Lafedar,RIVASMINA,rivastigmine,1.5 mg caps.x 56
1655,Lafedar,RIVASMINA,rivastigmine,3 mg caps.x 56
1656,Lafedar,RIVASMINA,rivastigmine,4.5 mg caps.x 56
1657,Lafedar,RIVASMINA,rivastigmine,6 mg caps.x 56
1658,Lafedar,TEODILAT,anhydrous theophylline,0.8 g jbe.x 120 ml
1659,Lafedar,TEODILAT,anhydrous theophylline,1.6 g jbe.x 120 ml
1660,Lafedar,TEODILAT,anhydrous theophylline,200 mg tablets x 20
1661,Lafedar,TEODILAT,anhydrous theophylline,300 mg tablets x 20
1669,Bago,DRILYNA,anhydrous theophylline,300 mg tablets x 20
1673,Bago,NOVO HUMORAP 10,escitalopram,10 mg comp.rec.x 28
1674,Bago,NOVO HUMORAP 20,escitalopram,20 mg comp.rec.x 28
2224241,Finadiet,CALMADOR,tramadol,100 mg a.x 6
327002,Laboratorios Frasca,BACLOFENO CEVALLOS,baclofen,10 mg tablets x 50
357988,Casasco,OLEOFIN,orlistat,60 mg caps.x 30
360097,Richmond,ACIDO FOLICO RICHMOND,folic acid,1 mg comp.x 60
360099,Richmond,ACIDO FOLICO RICHMOND,folic acid,5 mg comp.x 60
1895170,Trb-Pharma,POLIRREUMIN,hydroxychloroquine,200 mg comp.rec.x 60
1681,Bago,GLUCEMIX 50,vildagliptin,50 mg tablets x 28
1682,Bago,GLUCEMIX 50,vildagliptin,50 mg comp.x 56
1683,Bago,LUKAST 10,montelukast,10 mg comp.rec.x 30
1684,Bago,LUKAST 4,montelukast,4 mg comp.mast.x 30
1686,Bago,LUCIDEX 10,memantine,10 mg tablets x 30
1687,Bago,LUCIDEX 10,memantine,10 mg tablets x 60
377212,Roemmers,LANZOPRAL,lansoprazole,caps.x 15 (VL)
377213,Roemmers,LANZOPRAL,lansoprazole,caps.x 30 (VL)
377603,Hemoderivados,ALBUMINA SERICA,human albumin,20% injectable x 50ml per unit
382097,Adium,ELIGARD 22.5 MG,leuprolide acetate,kit x 1
1693,Bago,TROKEN 75,clopidogrel,75 mg tablets x 15
1694,Bago,TROKEN 75,clopidogrel,75 mg tablets x 30
1706,Cassara,SALBUTRAL,salbutamol,aer.x 250 doses
382112,Richet,HIDROCORTISONA RICHET,hydrocortisone,500 mg liof.f.a.x 1
395243,Lafedar,LAFECAINA 2%,lidocaine,viscose fco.x 50 ml
1710,Duncan,DUBURINA,metformin,850 mg tablets x 30
1711,Duncan,DUBURINA,metformin,500 mg comp.rec.x 60
1713,Gador,ALLOPURINOL GADOR,allopurinol,300 mg tablets x 30
1714,Gador,ALLOPURINOL GADOR,allopurinol,300 mg tablets x 60
1716,Gador,ALLOPURINOL GADOR,allopurinol,100 mg tablets x 30
1718,Gador,ALLOPURINOL GADOR,allopurinol,100 mg tablets x 60
1722,Gador,ANEBOL,anastrozole,comp.x 28
1724,Gador,POLICOR,cilostazol,100 mg tablets x 30
1725,Gador,POLICOR,cilostazol,50 mg tablets x 30
1728,Ariston,FEBUXTAT,febuxostat,80 mg tablets per 30 tablets
1730,Gador,HIPOGLUT 2,glimepiride,2 mg tablets x 30
1731,Gador,HIPOGLUT 4,glimepiride,4 mg comp.x 30
1735,Gador,TAMOXIFENO GADOR,tamoxifen,10 mg tablets x 30
1736,Gador,TAMOXIFENO GADOR,tamoxifen,20 mg tablets x 30
1737,Gador,XELEVIA MET,"sitagliptin+metformin,chlorh.",50/1000 mg rec. tab.x 28
1738,Gador,XELEVIA MET,"sitagliptin+metformin,chlorh.",50/500 mg rec. tab.x 28
1739,Gador,XELEVIA MET,"sitagliptin+metformin,chlorh.",50/850 mg rec. tab.x 28
