Local Product Name,Local Pack Code,Generic Name,WHO ATC Code,Formulation,Strength Size,Fill Size,Customized 1,Marketing Authority / Company Name,Effective Start Date,Effective End Date,Public with VAT Price,Pharmacy Purchase Price,Local Pack Description,Reimbursable Status,Reimbursable Rate,Reimbursable Notes,Copayment Value,Copayment Percent,Margin Rule,VAT Percent,detail_url
AMORA,3850343043328,"ramipril, amlodipine",C09BB07,"capsule, hard",5 mg/5 mg,30 capsules (blister 5 x 6)/box,"1 capsule, hard contains: amlodipine besylate...6.934 mg (equivalent to amlodipine 5 mg) ramipril...5 mg","BELUPO lijekovi i kozmetika d.d., Koprivnica, Croatia",23.04.2025,,303.25,225.63,"capsule, hard 30 capsules (blister 5 x 6)/box 5 mg/5 mg 1 capsule, hard contains: amlodipine besylate...6.934 mg (equivalent to amlodipine 5 mg) ramipril...5 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2617293458?t:ac=overview
AMORA,3850343043342,"ramipril, amlodipine",C09BB07,"capsule, hard",10 mg/5 mg,30 capsules (blister 5 x 6)/box,"1 capsule, hard contains: amlodipine besylate...6.934 mg (equivalent to amlodipine 5 mg) ramipril...10 mg","BELUPO lijekovi i kozmetika d.d., Koprivnica, Croatia",23.04.2025,,394.56,293.57,"капсула, тврда 30 капсули (блистер 5 x 6)/кутија 10 mg/5 mg 1 капсула, тврда содржи: амлодипин бесилат. . . 6,934 mg (еквивалентен на амлодипин 5 mg) рамиприл. . . 10 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2617293457?t:ac=overview
AMPICILIN ALKALOID,5310001218874,ampicillin,J01CA01,"capsule, hard",500 mg,16 capsules (blister 2 x 8)/box,"ампицилин трихидрат . . . 592,20 mg (еквивалентен на 500 mg ампицилин)","ALKALOID AD, Skopje, R.North Macedonia",11.03.2016,,98.4,82,"capsule, hard 16 capsules (blister 2 x 8)/box 500 mg ampicillin trihydrate...592.20 mg (equivalent to 500 mg ampicillin)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/51132?t:ac=overview
AMORON,5310010000071,indapamide,C03BA11,coated tablet,"2,5 mg",30 coated tablets (blister 2 x 15)/box,1 coated tablet contains: indapamide...2.5 mg,"AD JAKA 80 Radovish, Skopje, R.North Macedonia",13.11.2015,,111.56,89.25,coated tablet 30 coated tablets (blister 2 x 15)/box 2.5 mg 1 coated tablet contains: indapamide...2.5 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/55364?t:ac=overview
AMPICILIN ALKALOID,5310001218867,ampicillin,J01CA01,"capsule, hard",500 mg,100 capsules (blister 10 x 10)/box,ampicillin trihydrate...592.20 mg (equivalent to 500 mg ampicillin),"ALKALOID AD, Skopje, R.North Macedonia",11.03.2016,,0,0,"капсула, тврда 100 капсули (блистер 10 х 10)/кутија 500 mg ампицилин трихидрат . . . 592,20 mg (еквивалентен на 500 mg ампицилин)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/51131?t:ac=overview
AMPICILLIN TZF,5904016012765,ampicillin,J01CA01,powder for solution for injection,2 g,1 vial x 2 g powder/box,1 вијала содржи: ампицилин. . . 2 g (како ампицилин натриум),"Tarchomin Pharmaceutical Works ""Polfa""S.A, Варшава, Полска",16.01.2023,28.12.2027,0,0,прашок за раствор за инјектирање 1 вијала х 2 g прашок/кутија 2 g 1 вијала содржи: ампицилин. . . 2 g (како ампицилин натриум),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3015637905?t:ac=overview
AMPICILLIN TZF,5904016012741,ampicillin,J01CA01,powder for solution for injection,500 mg,1 вијала х 500 mg прашок/кутија,1 vial contains: ampicillin...500 mg (equivalent to ampicillin sodium . . . 535 mg),"Tarchomin Pharmaceutical Works ""POLFA"" S.A., Варшава, Полска",03.03.2023,01.02.2028,0,0,прашок за раствор за инјектирање 1 вијала х 500 mg прашок/кутија 500 mg 1 вијала содржи: ампицилин. . . 500 mg (еквивалентно на ампицилин натриум. . . 535 mg),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3051991277?t:ac=overview
AMPICILLIN TZF,5904016012758,ampicillin,J01CA01,powder for solution for injection,1 g,1 вијала х 1 g прашок/кутија,1 vial contains: ampicillin...1 g (as ampicillin sodium),"Tarchomin Pharmaceutical Works ""Polfa""S.A, Warsaw, Poland",16.01.2023,28.12.2027,150.08,111.67,powder for solution for injection 1 vial x 1 g powder/box 1 g 1 vial contains: ampicillin...1 g (as ampicillin sodium),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3015637906?t:ac=overview
AMPRIL,3838989538309,ramipril,C09AA05,tablet,5 mg,28 tablets (blister 4 x 7)/box,1 tablet contains: ramipril...5 mg,"KRKA d.d.(Lochna), Novo Mesto, Slovenia",22.07.2016,,202.27,150.5,tablet 28 tablets (blister 4 x 7)/box 5 mg 1 tablet contains: ramipril...5 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/56266?t:ac=overview
AMPRIL,3838989538255,ramipril,C09AA05,tablet,"2,5 mg",28 tablets (blister 4 x 7)/box,1 tablet contains: ramipril...2.5 mg,"KRKA d.d.(Lochna), Novo Mesto, Slovenia",22.07.2016,,125.44,93.33,tablet 28 tablets (blister 4 x 7)/box 2.5 mg 1 tablet contains: ramipril...2.5 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/56265?t:ac=overview
AMPRIL,3838989538316,ramipril,C09AA05,tablet,10 mg,28 tablets (blister 4 x 7)/box,1 tablet contains: ramipril...10 mg,"KRKA d.d.(Lochna), Novo Mesto, Slovenia",22.07.2016,,233.3,173.59,tablet 28 tablets (blister 4 x 7)/box 10 mg 1 tablet contains: ramipril...10 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/56267?t:ac=overview
ANALGIN,5310001268008,metamizole sodium,N02BB02,tablet,500 mg,10 tablets (blister 1 x 10)/box,1 таблета содржи: метамизол натриум монохидрат . . . 500 mg,"АЛКАЛОИД АД, Скопје, Р. Северна Македонија",21.02.2014,,0,0,tablet 10 tablets (blister 1 x 10)/box 500 mg 1 tablet contains: metamizole sodium monohydrate...500 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2442909459?t:ac=overview
ANALGIN,5310001243418,metamizole sodium,N02BB02,solution for injection,1 g/2 ml,10 ampoules x 2 ml/box,2 ml раствор (1 ампула) содржи: метамизол натриум монохидрат. . . 1 g,"АЛКАЛОИД АД Скопје - Фармацевтска, Хемиска, Козметичка индустрија, Скопје, Р. Северна Македонија",16.11.2021,,0,0,solution for injection 10 ampoules x 2 ml/box 1 g/2 ml 2 ml solution (1 ampoule) contains: metamizole sodium monohydrate...1 g,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/1329128026?t:ac=overview
ANALGIN,5310001264758,metamizole sodium,N02BB02,solution for injection,1 g/2 ml,50 ампули х 2 ml/кутија,2 ml раствор содржи: метамизол натриум . . . 1 g,"ALKALOID AD, Skopje, R.North Macedonia",30.01.2014,,628.43,508.5,solution for injection 50 ampoules x 2 ml/box 1 g/2 ml 2 ml solution contains: metamizole sodium...1 g,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2216823130?t:ac=overview
ANALGIN,5310001273927,metamizole sodium,N02BB02,solution for injection,"2,5 g/5 ml",50 ampoules x 5 ml/box,5 ml solution contains: metamizole sodium...2.5 g,"ALKALOID AD, Skopje, R.North Macedonia",30.01.2014,,1200.99,971.8,solution for injection 50 ampoules x 5 ml/box 2.5 g/5 ml 5 ml solution contains: metamizole sodium...2.5 g,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2852459125?t:ac=overview
ANASTROZOLE ACCORD,5319991914186,anastrozole,L02BG03,film-coated tablet,1 mg,28 film-coated tablets/blister/box,1 film-coated tablet contains: anastrozole...1 mg,"ACCORD Healthcare Polska, Pabianice, Poland",08.08.2019,05.08.2024,1207.5,920,film-coated tablet 28 film-coated tablets/blister/box 1 mg 1 film-coated tablet contains: anastrozole...1 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3235236437?t:ac=overview
ANASTROSOL PLIVA,3850114241502,anastrozole,L02BG03,film-coated tablet,1 mg,28 tablets (blister 2 x 14)/box,1 film-coated tablet contains: anastrozole...1 mg,"PLIVA Hrvatska d.o.o, Zagreb, Croatia, TEVA Pharmaceutical Works Private Limited Company, Debrecen, Hungary",17.04.2019,,1207.5,920,film-coated tablet 28 tablets (blister 2 x 14)/box 1 mg 1 film-coated tablet contains: anastrozole...1 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2249678818?t:ac=overview
ANAZALES,5319992125048,anastrozole,L02BG03,филм-обложена таблета,1 mg,28 film-coated tablets (blister 2 x 14)/box,1 film-coated tablet contains: Anastozol...1 mg,"ASPECTUS FARMA DOO Skopje-Bunardzik/Ilinden, Skopje, R.North Macedonia",23.05.2024,04.04.2029,1207.5,920,film-coated tablet 28 film-coated tablets (blister 2 x 14)/box 1 mg 1 film-coated tablet contains: Anastozol...1 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3495199244?t:ac=overview
ANBOL,8608808142070,acetylsalicylic acid,N02BA01,tablet,300 mg,20 tablets (blister 2 x 10)/box,1 tablet contains: acetylsalicylic acid...300 mg,"GALENIKA AD, Belgrade, Serbia",26.09.2019,25.09.2024,0,0,tablet 20 tablets (blister 2 x 10)/box 300 mg 1 tablet contains: acetylsalicylic acid...300 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/1900110639?t:ac=overview
ANBOL CARDIO,8608808191146,acetylsalicylic acid,B01AC06,gastro-resistant tablet,100 mg,30 tablets (blister 2 x 15)/box,1 gastro-resistant tablet contains: acetylsalicylic acid...100 mg,"Toll Manufacturing Serviced S.L., Мадрид, Шпанија, Laboratorios Medicamentos Internacionales S.A., Мадрид, Шпанија, FARMALIDER S.A., Мадрид, Шпанија",10.02.2021,03.02.2026,0,0,гастрорезистентна таблета 30 таблети (блистер 2 х 15)/кутија 100 mg 1 гастрорезистентна таблета содржи: ацетилсалицилна киселина. . . 100 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2446308915?t:ac=overview
ANBOL CARDIO,8608808145279,acetylsalicylic acid,B01AC06,gastro-resistant tablet,75 mg,30 gastro-resistant tablets (blister 2 x 15)/box,1 гастрорезистентна таблета содржи: ацетилсалицилна киселина. . .75 mg,"Toll Manufacturing Serviced S.L., Madrid, Spain, FARMALIDER S.A., Madrid, Spain",24.04.2023,13.02.2028,0,0,гастрорезистентна таблета 30 гастрорезистентни таблети (блистер 2 х 15)/кутија 75 mg 1 гастрорезистентна таблета содржи: ацетилсалицилна киселина. . .75 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3080880490?t:ac=overview
ANDOL,3850114205603,acetylsalicylic acid,B01AC06,tablet,100 mg,20 таблети (блистер 2 х 10)/кутија,1 tablet contains: acetylsalicylic acid (in buffered form)...100 mg (+ 1% in excess),"PLIVA Hrvatska d.o.o, Загреб, Хрватска",06.06.2017,,0,0,tablet 20 tablets (blister 2 x 10)/box 100 mg 1 tablet contains: acetylsalicylic acid (in buffered form)...100 mg (+ 1% in excess),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/54474?t:ac=overview
ANDOL,3850114206938,acetylsalicylic acid,N02BA01,tablet,300 mg,20 tablets (blister 2 x 10)/box,1 tablet contains: acetylsalicylic acid (in buffered form)...300 mg (+2% in excess),"PLIVA Hrvatska d.o.o., Zagreb, Croatia",06.06.2017,,0,0,таблета 20 таблети (блистер 2 х 10)/кутија 300 mg 1 таблета содржи: ацетилсалицилна киселина (во пуферирана форма) . . . 300 mg (+2% во вишок),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/54475?t:ac=overview
ANDOL C,3850114225908,"acetylsalicylic acid, ascorbic acid",N02BA51,effervescent tablet,500 mg/250 mg,10 tablets (PP container)/box,1 шумлива таблета содржи: ацетилсалицилна киселина. . . 500 mg аскорбинска киселина. . . 250 mg,"PLIVA Hrvatska d.o.o., Zagreb, Croatia",21.11.2019,,0,0,effervescent tablet 10 tablets (PP container)/box 500 mg/250 mg 1 effervescent tablet contains: acetylsalicylic acid...500 mg of ascorbic acid...250 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2805087412?t:ac=overview
ANDOL PRO,3850114230728,acetylsalicylic acid,B01AC06,gastro-resistant tablet,75 mg,30 гастрорезистенти таблети (блистер 3 х 10)/кутија,1 гастрорезистентна таблета содржи: ацетилсалицилна киселина. . . 75 mg,"BALKANPHARMA-DUPNITZA AD, Dupnica, Bulgaria, PLIVA Hrvatska d.o.o, Zagreb, Croatia",28.05.2021,17.05.2026,0,0,gastro-resistant tablet 30 gastro-resistant tablets (blister 3 x 10)/box 75 mg 1 gastro-resistant tablet contains: acetylsalicylic acid...75 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2531166101?t:ac=overview
ANDROBAS,5319991382305,cyproterone,G03HA01,tablet,50 mg,50 таблети (блистер 5 х 10)/кутија,1 tablet contains: cyproterone acetate...50 mg,"BIONIKA Pharmaceuticals doo, Skopje, R.North Macedonia",27.05.2022,,1315.13,1002,tablet 50 tablets (blister 5 x 10)/box 50 mg 1 tablet contains: cyproterone acetate...50 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/1415109062?t:ac=overview
ANDROCUR,8600103492225,cyproterone,G03HA01,tablet,50 mg,50 tablets (blister 5 x 10)/box,1 tablet contains: cyproterone acetate...50 mg,"BAYER PHARMA AG, Berlin, Germany, BAYER Weimar GmbH & Co.KG., Weimar, Germany, BAYER farmacevtska druzba d.o.o., Ljubljana, Slovenia",31.03.2015,,1339.05,1020.23,tablet 50 tablets (blister 5 x 10)/box 50 mg 1 tablet contains: cyproterone acetate...50 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2959462027?t:ac=overview
ANGAL,3838957055548,"chlorhexidine, lidocaine",R02AA05,"mouth spray, solution","(2 mg/0,5 mg)/1 ml",dark glass bottle with spray pump x 30 ml/box,"1 ml раствор содржи: хлорхексидин диглуконатен . . . 2 g лидокаин хидрохлорид . . . 0,5 g 1 впрскување (0,15 - 0,2 ml раствор) содржи: хлорхексидин диглуконатен . . . 0,32 - 0,42 mg лидокаин хидрохлорид . . . 0,08-0,1 mg","LEK farmacevtska druzba d.d., Ljubljana, Slovenia",13.07.2017,,0,0,"спреј за уста, раствор темно стаклено шише со пумпа за распрскување х 30 ml/кутија (2 mg/0,5 mg)/1 ml 1 ml раствор содржи: хлорхексидин диглуконатен . . . 2 g лидокаин хидрохлорид . . . 0,5 g 1 впрскување (0,15 - 0,2 ml раствор) содржи: хлорхексидин диглуконатен . . . 0,32 - 0,42 mg лидокаин хидрохлорид . . . 0,08-0,1 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/56362?t:ac=overview
ANESED-R,8699606756842,flumazenil,V03AB25,solution for injection,"0,5 mg/5 ml",5 glass ampoules x 5 ml/box,"1 ml раствор за инјектирање содржи: флумазенил. . . 0,1 mg 1 стаклена ампула (5 ml) содржи: флумазенил. . . 0,5 mg","POLIFARMA ILAC SAN.VE TIC.A.S., Текирдаг, Турција",26.12.2025,06.11.2030,0,0,solution for injection 5 glass ampoules x 5 ml/box 0.5 mg/5 ml 1 ml solution for injection contains: flumazenil...0.1 mg 1 glass ampoule (5 ml) contains: flumazenil...0.5 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4780642259?t:ac=overview
ANGAL,3838957060078,"chlorhexidine, lidocaine",R02AA05,lozenge,5 mg/1mg,24 pastilles (blister 2x12)/box,1 пастила содржи: хлорхексидин дихидрохлорид . . . 5 mg лидокаин хидрохлорид . . . 1 mg,"LEK farmacevtska druzba d.d., Ljubljana, Slovenia, Laboratoria QUALIPHAR N.V./S.A., Bornem, Belgium",18.06.2013,,0,0,пастила 24 пастили (блистер 2х12)/кутија 5 mg/1mg 1 пастила содржи: хлорхексидин дихидрохлорид . . . 5 mg лидокаин хидрохлорид . . . 1 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/817207524?t:ac=overview
ANGELIQ,3838944941120,"drospirenone, estradiol",G03AA12,film-coated tablet,2 mg/1 mg,28 film-coated tablets (blister 1 x 28)/box,"1 film-coated tablet contains: drospirenone...2 mg estradiol hemihydrate, micronized...1.033 mg (equivalent to 1 mg estradiol)","BAYER PHARMA AG, Берлин, Германија",12.04.2016,,827.64,630.59,"film-coated tablet 28 film-coated tablets (blister 1 x 28)/box 2 mg/1 mg 1 film-coated tablet contains: drospirenone...2 mg estradiol hemihydrate, micronized...1.033 mg (equivalent to 1 mg estradiol)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2574336957?t:ac=overview
