Generic,Flags,Form,Strength,StrengthValue,StrengthUnit,PPB,DIN,Brand,Manufacturer,Pack,PackPrice,UnitPrice,UnitPriceSource,Page,confidence,confidence_label,confidence_reason
CÉFAZOLINE SODIQUE,X,Pd. Inj.,10 g,10,g,TRUE,02465477,Céfazoline sodique pour injection,Sterimax,10,301.5,10.0,Printed,30,0.96,high,Brand wrapped across lines (-0.04)
CÉFAZOLINE SODIQUE,X,Pd. Inj.,500 mg,500,mg,TRUE,02108119,Céfazoline,Novopharm,10,25.0,10.0,Printed,30,1.0,high,No penalties
CÉFAZOLINE SODIQUE,X,Pd. Inj.,500 mg,500,mg,TRUE,02437104,Cefazoline pour injection,Hikma,25,62.5,25.0,Printed,30,1.0,high,No penalties
CÉFAZOLINE SODIQUE,X,Pd. Inj.,500 mg,500,mg,TRUE,02308932,Céfazoline pour injection,Sandoz,10,25.0,10.0,Printed,30,1.0,high,No penalties
CÉFÉPIME (CHLORHYDRATE DE),X,Pd. Inj.,2 g,2,g,TRUE,02467518,Apo-Cefepime,Apotex,1 ml,30.2,1.0,Printed,30,1.0,high,No penalties
CEFIXIME,X,Co.,400 mg,400,mg,TRUE,02432773,Auro-Cefixime,AuroPharma,7,19.02,7.0,Printed,30,1.0,high,No penalties
CEFIXIME,X,Co.,400 mg,400,mg,TRUE,02432773,Auro-Cefixime,AuroPharma,,10.0,2.7172,Printed,30,0.95,high,Missing Pack/Format (-0.05)
CEFIXIME,X,Co.,400 mg,400,mg,TRUE,00868981,Suprax,Odan,7,19.02,7.0,Printed,30,1.0,high,No penalties
CEFIXIME,X,Co.,400 mg,400,mg,TRUE,00868981,Suprax,Odan,,10.0,2.7172,Printed,30,0.95,high,Missing Pack/Format (-0.05)
CEFIXIME,X,Orale,100 mg,100,mg,TRUE,02468689,Auro-Cefixime,AuroPharma,50 ml,18.32,50.0,Printed,31,1.0,high,No penalties
CEFIXIME,X,Orale,100 mg,100,mg,TRUE,00868965,Suprax,Odan,50 ml,18.32,50.0,Printed,31,1.0,high,No penalties
CÉFOTAXIME SODIQUE,X,Pd. Inj.,1 g,1,g,TRUE,02434091,Céfotaxime sodique pour injection BP,Sterimax,10,83.3,10.0,Printed,31,0.96,high,Brand wrapped across lines (-0.04)
CÉFOTAXIME SODIQUE,X,Pd. Inj.,2 g,2,g,TRUE,02434105,Céfotaxime sodique pour injection BP,Sterimax,10,166.86,10.0,Printed,31,0.96,high,Brand wrapped across lines (-0.04)
CEFPROZIL,X,Co.,250 mg,250,mg,TRUE,02293528,Taro-Cefprozil,Sun Pharma,100,43.32,100.0,Printed,31,1.0,high,No penalties
CEFPROZIL,X,Co.,500 mg,500,mg,TRUE,02347253,Auro-Cefprozil,AuroPharma,100,84.94,100.0,Printed,31,1.0,high,No penalties
CEFPROZIL,X,Co.,500 mg,500,mg,TRUE,02302187,Sandoz Cefprozil,Sandoz,100,84.94,100.0,Printed,31,1.0,high,No penalties
CEFPROZIL,X,Co.,500 mg,500,mg,TRUE,02293536,Taro-Cefprozil,Sun Pharma,100,84.94,100.0,Printed,31,1.0,high,No penalties
CEFPROZIL,X,Orale,125 mg,125,mg,TRUE,02347261,Auro-Cefprozil,AuroPharma,75 ml,7.28,75.0,Printed,31,1.0,high,No penalties
CEFPROZIL,X,Orale,100 ml,100,ml,TRUE,02329204,Taro-Cefprozil,Sun Pharma,75 ml,7.28,75.0,Printed,31,1.0,high,No penalties
CEFPROZIL,X,Orale,250 mg,250,mg,TRUE,02347288,Auro-Cefprozil,AuroPharma,75 ml,14.54,75.0,Printed,31,1.0,high,No penalties
CEFPROZIL,X,Orale,100 ml,100,ml,TRUE,02293579,Taro-Cefprozil,Sun Pharma,75 ml,14.54,75.0,Printed,31,1.0,high,No penalties
CEFTAZIDIME (PENTAHYDRATE DE),X,Pd. Inj.,1 g,1,g,TRUE,00886971,Ceftazidime pour injection,Fresenius,1,18.85,1.0,Printed,31,1.0,high,No penalties
CEFTAZIDIME (PENTAHYDRATE DE),X,Pd. Inj.,1 g,1,g,TRUE,02437848,Ceftazidime pour injection,Sterimax,10,188.5,10.0,Printed,31,1.0,high,No penalties
BP,,Pd. Inj.,2 g,2,g,TRUE,00886955,Ceftazidime pour injection,Fresenius,1,37.1,1.0,Printed,32,1.0,high,No penalties
BP,,Pd. Inj.,2 g,2,g,TRUE,02437856,Ceftazidime pour injection,Sterimax,10,371.0,10.0,Printed,32,1.0,high,No penalties
BP,,Pd. Inj.,6 g,6,g,TRUE,00886963,Ceftazidime pour injection,Fresenius,1,111.29,1.0,Printed,32,1.0,high,No penalties
BP,,Pd. Inj.,6 g,6,g,TRUE,02437864,Ceftazidime pour injection,Sterimax,1,111.29,1.0,Printed,32,1.0,high,No penalties
CEFTRIAXONE SODIQUE,X,Pd. Inj.,1 g,1,g,TRUE,02325616,Ceftriaxone,Sterimax,10,124.9,10.0,Printed,32,1.0,high,No penalties
CEFTRIAXONE SODIQUE,X,Pd. Inj.,1 g,1,g,TRUE,02292270,Ceftriaxone pour injection,Sandoz,10,124.9,10.0,Printed,32,1.0,high,No penalties
CEFTRIAXONE SODIQUE,X,Pd. Inj.,1 g,1,g,TRUE,02287633,Ceftriaxone sodique pour injection,Novopharm,1,12.49,1.0,Printed,32,0.96,high,Brand wrapped across lines (-0.04)
CEFTRIAXONE SODIQUE,X,Pd. Inj.,2 g,2,g,TRUE,02325624,Ceftriaxone,Sterimax,10,344.85,10.0,Printed,32,1.0,high,No penalties
CEFTRIAXONE SODIQUE,X,Pd. Inj.,2 g,2,g,TRUE,02292289,Ceftriaxone pour injection,Sandoz,10,344.85,10.0,Printed,32,1.0,high,No penalties
CEFTRIAXONE SODIQUE,X,Pd. Inj.,10 g,10,g,TRUE,02325632,Ceftriaxone,Sterimax,1,107.1,1.0,Printed,32,1.0,high,No penalties
CEFTRIAXONE SODIQUE,X,Pd. Inj.,10 g,10,g,TRUE,02292904,Ceftriaxone pour injection,Apotex,1,107.1,1.0,Printed,32,1.0,high,No penalties
CEFTRIAXONE SODIQUE,X,Pd. Inj.,10 g,10,g,TRUE,02287668,Ceftriaxone sodique pour injection,Novopharm,1,107.1,1.0,Printed,32,0.96,high,Brand wrapped across lines (-0.04)
CEFTRIAXONE SODIQUE,X,Pd. Inj.,10 g,10,g,TRUE,02292297,Ceftriaxone sodique pour injection,Sandoz,1,107.1,1.0,Printed,32,0.96,high,Brand wrapped across lines (-0.04)
CEFTRIAXONE SODIQUE,X,Pd. Inj.,250 mg,250,mg,TRUE,02292866,Ceftriaxone pour injection,Apotex,10,56.43,10.0,Printed,32,1.0,high,No penalties
CEFTRIAXONE SODIQUE,X,Pd. Inj.,250 mg,250,mg,TRUE,02325594,Ceftriaxone sodique pour injection BP,Sterimax,10,56.43,10.0,Printed,32,0.96,high,Brand wrapped across lines (-0.04)
CÉFUROXIME AXETIL,X,Co.,250 mg,250,mg,TRUE,02244393,Apo-Cefuroxime,Apotex,60,25.16,60.0,Printed,32,1.0,high,No penalties
CÉFUROXIME AXETIL,X,Co.,250 mg,250,mg,TRUE,02244393,Apo-Cefuroxime,Apotex,,100.0,0.4194,Printed,32,0.95,high,Missing Pack/Format (-0.05)
CÉFUROXIME AXETIL,X,Co.,250 mg,250,mg,TRUE,02344823,Auro-Cefuroxime,AuroPharma,60,25.16,60.0,Printed,32,1.0,high,No penalties
CÉFUROXIME AXETIL,X,Co.,250 mg,250,mg,TRUE,02547198,JAMP Cefuroxime Page 10 2025-08,Jamp,60,25.16,60.0,Printed,32,0.96,high,Brand wrapped across lines (-0.04)
CÉFUROXIME AXETIL,X,Co.,500 mg,500,mg,TRUE,02244394,Apo-Cefuroxime,Apotex,60,49.85,60.0,Printed,33,1.0,high,No penalties
CÉFUROXIME AXETIL,X,Co.,500 mg,500,mg,TRUE,02244394,Apo-Cefuroxime,Apotex,,100.0,0.8308,Printed,33,0.95,high,Missing Pack/Format (-0.05)
CÉFUROXIME AXETIL,X,Co.,500 mg,500,mg,TRUE,02344831,Auro-Cefuroxime,AuroPharma,60,49.85,60.0,Printed,33,1.0,high,No penalties
CÉFUROXIME AXETIL,X,Co.,500 mg,500,mg,TRUE,02547201,JAMP Cefuroxime,Jamp,60,49.85,60.0,Printed,33,1.0,high,No penalties
CÉFUROXIME AXETIL,X,Orale,125 mg,125,mg,TRUE,02212307,Ceftin,Sandoz,70 ml,11.57,70.0,Printed,33,1.0,high,No penalties
CÉFUROXIME SODIQUE,X,Pd. Inj.,1.5 g,1.5,g,TRUE,02241639,Céfuroxime pour injection,Fresenius,1,28.04,1.0,Printed,33,1.0,high,No penalties
CÉFUROXIME SODIQUE,X,Pd. Inj.,1.5 g,1.5,g,TRUE,02422301,Céfuroxime pour injection,Hikma,25,701.0,25.0,Printed,33,1.0,high,No penalties
USP,,Pd. Inj.,7.5 g,7.5,g,TRUE,02422328,Céfuroxime pour injection,Hikma,10,1051.4,10.0,Printed,33,1.0,high,No penalties
USP,,Pd. Inj.,750 mg,750,mg,TRUE,02241638,Céfuroxime pour injection,Fresenius,1,14.01,1.0,Printed,33,1.0,high,No penalties
USP,,Pd. Inj.,750 mg,750,mg,TRUE,02422298,Céfuroxime pour injection,Hikma,25,350.25,25.0,Printed,33,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,250 mg,250,mg,TRUE,00768723,Apo-Cephalex,Apotex,100,8.66,100.0,Printed,33,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,250 mg,250,mg,TRUE,00768723,Apo-Cephalex,Apotex,,1000.0,0.0866,Printed,33,0.95,high,Missing Pack/Format (-0.05)
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,250 mg,250,mg,TRUE,02470578,Auro-Cephalexin,AuroPharma,100,8.66,100.0,Printed,33,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,250 mg,250,mg,TRUE,02470578,Auro-Cephalexin,AuroPharma,,500.0,0.0866,Printed,33,0.95,high,Missing Pack/Format (-0.05)
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,250 mg,250,mg,TRUE,02521253,Cephalexin,Sanis,100,8.66,100.0,Printed,33,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,250 mg,250,mg,TRUE,02494698,Jamp Cephalexin,Jamp,100,8.66,100.0,Printed,33,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,250 mg,250,mg,TRUE,00583413,Teva-Cephalexin,Teva Can,100,8.66,100.0,Printed,33,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,250 mg,250,mg,TRUE,00583413,Teva-Cephalexin,Teva Can,,1000.0,0.0866,Printed,33,0.95,high,Missing Pack/Format (-0.05)
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,500 mg,500,mg,TRUE,00768715,Apo-Cephalex,Apotex,100,17.31,100.0,Printed,34,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,500 mg,500,mg,TRUE,00768715,Apo-Cephalex,Apotex,,500.0,0.1731,Printed,34,0.95,high,Missing Pack/Format (-0.05)
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,500 mg,500,mg,TRUE,02470586,Auro-Cephalexin,AuroPharma,100,17.31,100.0,Printed,34,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,500 mg,500,mg,TRUE,02470586,Auro-Cephalexin,AuroPharma,,500.0,0.1731,Printed,34,0.95,high,Missing Pack/Format (-0.05)
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,500 mg,500,mg,TRUE,02521261,Cephalexin,Sanis,100,17.31,100.0,Printed,34,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,500 mg,500,mg,TRUE,02521261,Cephalexin,Sanis,,500.0,0.1731,Printed,34,0.95,high,Missing Pack/Format (-0.05)
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,500 mg,500,mg,TRUE,02495651,Cephalexin,Sivem,100,17.31,100.0,Printed,34,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,500 mg,500,mg,TRUE,02495651,Cephalexin,Sivem,,500.0,0.1731,Printed,34,0.95,high,Missing Pack/Format (-0.05)
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,500 mg,500,mg,TRUE,00828866,Céphalexin-500,Pro Doc,500,86.55,500.0,Printed,34,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,500 mg,500,mg,TRUE,02494701,Jamp Cephalexin,Jamp,100,17.31,100.0,Printed,34,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,500 mg,500,mg,TRUE,02494701,Jamp Cephalexin,Jamp,,500.0,0.1731,Printed,34,0.95,high,Missing Pack/Format (-0.05)
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,500 mg,500,mg,TRUE,00583421,Teva-Cephalexin,Teva Can,100,17.31,100.0,Printed,34,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Co. ou Caps.,500 mg,500,mg,TRUE,00583421,Teva-Cephalexin,Teva Can,,500.0,0.1731,Printed,34,0.95,high,Missing Pack/Format (-0.05)
CÉPHALEXINE (MONOHYDRATE DE),X,Orale,125 mg,125,mg,TRUE,02497743,Auro-Cephalexin,AuroPharma,100 ml,14.62,100.0,Printed,34,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Orale,150 ml,150,ml,TRUE,02528436,Jamp Cephalexin,Jamp,150 ml,21.93,150.0,Printed,34,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Suspension,150 ml,,,TRUE,02469170,Lupin-Cephalexin,Lupin,100 ml,14.62,100.0,Printed,34,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Suspension,150 ml,150,ml,TRUE,00342106,Teva-Lexin 125,Teva Can,100 ml,14.62,100.0,Printed,34,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Orale,250 mg,250,mg,TRUE,02497751,Auro-Cephalexin,AuroPharma,100 ml,25.73,100.0,Printed,34,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Orale,150 ml,150,ml,TRUE,02528444,Jamp Cephalexin,Jamp,100 ml,25.73,100.0,Printed,34,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Suspension,150 ml,150,ml,TRUE,02469189,Lupin-Cephalexin,Lupin,100 ml,25.73,100.0,Printed,34,1.0,high,No penalties
CÉPHALEXINE (MONOHYDRATE DE),X,Suspension,150 ml,150,ml,TRUE,00342092,Teva-Lexin 250,Teva Can,100 ml,25.73,100.0,Printed,34,1.0,high,No penalties
CÉFOXITINE SODIQUE,X,Pd. Inj.,1 g,1,g,TRUE,02128187,Cefoxitine,Teva Can,1,10.6,1.0,Printed,34,1.0,high,No penalties
CÉFOXITINE SODIQUE,X,Pd. Inj.,2 g,2,g,TRUE,02128195,Cefoxitine Page 12 2025-08,Teva Can,1,21.25,1.0,Printed,34,0.96,high,Brand wrapped across lines (-0.04)
ERTAPÉNEM SODIQUE,X,Pd. Inj.,1 g,1,g,TRUE,02492148,Ertapénem pour injection,AuroPharma,10,464.39,10.0,Printed,35,1.0,high,No penalties
ERTAPÉNEM SODIQUE,X,Pd. Inj.,1 g,1,g,TRUE,02511150,Ertapénem pour injection,Dr Reddy's,10,464.39,10.0,Printed,35,1.0,high,No penalties
ERTAPÉNEM SODIQUE,X,Pd. Inj.,1 g,1,g,TRUE,02496127,Ertapénem pour injection,Fresenius,10,464.39,10.0,Printed,35,1.0,high,No penalties
ERTAPÉNEM SODIQUE,X,Pd. Inj.,1 g,1,g,TRUE,02490773,Ertapénem pour injection,Juno,10,464.39,10.0,Printed,35,1.0,high,No penalties
ERTAPÉNEM SODIQUE,X,Pd. Inj.,1 g,1,g,TRUE,02247437,Invanz,Merck,10,464.39,10.0,Printed,35,1.0,high,No penalties
IMIPÉNEM/ CILASTATINE SODIQUE,X,Pd. Inj. I.V.,500 mg,500,mg,TRUE,02351706,Taro-Imipenem-Cilastatin,Sun Pharma,30,658.2,30.0,Printed,35,1.0,high,No penalties
MEROPENEM,X,Pd. Inj.,1 g,1,g,TRUE,02378795,Meropenem,Sandoz,10,184.45,10.0,Printed,35,1.0,high,No penalties
MEROPENEM,X,Pd. Inj.,1 g,1,g,TRUE,02462893,Meropenem pour Injection,AuroPharma,10,184.45,10.0,Printed,35,1.0,high,No penalties
MEROPENEM,X,Pd. Inj.,1 g,1,g,TRUE,02493349,Meropenem pour Injection,Sterimax,10,184.45,10.0,Printed,35,1.0,high,No penalties
MEROPENEM,X,Pd. Inj.,1 g,1,g,TRUE,02536374,Méropénem pour injection,Jamp,1,18.45,1.0,Printed,35,1.0,high,No penalties
MEROPENEM,X,Pd. Inj.,1 g,1,g,TRUE,02415224,"Méropénem pour injection,",Fresenius,1,18.45,1.0,Printed,35,1.0,high,No penalties
USP,,Pd. Inj.,1 g,1,g,TRUE,02421526,Taro-Meropenem,Sun Pharma,10,184.45,10.0,Printed,35,1.0,high,No penalties
USP,,Pd. Inj.,500 mg,500,mg,TRUE,02378787,Meropenem,Sandoz,10,92.22,10.0,Printed,35,1.0,high,No penalties
USP,,Pd. Inj.,500 mg,500,mg,TRUE,02462885,Meropenem pour Injection,AuroPharma,10,92.22,10.0,Printed,35,1.0,high,No penalties
USP,,Pd. Inj.,500 mg,500,mg,TRUE,02493330,Méropénem pour injection,Sterimax,10,92.22,10.0,Printed,35,1.0,high,No penalties
USP,,Pd. Inj.,500 mg,500,mg,TRUE,02415216,"Méropénem pour injection,",Fresenius,1,9.22,1.0,Printed,35,1.0,high,No penalties
USP,,Pd. Inj.,500 mg,500,mg,TRUE,02421518,Taro-Meropenem 2025-08 Page 13,Sun Pharma,10,92.22,10.0,Printed,35,0.96,high,Brand wrapped across lines (-0.04)
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02480700,AG-Azithromycin,Angita,6,5.65,6.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02480700,AG-Azithromycin,Angita,,100.0,0.941,Printed,36,0.95,high,Missing Pack/Format (-0.05)
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02415542,Apo-Azithromycin Z,Apotex,6,5.65,6.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02415542,Apo-Azithromycin Z,Apotex,,100.0,0.941,Printed,36,0.95,high,Missing Pack/Format (-0.05)
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02477610,Azithromycin,Altamed,6,5.65,6.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02330881,Azithromycin,Sanis,6,5.65,6.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02330881,Azithromycin,Sanis,,100.0,0.941,Printed,36,0.95,high,Missing Pack/Format (-0.05)
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02442434,Azithromycin,Sivem,6,5.65,6.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02442434,Azithromycin,Sivem,,100.0,0.941,Printed,36,0.95,high,Missing Pack/Format (-0.05)
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02545969,DAC Azithromycin,Dac Pharma,6,5.65,6.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02452308,Jamp-Azithromycin,Jamp,6,5.65,6.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02452308,Jamp-Azithromycin,Jamp,,100.0,0.941,Printed,36,0.95,high,Missing Pack/Format (-0.05)
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02452324,Mar-Azithromycin,Marcan,6,5.65,6.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02452324,Mar-Azithromycin,Marcan,,100.0,0.941,Printed,36,0.95,high,Missing Pack/Format (-0.05)
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02502038,M-Azithromycin,Mantra Ph.,6,5.65,6.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02502038,M-Azithromycin,Mantra Ph.,,100.0,0.941,Printed,36,0.95,high,Missing Pack/Format (-0.05)
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02267845,Novo-Azithromycin,Novopharm,6,5.65,6.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02267845,Novo-Azithromycin,Novopharm,,30.0,0.941,Printed,36,0.95,high,Missing Pack/Format (-0.05)
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02479680,NRA-Azithromycin,Nora,6,5.65,6.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02479680,NRA-Azithromycin,Nora,,100.0,0.941,Printed,36,0.95,high,Missing Pack/Format (-0.05)
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02261634,pms-Azithromycin,Phmscience,6,5.65,6.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02261634,pms-Azithromycin,Phmscience,,100.0,0.941,Printed,36,0.95,high,Missing Pack/Format (-0.05)
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02310600,Pro-Azithromycine,Pro Doc,6,5.65,6.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02275309,Riva-Azithromycin,Riva,6,5.65,6.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02275309,Riva-Azithromycin,Riva,,100.0,0.941,Printed,36,0.95,high,Missing Pack/Format (-0.05)
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02265826,Sandoz Azithromycin,Sandoz,6,5.65,6.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02265826,Sandoz Azithromycin,Sandoz,,100.0,0.941,Printed,36,0.95,high,Missing Pack/Format (-0.05)
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02212021,Zithromax,Pfizer,6,29.28,6.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Co.,250 mg,250,mg,TRUE,02212021,Zithromax,Pfizer,,30.0,4.8803,Printed,36,0.95,high,Missing Pack/Format (-0.05)
AZITHROMYCINE,X,Co.,600 mg,600,mg,TRUE,02261642,pms-Azithromycin,Phmscience,30,319.96,30.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Pd. Perf. I.V.,500 mg,500,mg,TRUE,02465604,Azithromycine pour injection,AuroPharma,10,145.6,10.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Pd. Perf. I.V.,500 mg,500,mg,TRUE,02523825,Azithromycine pour injection,Jamp,10,145.6,10.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Pd. Perf. I.V.,500 mg,500,mg,TRUE,02483890,Azithromycine pour injection,Sterimax,10,145.6,10.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Pd. Perf. I.V.,500 mg,500,mg,TRUE,02239952,Zithromax I.V.,Pfizer,10,206.44,10.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Orale,100 mg,100,mg,TRUE,02482363,Auro-Azithromycin,AuroPharma,15 ml,5.59,15.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Orale,100 mg,100,mg,TRUE,02332388,Sandoz Azithromycin,Sandoz,15 ml,8.82,15.0,Printed,36,1.0,high,No penalties
AZITHROMYCINE,X,Orale,100 mg,100,mg,TRUE,02223716,Zithromax Page 14 2025-08,Pfizer,15 ml,16.17,15.0,Printed,36,0.96,high,Brand wrapped across lines (-0.04)
AZITHROMYCINE,X,Orale,200 mg,200,mg,TRUE,02482371,Auro-Azithromycin,AuroPharma,15 ml,7.92,15.0,Printed,37,1.0,high,No penalties
AZITHROMYCINE,X,Orale,37.5 ml,37.5,ml,TRUE,02332396,Sandoz Azithromycin,Sandoz,15 ml,12.49,15.0,Printed,37,1.0,high,No penalties
AZITHROMYCINE,X,Orale,37.5 ml,37.5,ml,TRUE,02223724,Zithromax,Pfizer,15 ml,22.92,15.0,Printed,37,1.0,high,No penalties
CLARITHROMYCINE,X,Co.,500 mg,500,mg,TRUE,02274752,Apo-Clarithromycin,Apotex,100,83.18,100.0,Printed,37,1.0,high,No penalties
CLARITHROMYCINE,X,Co.,500 mg,500,mg,TRUE,02126710,Biaxin Bid,BGP Pharma,100,326.62,100.0,Printed,37,1.0,high,No penalties
CLARITHROMYCINE,X,Co.,500 mg,500,mg,TRUE,02324490,Clarithromycin,Pro Doc,100,83.18,100.0,Printed,37,1.0,high,No penalties
CLARITHROMYCINE,X,Co.,500 mg,500,mg,TRUE,02466139,Clarithromycin,Sanis,100,83.18,100.0,Printed,37,1.0,high,No penalties
CLARITHROMYCINE,X,Co.,500 mg,500,mg,TRUE,02442485,Clarithromycin,Sivem,100,83.18,100.0,Printed,37,1.0,high,No penalties
CLARITHROMYCINE,X,Co.,500 mg,500,mg,TRUE,02471396,"M-Clarithromycin * 02247574 pms-Clarithromycin Phmscience 100 83,18 R",Mantra Ph.,100,83.18,100.0,Printed,37,0.96,high,Brand wrapped across lines (-0.04)
CLARITHROMYCINE,X,Co.,500 mg,500,mg,TRUE,02471396,"M-Clarithromycin * 02247574 pms-Clarithromycin Phmscience 100 83,18 R",Mantra Ph.,,250.0,207.95,Printed,37,0.91,high,Brand wrapped across lines (-0.04); Missing Pack/Format (-0.05)
CLARITHROMYCINE,X,Co.,500 mg,500,mg,TRUE,02266547,Sandoz Clarithromycin,Sandoz,100,83.18,100.0,Printed,37,1.0,high,No penalties
CLARITHROMYCINE,X,Co.,500 mg,500,mg,TRUE,02361434,Taro-Clarithromycin,Sun Pharma,100,83.18,100.0,Printed,37,1.0,high,No penalties
CLARITHROMYCINE,X,Co.,500 mg,500,mg,TRUE,02361434,Taro-Clarithromycin,Sun Pharma,,500.0,0.8318,Printed,37,0.95,high,Missing Pack/Format (-0.05)
CLARITHROMYCINE,X,Co.,500 mg,500,mg,TRUE,02248805,Teva Clarithromycin,Teva Can,100,83.18,100.0,Printed,37,1.0,high,No penalties
CLARITHROMYCINE,X,Co. ou Co. L.A.,250 mg,250,mg,TRUE,02403196,ACT Clarithromycin XL,Teva Can,60,49.46,60.0,Printed,37,1.0,high,No penalties
CLARITHROMYCINE,X,Co. ou Co. L.A.,250 mg,250,mg,TRUE,02274744,Apo-Clarithromycin,Apotex,100,41.22,100.0,Printed,37,1.0,high,No penalties
CLARITHROMYCINE,X,Co. ou Co. L.A.,250 mg,250,mg,TRUE,02413345,Apo-Clarithromycin XL,Apotex,100,82.43,100.0,Printed,37,1.0,high,No penalties
CLARITHROMYCINE,X,Co. ou Co. L.A.,250 mg,250,mg,TRUE,01984853,Biaxin Bid,BGP Pharma,100,161.27,100.0,Printed,37,1.0,high,No penalties
CLARITHROMYCINE,X,Co. ou Co. L.A.,250 mg,250,mg,TRUE,02324482,Clarithromycin,Pro Doc,100,41.22,100.0,Printed,37,1.0,high,No penalties
