DIN,Product,Manufacturer,Format,Cost,UnitPrice
02481545,Pifeltro,Merck,30,499.50,16.6500
02482592,Delstrigo,Merck,30,863.70,28.7900
02418428,Auro-Efavirenz,AuroPharma,30,114.09,3.8030
02458233,Jamp-Efavirenz,Jamp,30,114.09,3.8030
02381524,Mylan-Efavirenz,Mylan,30,114.09,3.8030
02246045,Sustiva,B.M.S.,30,424.92,14.1640
02389762,Teva-Efavirenz,Teva Can,30,114.09,3.8030
02468247,Apo-Efavirenz-,Apotex,30,339.90,11.3300
02478404,Auro-Efavirenz-,AuroPharma,30,339.90,11.3300
02519461,Jamp,Efavirenz/ Jamp,30,339.90,11.3300
02461412,Mylan-Efavirenz/,Mylan,30,339.90,11.3300
02487284,pms-Efavirenz-,Phmscience,30,339.90,11.3300
02484676,Sandoz,Efavirenz- Sandoz,30,339.90,11.3300
02393549,Teva-Efavirenz/,Teva Can,30,339.90,11.3300
02449498,Genvoya,Gilead,30,1314.01,43.8003
02397137,Stribild,Gilead,30,1320.00,44.0000
02374129,Complera,Gilead,30,1176.68,39.2227
02496356,AG-Emtricitabine/Tenofovir,Angita,30,211.75,7.0582
02452006,Apo-Emtricitabine-Tenofovir,Apotex,30,211.75,7.0582
02490684,Auro-Emtricitabine-,AuroPharma,30,211.75,7.0582
02487012,Jamp,Emtricitabine/ Jamp,30,211.75,7.0582
02521547,Mint-Emtricitabine/Tenofovir,Mint,30,211.75,7.0582
02443902,Mylan-Emtricitabine/,Mylan,30,211.75,7.0582
02461110,pms-Emtricitabine-Tenofovir,Phmscience,30,211.75,7.0582
02399059,Teva-Emtricitabine/,Teva Can,30,211.75,7.0582
02274906,Truvada,Gilead,30,783.06,26.1020
02461463,Odefsey,Gilead,30,1176.68,39.2227
02393239,Apo-Lamivudine,HBV Apotex,100,261.54,2.6154
02239193,Heptovir,GSK,60,273.50,4.5583
02512467,Jamp,Lamivudine HBV Jamp,100,261.54,2.6154
02192683,3TC,ViiV,60,279.05,4.6508
02369052,Apo-Lamivudine,Apotex,60,163.94,2.7323
02507110,Jamp,Lamivudine Jamp,60,163.94,2.7323
02247825,3TC,ViiV,30,279.05,9.3017
02369060,Apo-Lamivudine,Apotex,30,164.57,5.4857
02507129,Jamp,Lamivudine Jamp,30,164.57,5.4857
02375540,Apo-Lamivudine-Zidovudine,Apotex,100,261.03,2.6103
02414414,Auro-Lamivudine/,AuroPharma,60,156.62,2.6103
02502801,Jamp,Lamivudine/ Jamp,60,156.62,2.6103
02312301,Kaletra,AbbVie,60,157.34,2.6223
02285533,Kaletra,AbbVie,120,644.19,5.3683
02318601,Auro-Nevirapine,AuroPharma,60,74.08,1.2346
02405776,Jamp-Névirapine,Jamp,60,74.08,1.2346
02387727,Mylan-Nevirapine,Mylan,60,74.08,1.2346
02301881,Isentress,Merck,60,690.00,11.5000
02465337,Isentress,HD Merck,60,690.00,11.5000
02370603,Edurant,Janss. Inc,30,413.91,13.7970
02523620,Auro-Ritonavir,AuroPharma,30,35.24,1.1745
02357593,Norvir,AbbVie,30,43.68,1.4560
02516276,AG-Tenofovir,Angita,30,146.65,4.8883
02451980,Apo-Tenofovir,Apotex,30,146.65,4.8883
02460173,Auro-Tenofovir,AuroPharma,30,146.65,4.8883
02479087,Jamp-Tenofovir,Jamp,30,146.65,4.8883
02512939,Mint-Tenofovir,Mint,30,146.65,4.8883
02452634,Mylan-Tenofovir,Disoproxil Mylan,30,146.65,4.8883
02472511,NAT-Tenofovir,Natco,30,146.65,4.8883
02453940,pms-Tenofovir,Phmscience,30,146.65,4.8883
02515156,Riva-Tenofovir,Riva,30,146.65,4.8883
02512327,Tenofovir,Sanis,30,146.65,4.8883
02523922,Tenofovir,Sivem,30,146.65,4.8883
02403889,Teva-Tenofovir,Teva Can,30,146.65,4.8883
02247128,Viread,Gilead,30,518.67,17.2890
01946323,Apo-Zidovudine,Apotex,100,139.77,1.3977
02497409,Jamp,Oseltamivir Jamp,10,5.24,0.5243
02497441,Mint-Oseltamivir,Mint,10,5.24,0.5243
02472635,NAT-Oseltamivir,Natco,10,5.24,0.5243
02504006,Oseltamivir,Phosphate Sandoz,10,5.24,0.5243
02304848,Tamiflu,Roche,10,19.50,1.9500
02472643,NAT-Oseltamivir,Natco,10,16.14,1.6135
02504014,Oseltamivir,Phosphate Sandoz,10,16.14,1.6135
02304856,Tamiflu,Roche,10,30.00,3.0000
02497425,Jamp,Oseltamivir Jamp,10,10.39,1.0393
02497476,Mint-Oseltamivir,Mint,10,10.39,1.0393
02457989,NAT-Oseltamivir,Natco,10,10.39,1.0393
02504022,Oseltamivir,Phosphate Sandoz,10,10.39,1.0393
02241472,Tamiflu,Roche,10,39.00,3.9000
02240863,Relenza,GSK,5,36.54,7.3080
02207621,Apo-Acyclovir,Apotex,100,35.11,0.3511
02524708,Mint-Acyclovir,Mint,100,35.11,0.3511
02242784,Mylan-Acyclovir,Mylan,100,35.11,0.3511
02285959,Teva-Acyclovir,Teva Can,100,35.11,0.3511
02207648,Apo-Acyclovir,Apotex,100,88.90,0.8890
02524716,Mint-Acyclovir,Mint,100,88.90,0.8890
02242463,Mylan-Acyclovir,Mylan,100,88.90,0.8890
02285967,Teva-Acyclovir,Teva Can,100,88.90,0.8890
02207656,Apo-Acyclovir,Apotex,100,126.73,1.2673
02524724,Mint-Acyclovir,Mint,100,126.73,1.2673
02242464,Mylan-Acyclovir,Mylan,100,126.73,1.2673
02285975,Teva-Acyclovir,Teva Can,100,126.73,1.2673
02236926,Acyclovir,Sodique Fresenius,10,857.80,85.7800
02456524,Acyclovir,sodique injectable Sterimax,10,857.80,85.7800
02494558,Acyclovir,Sodium Injection AuroPharma,10,857.80,85.7800
99106493,Acyclovir,Sodique Fresenius,10,1715.70,171.5700
99106293,Acyclovir,sodique injectable Sterimax,10,1715.70,171.5700
99113861,Acyclovir,Sodium Injection AuroPharma,10,1715.70,171.5700
02396955,Apo-Entecavir,Apotex,30,165.00,5.5000
02448777,Auro-Entecavir,AuroPharma,30,165.00,5.5000
02282224,Baraclude,B.M.S.,30,660.00,22.0000
02527154,Entecavir,Sanis,30,165.00,5.5000
02467232,Jamp-Entecavir,Jamp,30,165.00,5.5000
02485907,Mint-Entecavir,Mint,30,165.00,5.5000
02430576,pms-Entecavir,Phmscience,30,165.00,5.5000
02305682,ACT,Famciclovir ActavisPhm,10,15.65,1.5650
02292025,Apo-Famciclovir,Apotex,30,46.95,1.5650
02229110,Famvir,Atnahs,10,27.15,2.7150
02305690,ACT,Famciclovir ActavisPhm,30,63.69,2.1230
02292041,Apo-Famciclovir,Apotex,30,63.69,2.1230
02229129,Famvir,Atnahs,30,112.10,3.7367
02305704,ACT,Famciclovir ActavisPhm,21,81.31,3.8719
02292068,Apo-Famciclovir,Apotex,30,116.16,3.8719
02177102,Famvir,Atnahs,21,139.38,6.6371
02162695,Cytovene,Cheplaphar,5,210.19,42.0380
02537168,Ganciclovir pour,injection Forma Ph,25,1050.95,42.0380
02404761,Ganciclovir,pour injection Fresenius,25,1050.95,42.0380
02475391,Ganciclovir,pour injection Sterimax,25,1050.95,42.0380
02502143,Veklury,Gilead,1,660.53,660.5300
02500582,AG-Valacyclovir,Angita,8,4.96,0.6198
02295822,Apo-Valacyclovir,Apotex,8,4.96,0.6198
02405040,Auro-Valacyclovir,AuroPharma,30,18.59,0.6198
02440598,Jamp,Valacyclovir Jamp,100,61.98,0.6198
02441454,Jamp-Valacyclovir,Jamp,100,61.98,0.6198
02351579,Mylan-Valacyclovir,Mylan,100,61.98,0.6198
02298457,pms-Valacyclovir,Phmscience,100,61.98,0.6198
02315173,Pro-Valacyclovir,Pro Doc,100,61.98,0.6198
02316447,Riva-Valacyclovir,Riva,100,61.98,0.6198
02347091,Sandoz,Valacyclovir Sandoz,90,55.78,0.6198
02357534,Teva-Valacyclovir,Teva Can,42,26.03,0.6198
02454645,Valacyclovir,Sanis,100,61.98,0.6198
02442000,Valacyclovir,Sivem,100,61.98,0.6198
02219492,Valtrex,GSK,30,93.56,3.1187
02435179,Auro-Valganciclovir,AuroPharma,60,348.19,5.8031
02495457,Mint-Valganciclovir,Mint,60,348.19,5.8031
02413825,Teva-Valganciclovir,Teva Can,60,348.19,5.8031
02245777,Valcyte,Cheplaphar,60,1371.49,22.8582
02524031,Paxlovid,Pfizer,30,1288.88,42.9627
02527804,Paxlovid,Pfizer,20,1288.88,64.4440
02078759,Humatin,Search Phm,100,236.74,2.3674
02264935,Malarone,pédiatrique GSK,12,17.77,1.4808
02466783,Atovaquone,et chlorhydrate Glenmark,12,27.98,2.3315
02421429,Atovaquone,Proguanil Sanis,12,27.98,2.3315
02238151,Malarone,GSK,12,51.81,4.3175
02402165,Mylan-Atovaquone/,Mylan,100,233.15,2.3315
02380927,Teva Atovaquone,Proguanil Teva Can,12,27.98,2.3315
02246691,Apo-Hydroxyquine,Apotex,100,15.76,0.1576
02519348,Hydroxychloroquine,Sanis,500,78.80,0.1576
02491427,Jamp,Hydroxychloroquine Jamp,100,15.76,0.1576
02424991,Mint-Hydroxychloroquine,Mint,100,15.76,0.1576
02511886,NRA-Hydroxychloroquine,Nora,100,15.76,0.1576
02017709,Plaquenil,SanofiAven,100,56.62,0.5662
02244366,Mefloquine,AA Pharma,8,29.56,3.6950
02017776,Primaquine,SanofiAven,100,36.44,0.3644
02445190,Jamp-Quinine,Jamp,100,23.90,0.2390
02311216,Pro-Quinine-200,Pro Doc,100,23.90,0.2390
00021008,Teva-Quinine,Teva Can,100,23.90,0.2390
02254522,Apo-Quinine,(Caps.) Apotex,100,37.50,0.3750
02445204,Jamp-Quinine,(Caps.) Jamp,100,37.50,0.3750
02311224,Pro-Quinine-300,(Caps.) Pro Doc,100,37.50,0.3750
00695459,Quinine-Odan,(Caps.) Odan,100,37.50,0.3750
00021016,Teva-Quinine,Teva Can,100,37.50,0.3750
00545066,Apo-Metronidazole,Tablets Apotex,500,28.60,0.0572
02535807,Mint-Metronidazole,Mint,500,28.60,0.0572
02473801,Jamp-Fosfomycin,Jamp,1,11.70,11.7000
02240335,Monurol,sachet Paladin,1,13.00,13.0000
00319511,Nitrofurantoin,AA Pharma,100,16.70,0.1670
00312738,Nitrofurantoin,AA Pharma,100,22.27,0.2227
02495503,JAMP,Nitrofurantoin Jamp,100,29.27,0.2927
02231015,Teva-Nitrofurantoïn,Teva Can,100,29.27,0.2927
02495511,JAMP,Nitrofurantoin Jamp,100,54.99,0.5499
02231016,Teva-Nitrofurantoïn,Teva Can,100,54.99,0.5499
02466392,Auro-Nitrofurantoin,Aurobindo,100,39.83,0.3983
02455676,pms-Nitrofurantoin,Phmscience,100,39.83,0.3983
02243116,Trimethoprim,AA Pharma,100,26.17,0.2617
02243117,Trimethoprim,AA Pharma,100,52.73,0.5273
02296063,Apo-Bicalutamide,Apotex,30,38.07,1.2690
02325985,Bicalutamide,Accord,30,38.07,1.2690
02519178,Bicalutamide,Sanis,30,38.07,1.2690
02184478,Casodex,AZC,30,200.70,6.6900
02357216,Jamp-Bicalutamide,Jamp,30,38.07,1.2690
02275589,pms-Bicalutamide,Phmscience,30,38.07,1.2690
02311038,Pro-Bicalutamide-50,Pro Doc,30,38.07,1.2690
02270226,Teva-Bicalutamide,Teva Can,30,38.07,1.2690
00004618,Myleran,Aspen,25,35.32,1.4128
02426757,ACH-Capecitabine,Accord,60,27.45,0.4575
02434504,Apo-Capecitabine,Apotex,60,27.45,0.4575
02519879,Capecitabine,Jamp,60,27.45,0.4575
02514982,Capecitabine,Sanis,60,27.45,0.4575
02421917,Sandoz,Capecitabine Sandoz,60,27.45,0.4575
02457490,Taro-Capecitabine,Taro,60,27.45,0.4575
02400022,Teva-Capecitabine,Teva Can,60,27.45,0.4575
02238453,Xeloda,Cheplaphar,60,109.80,1.8300
02426765,ACH-Capecitabine,Accord,120,183.00,1.5250
02434512,Apo-Capecitabine,Apotex,120,183.00,1.5250
02519887,Capecitabine,Jamp,120,183.00,1.5250
02514990,Capecitabine,Sanis,120,183.00,1.5250
02508028,Mint-Capecitabine,Mint,120,183.00,1.5250
02421925,Sandoz,Capecitabine Sandoz,120,183.00,1.5250
02457504,Taro-Capecitabine,Taro,120,183.00,1.5250
02238454,Xeloda,Cheplaphar,120,732.00,6.1000
00004626,Leukeran,Aspen,25,33.30,1.3320
02241795,Procytox,Baxter,200,70.89,0.3545
02241796,Procytox,Baxter,100,47.73,0.4773
00616192,Vepesid,Cheplaphar,20,656.42,32.8210
02246226,Fludara,SanofiAven,15,574.97,38.3315
02247937,Apo-Hydroxyurea,Apotex,100,91.83,0.9183
00465283,Hydréa,Cheplaphar,100,91.83,0.9183
02242920,Mylan-Hydroxyurea,Mylan,100,91.83,0.9183
02530260,Riva-Hydroxyurea,Riva,100,91.83,0.9183
00004715,Alkeran,Aspen,50,74.18,1.4836
02415275,Mercaptopurine,Sterimax,25,70.93,2.8372
00004723,Purinethol,Teva Can,25,70.93,2.8372
02509067,ACH-Methotrexate,Accord,100,25.13,0.2513
02182963,Apo-Methotrexate,Apotex,24,6.03,0.2513
02524023,Auro-Methotrexate,AuroPharma,30,7.54,0.2513
02534916,M-Methotrexate,Mantra Ph.,100,25.13,0.2513
02170698,pms-Methotrexate,Phmscience,30,7.54,0.2513
02422166,Méthotrexate,pour Injection Phmscience,1,5.60,5.6000
02422174,Méthotrexate,pour Injection Phmscience,1,7.00,7.0000
02422182,Méthotrexate,pour Injection Phmscience,1,8.40,8.4000
02422190,Méthotrexate,pour Injection Phmscience,1,11.20,11.2000
02422204,Méthotrexate,pour Injection Phmscience,1,12.20,12.2000
02454831,Metoject,Sous-Cutané Medexus,1,16.30,16.3000
02539608,pms-Methotrexate,Injection Phmscience,1,16.30,16.3000
02454750,Metoject,Sous-Cutané Medexus,1,17.16,17.1600
02539616,pms-Methotrexate,Injection Phmscience,1,17.16,17.1600
02491311,Méthotrexate,Sous-Cutané Accord,1,16.38,16.3800
02454858,Metoject,Sous-Cutané Medexus,1,16.38,16.3800
02539624,pms-Methotrexate,Injection Phmscience,1,16.38,16.3800
02491338,Méthotrexate,Sous-Cutané Accord,1,16.00,16.0000
02454769,Metoject,Sous-Cutané Medexus,1,16.00,16.0000
02539632,pms-Methotrexate,Injection Phmscience,1,16.00,16.0000
02491346,Méthotrexate,Sous-Cutané Accord,1,17.50,17.5000
02454866,Metoject,Sous-Cutané Medexus,1,17.50,17.5000
02539640,pms-Methotrexate,Injection Phmscience,1,17.50,17.5000
02491354,Méthotrexate,Sous-Cutané Accord,1,17.50,17.5000
02454777,Metoject,Sous-Cutané Medexus,1,17.50,17.5000
02539659,pms-Methotrexate,Injection Phmscience,1,17.50,17.5000
02491362,Méthotrexate,Sous-Cutané Accord,1,19.50,19.5000
02454874,Metoject,Sous-Cutané Medexus,1,19.50,19.5000
02539667,pms-Methotrexate,Injection Phmscience,1,19.50,19.5000
02221861,Anandron,Cheplaphar,90,165.31,1.8368
02516799,Jamp,Temozolomide Jamp,5,9.75,1.9500
02443473,Taro-Temozolomide,Taro,5,9.75,1.9500
02241093,Temodal,Merck,5,19.50,3.9000
02441160,Teva-Temozolomide,Teva Can,5,9.75,1.9500
02516802,Jamp,Temozolomide Jamp,5,39.00,7.8000
02443481,Taro-Temozolomide,Taro,5,39.00,7.8000
02241094,Temodal,Merck,5,78.00,15.6000
02395274,Teva-Temozolomide,Teva Can,5,39.00,7.8000
02516810,Jamp,Temozolomide Jamp,5,195.01,39.0015
02443511,Taro-Temozolomide,Taro,5,195.01,39.0015
02241095,Temodal,Merck,5,390.00,78.0000
02395282,Teva-Temozolomide,Teva Can,5,195.01,39.0015
02516829,Jamp,Temozolomide Jamp,5,273.01,54.6025
02443538,Taro-Temozolomide,Taro,5,273.01,54.6025
02312794,Temodal,Merck,5,546.00,109.2000
02395290,Teva-Temozolomide,Teva Can,5,273.01,54.6025
02516845,Jamp,Temozolomide Jamp,5,487.51,97.5010
02443554,Taro-Temozolomide,Taro,5,487.51,97.5010
02241096,Temodal,Merck,5,975.00,195.0000
02395312,Teva-Temozolomide,Teva Can,5,487.51,97.5010
00282081,Lanvis,Aspen,25,102.93,4.1172
02520036,Jamp,Tretinoin Jamp,100,1392.84,13.9284
02145839,Vesanoid,Cheplaphar,100,1638.63,16.3863
02240000,Trelstar,Knight,1,304.43,304.4300
02243856,Trelstar,LA Knight,1,932.12,932.1200
02412322,Trelstar,Knight,1,1650.00,1650.0000
01947958,Duvoid,Paladin,100,25.98,0.2598
01947931,Duvoid,Paladin,100,42.07,0.4207
01947923,Duvoid,Paladin,100,55.26,0.5526
02509571,Jamp,Pilocarpine Jamp,100,73.21,0.7321
02496119,M-Pilocarpine,Mantra Ph.,100,73.21,0.7321
02216345,Salagen,Amdipharm,100,73.21,0.7321
02508362,Jamp,Pyridostigmine Jamp,100,26.73,0.2673
00869961,Mestinon,Bausch H.,100,42.95,0.4295
02495643,Riva-Pyridostigmine,Riva,100,26.73,0.2673
00869953,Mestinon,Supraspan Bausch H.,30,28.19,0.9397
02409720,Tudorza,Genuair Covis,60,53.10,0.8850
02394936,Seebri,Breezhaler Covis,30,53.10,1.7700
02231135,pms-Ipratropium,Polynebs Phmscience,20,13.18,0.6590
02231244,pms-Ipratropium,Polynebs Phmscience,20,13.18,0.6590
02216221,Teva-Ipratropium,Sterinebs Teva Can,20,13.18,0.6590
02231245,pms-Ipratropium,Polynebs Phmscience,10,13.18,1.3180
99002795,Teva-Ipratropium,Sterinebs Teva Can,10,13.18,1.3180
02483394,Bromure,d'ipratropium et Juno,20,14.68,0.7340
02272695,Teva-Combo,Sterinebs Teva Can,20,14.68,0.7340
02550865,Apo-Tiotropium,Apotex,30,27.43,0.9143
02537850,Lupin-Tiotropium,Lupin,30,27.43,0.9143
02246793,Spiriva,Handihaler Bo. Ing.,30,27.43,0.9143
02517701,JAMP,Midodrine Jamp,100,11.53,0.1153
02473984,Mar-Midodrine,Marcan,100,11.53,0.1153
02278677,Midodrine,Apotex,100,11.53,0.1153
02533200,Midodrine,Sanis,100,11.53,0.1153
02547112,M-Midodrine,Mantra Ph.,100,11.53,0.1153
02517728,JAMP,Midodrine Jamp,100,19.21,0.1921
02473992,Mar-Midodrine,Marcan,100,19.21,0.1921
02278685,Midodrine,Apotex,100,19.21,0.1921
02533219,Midodrine,Sanis,100,19.21,0.1921
02547120,M-Midodrine,Mantra Ph.,100,19.21,0.1921
02208245,pms-Salbutamol,Polynebs Phmscience,20,3.49,0.1745
02208229,pms-Salbutamol,Polynebs Phmscience,20,7.23,0.3615
01926934,Teva-Salbutamol,Sterinebs Teva Can,20,7.23,0.3615
02208237,pms-Salbutamol,Polynebs Phmscience,20,13.50,0.6750
02173360,Teva-Salbutamol,Sterinebs Teva Can,20,13.50,0.6750
02382059,Allerject,Kaleo,1,81.00,81.0000
00578657,EpiPen,Jr. Pfizer,1,81.00,81.0000
02382067,Allerject,Kaleo,1,81.00,81.0000
00509558,EpiPen,Pfizer,1,81.00,81.0000
02435810,Epinéphrine,Hikma,10,38.50,3.8500
02519844,Alfuzosin,Sanis,100,26.01,0.2601
02447576,Alfuzosin,Sivem,100,26.01,0.2601
02315866,Apo-Alfuzosin,Apotex,100,26.01,0.2601
02443201,Auro-Alfuzosin,AuroPharma,100,26.01,0.2601
02304678,Sandoz,Alfuzosin Sandoz,100,26.01,0.2601
02245565,Xatral,SanofiAven,100,101.30,1.0130
02228947,Migranal,Sterimax,3,28.22,9.4067
02478501,Auro-Silodosin,AuroPharma,30,11.18,0.3726
02539519,Jamp,Silodosin Jamp,30,11.18,0.3726
02517779,pms-Silodosin,Phmscience,30,11.18,0.3726
02475421,Sandoz,Silodosin Sandoz,30,11.18,0.3726
02478528,Auro-Silodosin,AuroPharma,90,33.53,0.3726
02539527,Jamp,Silodosin Jamp,90,33.53,0.3726
02517787,pms-Silodosin,Phmscience,90,33.53,0.3726
02475448,Sandoz,Silodosin Sandoz,100,37.26,0.3726
02362406,Apo-Tamsulosin,CR Apotex,30,4.50,0.1500
02545179,Auro-Tamsulosin,CR Aurobindo,30,4.50,0.1500
02352419,Jamp-Tamsulosin,Jamp,100,15.00,0.1500
02319217,Sandoz,Tamsulosin Sandoz,100,15.00,0.1500
02340208,Sandoz,Tamsulosin CR Sandoz,100,15.00,0.1500
02413612,Tamsulosin,CR Pro Doc,30,4.50,0.1500
02427117,Tamsulosin,CR Sanis,100,15.00,0.1500
02429667,Tamsulosin,CR Sivem,100,15.00,0.1500
02368242,Teva-Tamsulosin,CR Teva Can,30,4.50,0.1500
02485419,AG-Cyclobenzaprine,Angita,100,10.22,0.1022
02177145,Apo-Cyclobenzaprine,Apotex,100,10.22,0.1022
02348853,Auro-Cyclobenzaprine,AuroPharma,100,10.22,0.1022
02287064,Cyclobenzaprine,Sanis,100,10.22,0.1022
02424584,Cyclobenzaprine,Sivem,100,10.22,0.1022
02495422,Flexeril,Orimed,100,10.22,0.1022
02357127,Jamp-Cyclobenzaprine,Jamp,100,10.22,0.1022
02212048,pms-Cyclobenzaprine,Phmscience,100,10.22,0.1022
02242079,Riva-Cyclobenzaprine,Riva,100,10.22,0.1022
02080052,Teva-Cyclobenzaprine,Teva Can,100,10.22,0.1022
01997602,Dantrium,Par Phm,100,39.40,0.3940
02139332,Apo-Baclofen,Apotex,100,15.95,0.1595
02287021,Baclofen,Sanis,100,15.95,0.1595
02544660,Baclofen,Sivem,100,15.95,0.1595
02088398,Mylan-Baclofen,Mylan,100,15.95,0.1595
02063735,pms-Baclofen,Phmscience,100,15.95,0.1595
02242150,Riva-Baclofen,Riva,100,15.95,0.1595
02139391,Apo-Baclofen,Apotex,100,31.04,0.3104
02287048,Baclofen,Sanis,100,31.04,0.3104
02544679,Baclofen,Sivem,100,31.04,0.3104
02088401,Mylan-Baclofen,Mylan,100,31.04,0.3104
02063743,pms-Baclofen,Phmscience,100,31.04,0.3104
02242151,Riva-Baclofen,Riva,100,31.04,0.3104
02413620,Baclofen,Injection Sterimax,5,30.01,6.0028
02457059,Baclofene,injectable Hikma,10,60.03,6.0028
02413639,Baclofen,Injection Sterimax,1,90.32,90.3200
02457067,Baclofene,injectable Hikma,1,90.32,90.3200
02485508,Baclofène,Intrathécale Avir,1,90.32,90.3200
02413647,Baclofen,Injection Sterimax,5,451.67,90.3340
02457075,Baclofene,injectable Hikma,10,903.34,90.3340
99110593,Baclofene,injectable Hikma,1,361.34,361.3400
02485516,Baclofène,Intrathécale Avir,1,361.34,361.3400
02243559,Sandoz,Orphenadrine Sandoz,100,50.95,0.5095
80069513,Nicorette,Menthe McNeil Co,105,26.49,0.2523
80000396,Thrive,GSK CONS,108,21.77,0.2016
80069471,Nicorette,Menthe McNeil Co,105,26.49,0.2523
80000402,Thrive,GSK CONS,108,28.47,0.2636
80007461,Thrive,GSK CONS,108,21.77,0.2016
80007464,Thrive,GSK CONS,108,28.47,0.2636
01943057,Habitrol,N.C.H.C.,7,18.75,2.6786
80044518,Nicoderm,McNeil Co,7,18.75,2.6786
01943065,Habitrol,N.C.H.C.,7,18.75,2.6786
80044503,Nicoderm,McNeil Co,7,18.75,2.6786
01943073,Habitrol,N.C.H.C.,7,18.75,2.6786
80044515,Nicoderm,McNeil Co,7,18.75,2.6786
02419882,Apo-Varenicline,Apotex,56,25.86,0.4618
02546949,Mint-Varenicline,Mint,56,25.86,0.4618
02542951,NRA-Varenicline,Nora,56,25.86,0.4618
02426226,Teva-Varenicline,Teva Can,56,25.86,0.4618
02419890,Apo-Varenicline,Apotex,56,25.86,0.4618
02546957,Mint-Varenicline,Mint,56,25.86,0.4618
02542978,NRA-Varenicline,Nora,56,25.86,0.4618
02426234,Teva-Varenicline,Teva Can,28,12.93,0.4618
02243333,Ferrlecit,SanofiAven,10,241.33,24.1330
02246733,Euro-Ferrous,Sulfate Sandoz,1000,15.71,0.0157
00031100,Jamp-Sulfate,Ferreux Jamp,1000,15.71,0.0157
80057416,M-Fer,Sulfate Mantra Ph.,1000,15.71,0.0157
00586323,pms-Ferrous,Sulfate Phmscience,500,7.86,0.0157
02502917,pms-Iron,Sucrose Phmscience,10,275.00,27.5000
02243716,Venofer,Luitpold,10,275.00,27.5000
02487713,ACH-Apixaban,Accord,60,24.50,0.4084
02529912,AG-Apixaban,Angita,60,24.50,0.4084
02548879,Apixaban,Sanis,180,73.51,0.4084
02530708,Apixaban,Sivem,60,24.50,0.4084
02487381,Apo-Apixaban,Apotex,60,24.50,0.4084
02486806,Auro-Apixaban,AuroPharma,60,24.50,0.4084
02527979,Bio-Apixaban,Biomed,60,24.50,0.4084
02377233,Eliquis,B.M.S.,60,96.00,1.6000
02528924,Jamp,Apixaban Jamp,60,24.50,0.4084
02529009,M-Apixaban,Mantra Ph.,60,24.50,0.4084
02492369,Mar-Apixaban,Marcan,60,24.50,0.4084
02495430,Mint-Apixaban,Mint,60,24.50,0.4084
02492814,NAT-Apixaban,Natco,60,24.50,0.4084
02526050,NRA-Apixaban,Nora,60,24.50,0.4084
02546884,NRA-Apixaban,Nora,60,24.50,0.4084
02530724,Pro-Apixaban,Pro Doc,60,24.50,0.4084
02525518,Riva,Apixaban Riva,60,24.50,0.4084
02489228,Sandoz,Apixaban SDZ Sandoz,60,24.50,0.4084
02510464,Taro-Apixaban,Sun Pharma,60,24.50,0.4084
02484994,Teva-Apixaban,Teva Can,100,40.84,0.4084
02487721,ACH-Apixaban,Accord,60,24.00,0.4000
02529920,AG-Apixaban,Angita,60,24.00,0.4000
02548887,Apixaban,Sanis,180,72.00,0.4000
02530716,Apixaban,Sivem,60,24.00,0.4000
02487403,Apo-Apixaban,Apotex,60,24.00,0.4000
02486814,Auro-Apixaban,AuroPharma,60,24.00,0.4000
02527987,Bio-Apixaban,Biomed,60,24.00,0.4000
02397714,Eliquis,B.M.S.,60,96.00,1.6000
02528932,Jamp,Apixaban Jamp,60,24.00,0.4000
02529017,M-Apixaban,Mantra Ph.,60,24.00,0.4000
02492377,Mar-Apixaban,Marcan,60,24.00,0.4000
02495449,Mint-Apixaban,Mint,180,72.00,0.4000
02492822,NAT-Apixaban,Natco,60,24.00,0.4000
02526069,NRA-Apixaban,Nora,60,24.00,0.4000
02546892,NRA-Apixaban,Nora,60,24.00,0.4000
02530732,Pro-Apixaban,Pro Doc,60,24.00,0.4000
02525526,Riva,Apixaban Riva,60,24.00,0.4000
02489236,Sandoz,Apixaban SDZ Sandoz,60,24.00,0.4000
02510472,Taro-Apixaban,Sun Pharma,60,24.00,0.4000
02485001,Teva-Apixaban,Teva Can,100,40.00,0.4000
02430789,Fragmin,Pfizer,1,7.06,7.0600
02132621,Fragmin,Pfizer,1,5.04,5.0400
02132648,Fragmin,Pfizer,1,10.09,10.0900
02352648,Fragmin,Pfizer,1,15.13,15.1300
02352656,Fragmin,Pfizer,1,20.18,20.1800
02352664,Fragmin,Pfizer,1,25.22,25.2200
02352672,Fragmin,Pfizer,1,30.26,30.2600
02494582,Fragmin,Pfizer,1,33.29,33.2900
02352680,Fragmin,Pfizer,1,36.32,36.3200
02539977,Axberi,Baxter,10,49.12,4.9124
02532247,Elonox,Fresenius,10,49.12,4.9124
02507501,Inclunox,Sandoz,10,49.62,4.9620
02506459,Noromby,Juno,10,49.12,4.9124
02509075,Redesca,Valeo,10,49.62,4.9620
02539985,Axberi,Baxter,10,65.50,6.5498
02532255,Elonox,Fresenius,10,65.50,6.5498
02507528,Inclunox,Sandoz,10,66.16,6.6160
02506467,Noromby,Juno,10,65.50,6.5498
02509083,Redesca,Valeo,10,66.16,6.6160
02540002,Axberi,Baxter,10,98.25,9.8248
02532263,Elonox,Fresenius,10,98.25,9.8248
02507536,Inclunox,Sandoz,10,99.24,9.9240
02506475,Noromby,Juno,10,98.25,9.8248
02509091,Redesca,Valeo,10,99.24,9.9240
